"Row.names","ensembl_gene_id","external_gene_name","entrezgene_id","gene_biotype","chromosome_name","start_position","end_position","percentage_gene_gc_content","ENU_A","CTL_A","ENU_B","CTL_B","ENU_C","CTL_C"
"ENSG00000124496.13","ENSG00000124496","TRERF1",55809,"protein_coding","6",42224931,42452051,45.75,676.121354978294,648.849036984724,679.100654695457,590.431464250505,715.462532436634,776.745388832155
"ENSG00000124508.17","ENSG00000124508","BTN2A2",10385,"protein_coding","6",26383096,26394874,45.78,264.517652912561,270.673710694811,276.838037271858,298.424598778788,188.511699609652,227.279197375325
"ENSG00000124523.17","ENSG00000124523","SIRT5",23408,"protein_coding","6",13574227,13615158,42.96,170.809605468201,137.256527054461,210.170918092105,198.147515855808,191.818922409822,170.667529164621
"ENSG00000124532.15","ENSG00000124532","MRS2",57380,"protein_coding","6",24402908,24426194,39.3,534.966194903878,531.749062854345,554.806025716255,614.49796415202,423.324518421676,442.070526762995
"ENSG00000124535.16","ENSG00000124535","WRNIP1",56897,"protein_coding","6",2765393,2786952,44.71,1241.92817309171,1123.00794862741,1344.64189532046,1160.00529525303,1053.90166565396,1008.18720887003
"ENSG00000124541.7","ENSG00000124541","RRP36",88745,"protein_coding","6",43021623,43034156,48.92,434.14108056501,462.64088140035,425.991592046901,483.736648020455,619.553071231723,617.733203122679
"ENSG00000124549.17","ENSG00000124549","BTN2A3P",NA,"transcribed_unprocessed_pseudogene","6",26422119,26431615,46.12,10.6756003417625,14.3975378029155,9.03960938030558,11.2310332873737,23.1505596011854,16.650490650207
"ENSG00000124562.10","ENSG00000124562","SNRPC",6631,"protein_coding","6",34757505,34773857,42.54,811.345625973953,932.000613775394,978.537715418079,947.417879456314,957.992204449052,850.840072225576
"ENSG00000124570.21","ENSG00000124570","SERPINB6",5269,"protein_coding","6",2948159,2972165,47.23,2330.83940795149,2167.30935726554,2359.33804825976,2263.85542406919,2316.15836771859,2264.46672842815
"ENSG00000124571.18","ENSG00000124571","XPO5",57510,"protein_coding","6",43522334,43576038,43.77,453.119925617032,511.592509930263,375.143789282682,493.363247981061,763.968466839118,747.607030194293
"ENSG00000124574.15","ENSG00000124574","ABCC10",89845,"protein_coding","6",43427366,43450427,52.94,492.263793536828,437.68514920863,447.460664325126,458.065714792172,568.842321629127,552.796289586871
"ENSG00000124587.14","ENSG00000124587","PEX6",5190,"protein_coding","6",42963865,42979181,51.99,1065.18767854475,1047.18091619872,1332.21243242254,1172.03854520379,596.402511630538,531.983176274113
"ENSG00000124588.22","ENSG00000124588","NQO2",4835,"protein_coding","6",2987987,3019755,46.72,365.342767251429,338.822056295277,418.081933839133,354.579765215657,339.541540817386,323.019518614015
"ENSG00000124593.16",NA,NA,NA,NA,NA,NA,NA,NA,119.803959390891,95.0237494992421,105.085459046052,103.485949576515,122.367243606266,99.9029439012418
"ENSG00000124596.17","ENSG00000124596","OARD1",221443,"protein_coding","6",41033627,41097787,44.19,131.665737548405,159.332751685598,254.239013821095,154.025599369697,169.770770408693,169.835004632111
"ENSG00000124608.5","ENSG00000124608","AARS2",57505,"protein_coding","6",44298731,44313347,54.43,364.156589435678,348.420414830554,413.56212914898,343.348731928283,274.499492414055,242.264638960511
"ENSG00000124613.9","ENSG00000124613","ZNF391",346157,"protein_coding","6",27374615,27403908,42.28,15.4203116047681,11.5180302423324,6.77970703522919,12.8354666141414,9.92166840050802,9.99029439012418
"ENSG00000124614.17","ENSG00000124614","RPS10",6204,"protein_coding","6",34417454,34426069,47.38,9694.63128813614,9186.58895411359,10102.893433664,9300.89999527223,5400.69483267653,4553.0766682991
"ENSG00000124615.20","ENSG00000124615","MOCS1",4337,"protein_coding","6",39899578,39934551,50.32,412.789879881485,434.805641648047,476.839394811119,463.681231435859,329.619872416878,358.81807351196
"ENSG00000124635.9","ENSG00000124635","H2BC11",8970,"protein_coding","6",27125897,27132795,41.72,4.74471126300557,5.75901512116619,5.64975586269099,8.02216663383839,5.51203800028224,12.4878679876552
"ENSG00000124641.16","ENSG00000124641","MED20",9477,"protein_coding","6",41905354,41921139,46.57,341.619210936401,317.705667517668,239.549648578098,289.600215481566,496.083420025401,459.553541945712
"ENSG00000124659.7","ENSG00000124659","TBCC",6903,"protein_coding","6",42744498,42746103,54.36,275.193253254323,287.950756058309,298.307109550084,276.764748867424,400.17395882049,351.325352719367
"ENSG00000124678.20","ENSG00000124678","TCP11",6954,"protein_coding","6",35118071,35148610,43.16,10.6756003417625,5.75901512116619,7.90965820776738,8.02216663383839,1.10240760005645,0
"ENSG00000124688.14","ENSG00000124688","MAD2L1BP",9587,"protein_coding","6",43629540,43640941,49.27,298.916809569351,286.990920204782,247.459306785865,284.786915501263,263.475416413491,215.62385392018
"ENSG00000124702.19","ENSG00000124702","KLHDC3",116138,"protein_coding","6",43014103,43021298,52.39,843.372426999241,814.900639645015,813.564844227502,791.787846759849,1123.35334445752,1031.49789578032
"ENSG00000124731.13","ENSG00000124731","TREM1",54210,"protein_coding","6",41267926,41286682,47.2,66.425957682078,76.7868682822158,33.8985351761459,43.3196998227273,5.51203800028224,8.32524532510348
"ENSG00000124733.5","ENSG00000124733","MEA1",4201,"protein_coding","6",43011143,43016868,54.79,841.000071367738,791.864579160351,703.959580491297,738.841546976515,1113.43167605701,887.471151656031
"ENSG00000124762.14","ENSG00000124762","CDKN1A",1026,"protein_coding","6",36676460,36687337,54.41,36922.1568708936,35888.2625634006,41003.6681490661,37759.5361288139,18954.7962753706,13955.608738471
"ENSG00000124766.7","ENSG00000124766","SOX4",6659,"protein_coding","6",21593751,21598619,52.52,1551.52058300282,1745.94141756688,1141.25068426358,1462.44097734874,2265.447618116,1718.33063510136
"ENSG00000124767.7","ENSG00000124767","GLO1",2739,"protein_coding","6",38675925,38703145,39.8,1512.37671508303,1431.1152576098,1457.63701257428,1409.4946775654,1487.14785247615,1534.34271341657
"ENSG00000124782.21","ENSG00000124782","RREB1",6239,"protein_coding","6",7107597,7251980,45.65,574.110062823674,600.857244308339,503.958222952036,482.132214693687,636.08918523257,512.835112026375
"ENSG00000124783.14","ENSG00000124783","SSR1",6745,"protein_coding","6",7268306,7347446,43.56,3456.52215509956,3575.38855439067,3322.0564472623,3417.44298601515,4053.55274540756,4190.92849665709
"ENSG00000124784.9","ENSG00000124784","RIOK1",83732,"protein_coding","6",7389793,7418037,39.88,259.772941649555,309.067144835919,326.555888863539,267.940365570202,385.842660019756,355.487975381919
"ENSG00000124786.12","ENSG00000124786","SLC35B3",51000,"protein_coding","6",8411435,8435561,34.78,532.593839272376,575.901512116619,596.614219100168,487.747731337374,477.342490824442,537.810848001685
"ENSG00000124787.14","ENSG00000124787","RPP40",10799,"protein_coding","6",4994717,5004063,43.39,30.8406232095362,35.5139265805248,9.03960938030558,32.0886665353535,83.78297760429,57.444192743214
"ENSG00000124788.19","ENSG00000124788","ATXN1",6310,"protein_coding","6",16299112,16761491,41.86,646.466909584509,674.764605029971,615.823389033318,587.22259759697,810.269586041489,842.514826900473
"ENSG00000124789.12","ENSG00000124789","NUP153",9972,"protein_coding","6",17615035,17706925,40.21,1324.96062019431,1383.12346493341,1364.98101642614,1362.96611108914,1150.91353445893,1218.81591559515
"ENSG00000124795.17","ENSG00000124795","DEK",7913,"protein_coding","6",18223860,18264548,39.15,4161.11177765589,4368.21296940455,5571.78923178585,5542.51492731894,2234.58020531442,2785.62708577963
"ENSG00000124802.12","ENSG00000124802","EEF1E1",9521,"protein_coding","6",8073360,8102559,39.63,109.128359049128,164.131930953236,135.594140704584,143.596782745707,209.457444010725,173.997627294663
"ENSG00000124813.23","ENSG00000124813","RUNX2",860,"protein_coding","6",45328157,45664349,40.23,233.677029703025,216.92290289726,296.047207205008,206.97189915303,187.409292009596,252.254933350636
"ENSG00000124831.20","ENSG00000124831","LRRFIP1",9208,"protein_coding","2",237627587,237813682,45.52,1995.15108609384,2047.32987557458,2116.39854616404,2234.97562418737,2435.21838852469,2719.0251231788
"ENSG00000124839.13","ENSG00000124839","RAB17",64284,"protein_coding","2",237574322,237601614,52.74,2.37235563150279,0,2.2599023450764,0,2.20481520011289,0
"ENSG00000124882.4","ENSG00000124882","EREG",2069,"protein_coding","4",74365145,74388749,36.63,376.018367593192,343.621235562916,441.810908462435,308.853415402778,26.4577824013547,60.7742908732554
"ENSG00000124920.14","ENSG00000124920","MYRF",745,"protein_coding","11",61752636,61788518,59.94,220.629073729759,291.79009947242,187.571894641341,228.631749064394,412.300442421111,262.24522774076
"ENSG00000124942.14","ENSG00000124942","AHNAK",79026,"protein_coding","11",62433542,62556235,50.05,53073.1540101646,47815.1828793358,57229.7669867146,53547.9622808712,54985.8862756155,67124.7880072444
"ENSG00000125037.13","ENSG00000125037","EMC3",55831,"protein_coding","3",9962682,10011202,44.95,1052.13972257149,945.438315724782,1261.02550855263,1034.05727910177,760.661244038948,879.978430863438
"ENSG00000125107.19","ENSG00000125107","CNOT1",23019,"protein_coding","16",58519951,58629885,41.44,3940.48270392613,3819.18686118671,4497.20566670203,4462.73129840429,2665.62157693649,2942.14169789157
"ENSG00000125122.18","ENSG00000125122","FBXL9P",NA,"transcribed_unitary_pseudogene","16",67207605,67226998,53.22,27.282089762282,25.9155680452478,11.299511725382,24.868716564899,22.0481520011289,25.8082605078208
"ENSG00000125124.14","ENSG00000125124","BBS2",583,"protein_coding","16",56465640,56582667,43.13,677.307532794046,737.153935509272,901.701035685482,702.741797124243,514.824349226361,472.041409933368
"ENSG00000125148.7","ENSG00000125148","MT2A",4502,"protein_coding","16",56608584,56609497,54.16,7756.41673719836,7145.01809366018,5279.13187809846,4608.73473114015,4586.01561623482,3470.79477603564
"ENSG00000125149.12","ENSG00000125149","PHAF1",80262,"protein_coding","16",67109941,67148544,47.87,275.193253254323,336.902384588222,345.765058796689,291.204648808333,197.330960410104,224.781623777794
"ENSG00000125166.13","ENSG00000125166","GOT2",2806,"protein_coding","16",58707131,58734342,44.15,1366.47684374561,1469.5086917509,1358.20130939091,1465.64984400227,1689.99085088653,1536.00776248159
"ENSG00000125170.11","ENSG00000125170","DOK4",55715,"protein_coding","16",57471922,57487327,58.39,448.375214354027,430.006462380409,529.947099920415,476.51669805,404.583589220716,375.468564162167
"ENSG00000125246.16","ENSG00000125246","CLYBL",171425,"protein_coding","13",99606669,99909459,43.25,4.74471126300557,5.75901512116619,7.90965820776738,2.40664999015152,2.20481520011289,0.832524532510349
"ENSG00000125247.16","ENSG00000125247","TMTC4",84899,"protein_coding","13",100603625,100675093,44.66,600.205974770205,727.555576973995,710.739287526526,762.908046878031,210.559851610781,341.335058329243
"ENSG00000125249.7","ENSG00000125249","RAP2A",5911,"protein_coding","13",97434169,97469128,36.13,924.032518470336,1015.5063330323,882.491865752333,867.998429781313,868.69718884448,862.495415680721
"ENSG00000125257.16","ENSG00000125257","ABCC4",10257,"protein_coding","13",95019835,95301475,42.34,2339.14265266175,2565.64123647954,2665.55481601761,3026.76347094722,2084.65277170674,2512.55903911623
"ENSG00000125266.8","ENSG00000125266","EFNB2",1948,"protein_coding","13",106489745,106535662,41.29,158.947827310687,145.89504973621,72.3168750424447,113.112549537121,321.903019216483,359.650598044471
"ENSG00000125304.10","ENSG00000125304","TM9SF2",9375,"protein_coding","13",99446311,99564048,40.68,2808.8690676993,2646.26744817586,2740.13159340513,2796.52728855606,2635.85657173496,3029.55677380516
"ENSG00000125319.15","ENSG00000125319","HROB",78995,"protein_coding","17",44141906,44162476,50.23,24.9097341307793,23.0360604846647,27.1188281409167,21.6598499113636,26.4577824013547,29.9708831703725
"ENSG00000125347.15","ENSG00000125347","IRF1",3659,"protein_coding","5",132440440,132508719,49.64,376.018367593192,356.099101658776,310.736572448004,378.646265117172,323.005426816539,347.995254589326
"ENSG00000125351.14","ENSG00000125351","UPF3B",65109,"protein_coding","X",119834022,119852998,40.7,144.71369352167,164.131930953236,118.644873116511,150.816732716162,198.43336801016,244.762212558042
"ENSG00000125352.6","ENSG00000125352","RNF113A",7737,"protein_coding","X",119870475,119871733,53.22,173.181961099703,160.292587539125,152.543408292657,177.289882607828,237.017634012136,202.303461400015
"ENSG00000125354.24","ENSG00000125354","SEPTIN6",23157,"protein_coding","X",119615724,119693370,47.21,175.554316731206,240.918799235452,237.289746233022,226.225099074243,528.053240427038,551.131240521851
"ENSG00000125355.16","ENSG00000125355","TMEM255A",55026,"protein_coding","X",120258650,120311556,43.2,13.0479559732653,8.63852268174928,3.38985351761459,17.6487665944445,0,3.33009813004139
"ENSG00000125356.7","ENSG00000125356","NDUFA1",4694,"protein_coding","X",119871832,119876662,42.08,425.83783585475,461.681045546823,402.262617423598,378.646265117172,578.763990029635,556.126387716913
"ENSG00000125375.18","ENSG00000125375","DMAC2L",27109,"protein_coding","14",50312324,50335558,40.65,94.8942252601115,72.947524868105,74.5767773875211,93.0571329525253,113.547982805814,106.563140161325
"ENSG00000125378.16","ENSG00000125378","BMP4",652,"protein_coding","14",53949736,53958761,53.91,378.390723224695,408.890073602799,346.895009969227,360.997498522727,1095.79315445611,1489.38638866101
"ENSG00000125384.7","ENSG00000125384","PTGER2",5732,"protein_coding","14",52314305,52328598,42.21,1456.62635774271,1465.66934833679,1920.91699331494,1533.8382603899,1640.38250888399,1656.72381969559
"ENSG00000125386.16","ENSG00000125386","FAM193A",8603,"protein_coding","4",2536647,2732573,45.62,615.626286374973,577.821183823674,628.252851931238,631.344514083081,630.577147232288,648.536610825562
"ENSG00000125388.20","ENSG00000125388","GRK4",2868,"protein_coding","4",2963571,3040760,46.4,42.7024013670502,52.7909719440234,71.1869238699065,49.737433129798,54.0179724027659,42.4587511580278
"ENSG00000125398.8","ENSG00000125398","SOX9",6662,"protein_coding","17",72121020,72126416,53.36,326.198899331633,271.633546548338,192.091699331494,129.959099468182,443.167855222692,364.645745239533
"ENSG00000125430.9","ENSG00000125430","HS3ST3B1",9953,"protein_coding","17",14301081,14349404,46,1092.46976830703,1151.80302423324,1157.07000067911,1383.02152767374,507.107496025966,679.340018528444
"ENSG00000125434.11","ENSG00000125434","SLC25A35",399512,"protein_coding","17",8287763,8295400,55.43,53.3780017088127,17.2770453634986,38.4183398662987,29.682016545202,62.8372332032175,49.1189474181106
"ENSG00000125445.11","ENSG00000125445","MRPS7",51081,"protein_coding","17",75261674,75266376,50.48,432.954902749259,418.488432138076,346.895009969227,373.832965136869,522.541202426756,493.687047778637
"ENSG00000125447.18","ENSG00000125447","GGA3",23163,"protein_coding","17",75236599,75262363,51.82,539.710906166884,628.692484060642,579.664951512096,648.993280677525,508.209903626022,526.988029079051
"ENSG00000125449.7","ENSG00000125449","ARMC7",79637,"protein_coding","17",75109952,75130272,51.99,145.899871337421,136.296691200933,114.125068426358,143.596782745707,146.620210807507,129.041302539104
"ENSG00000125450.11","ENSG00000125450","NUP85",79902,"protein_coding","17",75205659,75235758,48.14,367.715122882932,334.982712881166,326.555888863539,323.293315343687,307.571720415749,328.014665809077
"ENSG00000125454.12","ENSG00000125454","SLC25A19",60386,"protein_coding","17",75272981,75289510,50.68,100.825114338868,86.3852268174928,88.1361914579794,89.0460496356061,52.9155648027095,49.9514719506209
"ENSG00000125457.15","ENSG00000125457","MIF4GD",57409,"protein_coding","17",75266228,75271231,55.76,61.6812464190725,76.7868682822158,80.226533250212,96.2659996060606,59.5300104030481,65.7694380683175
"ENSG00000125458.7","ENSG00000125458","NT5C",30833,"protein_coding","17",75130225,75131757,65.43,258.586763833804,213.083559483149,149.153554775042,227.027315737626,389.149882819926,398.779251072457
"ENSG00000125459.18","ENSG00000125459","MSTO1",55154,"protein_coding","1",155563235,155614951,46.31,271.634719807069,322.504846785306,209.040966919567,251.093815639142,421.119703221563,412.099643592622
"ENSG00000125482.13","ENSG00000125482","TTF1",7270,"protein_coding","9",132375548,132406851,44.83,252.655874755047,250.517157770729,265.538525546476,318.480015363384,267.885046813717,257.250080545698
"ENSG00000125484.12","ENSG00000125484","GTF3C4",9329,"protein_coding","9",132670035,132694953,42.28,650.025443031764,690.121978686415,692.660068765915,708.35731376793,537.974908827546,603.580286070003
"ENSG00000125485.18","ENSG00000125485","DDX31",64794,"protein_coding","9",132592997,132670401,44.73,125.734848469648,91.1844060851313,82.4864355952884,112.310332873737,168.668362808636,197.308314204953
"ENSG00000125503.13","ENSG00000125503","PPP1R12C",54776,"protein_coding","19",55090914,55117637,57.68,1849.25121475642,1770.8971497586,1945.77591911078,2003.13500846945,1650.3041772845,1411.12908260504
"ENSG00000125505.17","ENSG00000125505","MBOAT7",79143,"protein_coding","19",54173412,54189882,55.03,3282.15401618411,2880.46739643662,3491.54912314303,3079.70977073056,2307.33910691814,2091.301625666
"ENSG00000125510.18","ENSG00000125510","OPRL1",4987,"protein_coding","20",64080082,64100643,60.24,74.7292023923378,79.6663758427989,63.2772656621391,36.0997498522727,31.969820401637,37.4636039629657
"ENSG00000125520.14","ENSG00000125520","SLC2A4RG",56731,"protein_coding","20",63739776,63744050,67.44,1882.46419359746,2047.32987557458,2235.04341928056,2352.09925704142,1203.82909926164,1074.78917147086
"ENSG00000125531.7","ENSG00000125531","FNDC11",79025,"protein_coding","20",63547891,63556695,61.91,66.425957682078,73.9073607216327,88.1361914579794,83.4305329919192,22.0481520011289,24.1432114428001
"ENSG00000125534.10","ENSG00000125534","PPDPF",79144,"protein_coding","20",63520765,63522206,70.87,3632.07647183077,3529.31643342134,3816.97506083403,3456.75160252096,1736.2919700889,1282.92030459845
"ENSG00000125538.12","ENSG00000125538","IL1B",3553,"protein_coding","2",112829751,112836816,45.51,156.575471679184,235.159784114286,75.7067285600593,75.4083663580808,383.637844819644,94.0752721736694
"ENSG00000125551.19","ENSG00000125551","PLGLB2",5342,"protein_coding","2",87748087,87759476,39.96,15.4203116047681,18.2368812170263,0,18.4509832578283,34.1746356017499,21.6456378452691
"ENSG00000125611.16","ENSG00000125611","CHCHD5",84269,"protein_coding","2",112584240,112589275,53.69,129.293381916902,132.457347786822,150.28350594758,136.376832775253,116.855205605983,99.9029439012418
"ENSG00000125618.18","ENSG00000125618","PAX8",7849,"protein_coding","2",113215997,113278921,49.16,26.0959119465307,18.2368812170263,25.9888769683786,16.0443332676768,41.891488802145,32.4684567679036
"ENSG00000125629.16","ENSG00000125629","INSIG2",51141,"protein_coding","2",118088452,118110997,37.96,387.880145750706,460.721209693295,387.573252180602,343.348731928283,295.445236815128,403.774398267519
"ENSG00000125630.16","ENSG00000125630","POLR1B",84172,"protein_coding","2",112541915,112579818,42.07,187.41609488872,238.039291674869,188.701845813879,187.718699231818,280.011530414338,303.871454366277
"ENSG00000125633.11","ENSG00000125633","CCDC93",54520,"protein_coding","2",117915478,118014133,42.78,607.323041664713,532.708898707872,646.332070691849,568.771614339142,517.029164426474,507.839964831313
"ENSG00000125637.16","ENSG00000125637","PSD4",23550,"protein_coding","2",113157325,113209396,51.01,52.1918238930613,37.4335982875802,88.1361914579794,68.1884163876263,14.3312988007338,4.16262266255174
"ENSG00000125648.15","ENSG00000125648","SLC25A23",79085,"protein_coding","19",6436079,6465203,52.6,583.599485349686,675.724440883499,622.603096068547,762.105830214647,582.071212829804,407.937020930071
"ENSG00000125650.5","ENSG00000125650","PSPN",5623,"protein_coding","19",6375148,6379058,58.35,86.5909805498517,120.93931754449,142.373847739813,77.0127996848485,18.7409292009596,41.6262266255174
"ENSG00000125651.14","ENSG00000125651","GTF2F1",2962,"protein_coding","19",6379572,6393981,54.75,1345.12564306208,1268.90299836362,1438.42784264113,1338.09739452424,1479.43099927575,1418.62180339763
"ENSG00000125652.8","ENSG00000125652","ALKBH7",84266,"protein_coding","19",6372794,6375250,65.36,479.215837563563,466.480224814461,385.313349835525,434.801431554041,268.987454413773,228.111721907835
"ENSG00000125656.11","ENSG00000125656","CLPP",8192,"protein_coding","19",6361531,6370242,53.34,837.441537920484,925.2817628007,953.678789622239,877.62502974192,801.450325241037,621.89582578523
"ENSG00000125657.5","ENSG00000125657","TNFSF9",8744,"protein_coding","19",6531026,6535924,59.2,107.942181233377,88.3048985245482,157.063212982809,81.8260996651515,5.51203800028224,17.4830151827173
"ENSG00000125676.20","ENSG00000125676","THOC2",57187,"protein_coding","X",123600561,123733056,38.09,1036.71941096672,1011.66698961819,1019.21595762945,1094.22352885556,1189.49780046091,1314.55623683384
"ENSG00000125686.12","ENSG00000125686","MED1",5469,"protein_coding","17",39404285,39451272,45.01,1190.9225270144,1209.3931754449,1169.49946357703,1180.86292850101,1189.49780046091,1225.47611185523
"ENSG00000125691.14","ENSG00000125691","RPL23",9349,"protein_coding","17",38847860,38853764,44.18,10804.8937236794,11453.721240146,12582.0063062128,11231.0332873737,8293.41237522465,7162.20855318653
"ENSG00000125703.15","ENSG00000125703","ATG4C",84938,"protein_coding","1",62784132,62865516,35.44,255.02823038655,274.513054108921,300.567011895161,235.049482371465,136.698542406999,157.347136644456
"ENSG00000125730.18","ENSG00000125730","C3",718,"protein_coding","19",6677704,6730562,51.26,682.052244057051,630.612155767697,247.459306785865,418.757098286364,321.903019216483,239.76706536298
"ENSG00000125731.13","ENSG00000125731","SH2D3A",10045,"protein_coding","19",6752160,6767463,51.73,5.93088907875697,0,2.2599023450764,4.81329998030303,9.92166840050802,7.49272079259314
"ENSG00000125733.18","ENSG00000125733","TRIP10",9322,"protein_coding","19",6737925,6751530,54.01,1677.25543147247,1734.42338732455,1880.23875110356,1903.66014220985,1544.47304767908,1639.24080451288
"ENSG00000125734.16","ENSG00000125734","GPR108",56927,"protein_coding","19",6729914,6737580,60.34,653.583976479018,577.821183823674,676.840752350381,650.597714004293,652.625299233417,556.126387716913
"ENSG00000125740.14","ENSG00000125740","FOSB",2354,"protein_coding","19",45467995,45475179,57.58,156.575471679184,239.958963381924,76.8366797325974,109.101466220202,1101.30519245639,411.267119060112
"ENSG00000125741.6","ENSG00000125741","OPA3",80207,"protein_coding","19",45527767,45602212,49.77,419.906946775993,454.002358718601,419.211885011671,482.132214693687,380.330622019474,347.162730056815
"ENSG00000125743.11","ENSG00000125743","SNRPD2",6633,"protein_coding","19",45687460,45692569,52.25,1668.95218676221,1415.75788395335,1553.68286224002,1606.83997675783,1704.32214968727,1415.29170526759
"ENSG00000125744.12","ENSG00000125744","RTN2",6253,"protein_coding","19",45485294,45497055,54.11,259.772941649555,239.958963381924,329.945742381154,308.051198739394,280.011530414338,258.082605078208
"ENSG00000125746.18","ENSG00000125746","EML2",24139,"protein_coding","19",45606994,45645602,52.69,628.674242348239,620.053961378893,664.41128945246,647.388847350758,534.667686027377,454.55839475065
"ENSG00000125753.15","ENSG00000125753","VASP",7408,"protein_coding","19",45506579,45526989,54.67,1377.15244408737,1444.55295955918,979.667666590618,1350.130644475,2374.58597052159,2350.21675527671
"ENSG00000125755.19","ENSG00000125755","SYMPK",8189,"protein_coding","19",45815410,45863225,51.55,1406.80688948115,1416.71771980688,1454.24715905666,1488.11191057702,1584.15972128111,1619.26021573263
"ENSG00000125772.14","ENSG00000125772","GPCPD1",56261,"protein_coding","20",5544439,5611006,39.23,332.12978841039,274.513054108921,428.251494391977,214.994065786869,1472.81655367541,1133.89841327909
"ENSG00000125775.15","ENSG00000125775","SDCBP2",27111,"protein_coding","20",1309909,1329139,50.39,46.2609348143043,41.272941701691,89.2661426305176,59.3640330904041,8.81926080045158,18.3155397152277
"ENSG00000125779.24","ENSG00000125779","PANK2",80025,"protein_coding","20",3888839,3929887,45.01,438.885791828016,446.323671890379,423.731689701824,386.66843175101,595.300104030481,549.46619145683
"ENSG00000125804.14","ENSG00000125804","FAM182A",284800,"lncRNA","20",25985210,26086917,45.7,4.74471126300557,8.63852268174928,19.2091699331494,2.40664999015152,6.61444560033868,4.99514719506209
"ENSG00000125812.16","ENSG00000125812","GZF1",64412,"protein_coding","20",23362182,23373062,44.84,336.874499673396,356.099101658776,328.815791208616,308.853415402778,222.686335211402,244.762212558042
"ENSG00000125814.17","ENSG00000125814","NAPB",63908,"protein_coding","20",23374519,23421519,40.72,115.059248127885,82.545883403382,155.933261810271,105.892599566667,180.794846409257,158.179661176966
"ENSG00000125817.8","ENSG00000125817","CENPB",1059,"protein_coding","20",3783851,3786740,66.51,2062.76322159167,1897.59548242426,1966.11504021646,1913.28674217046,1783.69549689133,1614.26506853757
"ENSG00000125818.18","ENSG00000125818","PSMF1",9491,"protein_coding","20",1113240,1189415,45.44,1375.96626627162,1568.37178466426,1630.51954197262,1542.66264368712,1448.56358647417,1382.82324849969
"ENSG00000125821.13","ENSG00000125821","DTD1",92675,"protein_coding","20",18587942,18766644,43.1,419.906946775993,430.006462380409,406.782422113751,461.274581445707,563.330283628844,599.417663407451
"ENSG00000125826.22","ENSG00000125826","RBCK1",10616,"protein_coding","20",407498,432139,51.27,1844.50650349342,1744.02174585983,1901.70782338179,1855.52714240682,1572.03323768049,1463.57812815319
"ENSG00000125827.9","ENSG00000125827","TMX4",56255,"protein_coding","20",7977346,8019805,37.73,730.685534502858,745.792458191021,822.604453607808,855.162963167172,840.034591243013,885.806102591011
"ENSG00000125834.13","ENSG00000125834","STK35",140901,"protein_coding","20",2101827,2177038,48.09,931.149585364844,908.004717437202,940.119375551781,850.349663186869,679.083081634771,667.6846750733
"ENSG00000125835.20","ENSG00000125835","SNRPB",6628,"protein_coding","20",2461634,2470853,46.19,1928.72512841177,1840.0053312126,1653.11856542338,2072.12564152046,2009.6890549029,1965.59042125693
"ENSG00000125841.13","ENSG00000125841","NRSN2",80023,"protein_coding","20",346782,359660,51.94,1068.74621199201,1078.85549936513,1075.71351625636,1199.31391175884,966.811465249504,942.417770801714
"ENSG00000125843.11","ENSG00000125843","AP5S1",55317,"protein_coding","20",3820524,3828838,51.08,193.346983967477,211.163887776093,169.49267588073,227.027315737626,253.553748012983,218.121427517711
"ENSG00000125844.17","ENSG00000125844","RRBP1",6238,"protein_coding","20",17613678,17682295,52.51,8998.34491029007,8798.8152692884,10098.3736289739,9389.14382824445,12664.4585094485,13860.7009417648
"ENSG00000125845.7","ENSG00000125845","BMP2",650,"protein_coding","20",6767686,6780246,43.74,950.128430416866,1528.05867881609,1485.88579188773,1876.3847756548,254.656155613039,272.235522130884
"ENSG00000125846.17","ENSG00000125846","ZNF133",7692,"protein_coding","20",18288283,18316996,40.41,186.229917072969,190.047498998484,256.498916166171,231.840615717929,216.071889611064,228.944246440346
"ENSG00000125848.10","ENSG00000125848","FLRT3",23767,"protein_coding","20",14322985,14337614,35.11,27.282089762282,5.75901512116619,5.64975586269099,2.40664999015152,26.4577824013547,34.9660303654346
"ENSG00000125863.20","ENSG00000125863","MKKS",8195,"protein_coding","20",10401009,10434222,38.18,335.688321857644,374.335982875802,293.787304859931,304.842332085859,324.107834416595,312.196699691381
"ENSG00000125864.14","ENSG00000125864","BFSP1",631,"protein_coding","20",17493905,17569220,44.74,41.5162235512988,40.3131058481633,30.5086816585313,36.9019665156566,40.7890812020885,38.296128495476
"ENSG00000125868.16","ENSG00000125868","DSTN",11034,"protein_coding","20",17570075,17609919,39.41,6302.16273508715,7139.25907853901,6995.52770918398,7166.20145400783,6506.40965553315,6314.69857909099
"ENSG00000125870.11","ENSG00000125870","SNRPB2",6629,"protein_coding","20",16729961,16742564,38.18,585.971840981188,673.804769176444,675.710801177842,665.839830608586,862.082743244142,821.701713587714
"ENSG00000125871.14","ENSG00000125871","MGME1",92667,"protein_coding","20",17969018,17991122,42.67,231.304674071522,223.641753871954,215.820673954796,286.39134882803,272.294677213942,297.211258106194
"ENSG00000125875.15","ENSG00000125875","TBC1D20",128637,"protein_coding","20",423596,462566,48.23,1629.80831884241,1793.93321024327,1745.77456157152,1584.37791018308,1436.43710287355,1467.74075081574
"ENSG00000125877.13","ENSG00000125877","ITPA",3704,"protein_coding","20",3208868,3223870,50.89,316.709476805622,357.058937512303,275.70808609932,353.777548552273,578.763990029635,446.233149425547
