"Row.names","ensembl_gene_id","external_gene_name","entrezgene_id","gene_biotype","chromosome_name","start_position","end_position","percentage_gene_gc_content","ENU_A","CTL_A","C1E_A","ENU_B","CTL_B","C1E_B","ENU_C","CTL_C","C1E_C"
"ENSG00000113734.18","ENSG00000113734","BNIP1",662,"protein_coding","5",173144442,173164387,45.87,187.784076781828,145.763975193705,172.202479681812,194.916597510632,180.814335989769,199.153739641263,145.307190681933,136.602417071605,164.433901122522
"ENSG00000113739.11","ENSG00000113739","STC2",8614,"protein_coding","5",173314723,173328447,50.41,20250.1958643884,18405.6565433782,10319.1334772118,20028.8406120598,16292.1935560236,12390.5650778818,13247.9290254544,13676.4632441878,7301.19573024424
"ENSG00000113742.14","ENSG00000113742","CPEB4",80315,"protein_coding","5",173888349,173961980,37.29,598.71416688232,686.46953182441,440.517971279054,674.086566390936,697.778960251428,454.350742699164,491.546980978727,531.041896365865,425.545020492959
"ENSG00000113758.14","ENSG00000113758","DBN1",1627,"protein_coding","5",177456608,177474401,59.54,4237.33549881072,4103.05892335795,4243.9901823907,3672.08947095923,4367.48809749834,5315.10307153141,7204.05806302772,6301.64025253449,7568.91725770001
"ENSG00000113761.12","ENSG00000113761","ZNF346",23567,"protein_coding","5",177022696,177081189,46.38,196.319716635547,190.084102786386,205.241327527741,189.115508299006,162.732902390792,212.163782934411,245.205884275762,198.927269860525,266.068925434433
"ENSG00000113790.11","ENSG00000113790","EHHADH",1962,"protein_coding","3",185190624,185281990,39.78,97.5501697567936,77.8064462182617,117.13773327193,92.8174273860153,100.269768139781,97.0749384181033,95.3578438850187,98.1829872702163,118.161044525229
"ENSG00000113805.9","ENSG00000113805","CNTN3",5067,"protein_coding","3",74262568,74614659,37.26,823.079557322946,837.157965639524,410.482655055482,619.556327801652,883.524596313646,612.472807338961,603.933011271785,499.452587418057,311.515481021059
"ENSG00000113810.16","ENSG00000113810","SMC4",10051,"protein_coding","3",160399274,160434954,36.23,1009.64425698281,1056.78882015436,1874.20373235088,1241.43309128795,1246.797034984,1620.25077627741,1196.51389827154,1733.99693170269,2782.15550291222
"ENSG00000113811.12","ENSG00000113811","SELENOK",58515,"protein_coding","3",53884417,53891885,40.02,545.061573516084,510.173913177969,448.527388938673,487.29149377658,545.73054135094,560.43263416637,469.977944861878,516.527889552007,467.686372036922
"ENSG00000113812.14","ENSG00000113812","ACTR8",93973,"protein_coding","3",53867066,53882152,41.99,443.853272393411,456.989760066752,495.582717688935,415.357987552418,440.529473138711,507.391688432767,532.414628358021,547.263433393119,537.921957943527
"ENSG00000113838.13","ENSG00000113838","TBCCD1",55171,"protein_coding","3",186546067,186570543,40.73,201.197225123387,219.63085451484,244.287238618384,192.596161825982,198.895769588746,241.186187203741,199.797387187658,171.606786446204,216.490864794476
"ENSG00000113845.10","ENSG00000113845","TIMMDC1",51300,"protein_coding","3",119498547,119525090,38.47,1008.42487986085,964.208998071876,862.013575616512,1047.67671161965,983.794364453427,880.679853690009,1226.02942137881,1155.14418936176,784.159659121977
"ENSG00000113851.16","ENSG00000113851","CRBN",51185,"protein_coding","3",3144628,3179727,37.25,276.798606684902,314.180460045892,366.430857927576,339.943827801281,272.043387330062,281.217089644196,255.422796120586,266.37471328963,273.505634530426
"ENSG00000113916.18","ENSG00000113916","BCL6",604,"protein_coding","3",187721377,187745725,47.68,592.617281272521,589.950142844794,630.741640695009,605.63371369375,594.221658730015,579.447312825586,793.51348661462,789.732723695218,364.398745703679
"ENSG00000113946.4","ENSG00000113946","CLDN16",10686,"protein_coding","3",190322541,190412138,37.26,12.1937712195992,6.89424206997255,1.00117720745239,11.6021784232519,18.903316944385,6.00463536606824,2.27042485440521,0,6.61040808532752
"ENSG00000113966.11","ENSG00000113966","ARL6",84100,"protein_coding","3",97764521,97801229,34.36,69.5044959517154,75.8366627696981,116.136556064478,56.8506742739344,79.7226845045801,103.079573784172,80.6000823313849,76.838859602778,83.4564020772599
"ENSG00000113971.21","ENSG00000113971","NPHP3",27031,"protein_coding","3",132680609,132722432,36.77,659.683022980316,723.895417347118,727.855829817891,814.472925312284,802.980028463658,637.492121364245,733.347227972882,866.571583297996,568.495095338167
"ENSG00000114019.15","ENSG00000114019","AMOTL2",51421,"protein_coding","3",134355347,134375479,54.88,5056.75692476779,5140.14990902668,4108.83125938463,4863.6331950272,5020.06347375232,4689.6202208993,5845.20878766621,4962.08280012606,6227.83071738919
"ENSG00000114021.12","ENSG00000114021","NIT2",56954,"protein_coding","3",100334739,100361635,42.95,320.696183075459,308.271109700201,274.322554841956,288.894242738973,298.343654383119,294.227132937344,508.575167386766,431.151378882254,354.483133575688
"ENSG00000114023.16","ENSG00000114023","FAM162A",26355,"protein_coding","3",122384161,122412334,38.81,656.024891614437,740.638576659909,984.157194925704,715.854408714643,663.25985974429,870.672128079896,595.986524281367,423.467492921976,536.269355922195
"ENSG00000114026.22","ENSG00000114026","OGG1",4968,"protein_coding","3",9749944,9788219,49.74,286.553623660581,242.283364173321,331.389655666743,198.397251037608,261.358903839758,322.248764645663,229.312910294926,211.733746460988,299.12096586107
"ENSG00000114030.13","ENSG00000114030","KPNA1",3836,"protein_coding","3",122421902,122514945,38.26,1175.47954556936,1352.2563374389,1074.26314359642,1156.73718879822,1217.20923454931,974.752474425078,1293.00695458377,1447.13185585232,1396.44870802544
"ENSG00000114054.14","ENSG00000114054","PCCB",5096,"protein_coding","3",136250340,136337896,41.75,459.70517497889,457.974651791034,426.50149037472,414.197769710093,454.501490010648,476.367739041414,729.941590691274,662.521722797285,540.400860975525
"ENSG00000114062.22","ENSG00000114062","UBE3A",7337,"protein_coding","15",25333728,25439051,36.2,1604.70029249925,1824.01947336988,1899.23316253719,1674.19434647525,1696.3672249222,1475.13875493077,1699.4130035223,1849.25522110686,1740.18992846247
"ENSG00000114098.18","ENSG00000114098","ARMC8",25852,"protein_coding","3",138187248,138298384,39.28,465.802060588689,510.173913177969,570.671008247865,487.29149377658,524.361574370331,546.42181831221,508.575167386766,519.942949978798,600.720834754138
"ENSG00000114107.9","ENSG00000114107","CEP70",80321,"protein_coding","3",138494344,138594538,39.55,147.54463175715,136.899949675169,246.289593033289,117.182002074844,163.5547857362,170.131335371934,143.036765827528,147.701363458673,163.607600111856
"ENSG00000114115.10","ENSG00000114115","RBP1",5947,"protein_coding","3",139517434,139539829,48.01,31.7038051709579,37.4258855227081,124.145973724097,22.0441390041786,30.4096837800976,98.0757109791147,195.256537478848,94.7679268434261,325.56259820238
"ENSG00000114120.14","ENSG00000114120","SLC25A36",55186,"protein_coding","3",140941830,140980995,35.48,1227.91276181364,1324.67936915901,1839.16253009005,1236.79221991865,1122.69264982739,1311.0120549249,1742.551075756,1887.67465090824,856.047847049914
"ENSG00000114125.14","ENSG00000114125","RNF7",9616,"protein_coding","3",141738249,141747560,39.14,980.379206055775,938.601813240549,1034.21605529832,927.014056017828,879.415179586606,1041.80423601284,984.229174384657,756.435884534014,936.19904508451
"ENSG00000114126.18","ENSG00000114126","TFDP2",7029,"protein_coding","3",141944428,142149544,39.89,1532.75704230362,1137.54994154547,1522.79053253509,1278.56006224236,1056.12009884933,1108.8559976006,569.876638455707,682.158320251329,806.469786409957
"ENSG00000114127.11","ENSG00000114127","XRN1",54464,"protein_coding","3",142306607,142448062,36.98,1526.66015669382,1673.33103955477,1551.82467155121,1677.67500000223,1716.9143085574,1209.93402626275,1139.75327691141,1302.84555282044,1020.48174817244
"ENSG00000114166.8","ENSG00000114166","KAT2B",8850,"protein_coding","3",20040446,20154404,40.07,151.20276312303,186.144535889259,164.193062022193,147.347665975299,146.295235482632,147.113566468672,172.552288934796,161.361605165834,100.808723301245
"ENSG00000114209.15","ENSG00000114209","PDCD10",11235,"protein_coding","3",167683298,167734939,35.73,442.633895271451,563.358066289186,488.574477236769,472.208661826353,461.89844011932,425.328338429834,557.389301756478,572.022621487347,493.301703367566
"ENSG00000114251.15","ENSG00000114251","WNT5A",7474,"protein_coding","3",55465715,55490539,48.49,9270.92425826127,8838.41833370481,12942.2177607371,6195.56327801652,7158.60393850405,10625.2022802578,13132.1373578797,12566.568605481,8220.04245410477
"ENSG00000114268.12","ENSG00000114268","PFKFB4",5210,"protein_coding","3",48517684,48562015,51.91,399.955696002854,370.319288329954,666.784020163295,297.015767635249,293.412354310671,560.43263416637,359.862339423225,306.501673304414,383.403668948996
"ENSG00000114270.18","ENSG00000114270","COL7A1",1294,"protein_coding","3",48564073,48595329,60.15,3587.40749280608,3520.98791430741,4238.98429635344,2001.37577801095,2205.93489907519,4607.55687089637,5419.50412746523,5806.45649064992,2935.02118988542
"ENSG00000114302.16","ENSG00000114302","PRKAR2A",5576,"protein_coding","3",48744597,48847874,43.42,1419.35496996135,1409.38005744725,1256.47739535276,1393.42162863255,1473.63683831662,1319.01823541299,1275.97876817573,1295.16166686016,1545.18288994531
"ENSG00000114315.4","ENSG00000114315","HES1",3280,"protein_coding","3",194136148,194138732,53.35,4.87750848783968,3.93956689712717,2.00235441490479,1.16021784232519,2.46565003622413,4.0030902440455,3.40563728160781,7.6838859602778,41.315050533297
"ENSG00000114316.13","ENSG00000114316","USP4",7375,"protein_coding","3",49277144,49340712,47.36,1103.53629537373,1245.88803121647,832.979436600392,1200.82546680657,1291.17873563603,994.767925645306,1275.97876817573,1138.92265233451,1165.91072604964
"ENSG00000114331.16","ENSG00000114331","ACAP2",23527,"protein_coding","3",195274745,195443044,38.17,1852.23384825712,1925.46332097091,1825.14604918572,1924.80140041749,2033.3393965395,1477.14030005279,1666.49184313342,1847.54769089346,1094.0225381217
"ENSG00000114346.14","ENSG00000114346","ECT2",1894,"protein_coding","3",172750682,172821474,34.96,963.307926348336,1011.4838008374,1110.30552306471,1167.17914937914,1146.52726684422,1108.8559976006,672.045756903941,1027.07942335713,1325.38682110817
"ENSG00000114353.17","ENSG00000114353","GNAI2",2771,"protein_coding","3",50226292,50259362,57.36,8866.09105377057,8575.45224332158,6834.03561807005,9042.73786308254,9371.1139043425,7906.10323198986,9930.83831316838,8827.93120325249,9798.27738447671
"ENSG00000114354.15","ENSG00000114354","TFG",10342,"protein_coding","3",100709295,100748964,36.42,2835.05180855681,2581.40120934258,2556.00541062596,2922.58874481716,2805.08785787765,2639.03724338699,2236.36848158913,2481.89516516973,2621.85310684303
"ENSG00000114378.17","ENSG00000114378","HYAL1",3373,"protein_coding","3",50299890,50312381,53.3,7.31626273175952,2.95467517284538,4.00470882980958,12.7623962655771,10.6844834903046,4.0030902440455,4.54084970881041,2.5612953200926,0.82630101066594
"ENSG00000114383.10","ENSG00000114383","TUSC2",11334,"protein_coding","3",50320027,50328251,59.39,499.944620003567,453.050193169625,343.403782156171,445.523651452873,429.844989648406,466.3600134313,294.020018645474,270.643538823118,428.850224535623
"ENSG00000114388.14","ENSG00000114388","NPRL2",10641,"protein_coding","3",50347330,50350826,56.13,158.51902585479,190.084102786386,188.22131500105,187.955290456681,165.198552427017,167.129017688899,144.171978254731,132.333591538118,159.476095058526
"ENSG00000114391.14","ENSG00000114391","RPL24",6152,"protein_coding","3",101681091,101686733,42.34,5432.32507833144,5910.33523741504,5391.33926213115,6084.1823651533,5584.69733204765,6161.75665814703,6671.6434346697,5277.97588960415,5436.23434917122
"ENSG00000114395.11","ENSG00000114395","CYB561D2",11068,"protein_coding","3",50350845,50358460,54.74,180.467814050068,182.204968992132,163.19188481474,182.154201245055,196.430119552522,187.144468909127,169.146651653188,158.800309845741,196.659640538494
"ENSG00000114405.11","ENSG00000114405","CEP15",57415,"protein_coding","3",62319015,62336213,35.6,15.851902585479,31.5165351770174,31.0364934310242,46.4087136930077,33.6972171617297,47.0363103675346,62.4366834961432,60.6173225755248,91.7194121839193
"ENSG00000114416.19","ENSG00000114416","FXR1",8087,"protein_coding","3",180868141,180982753,38.94,2858.21997387405,3009.82910940516,3040.57517903292,3677.89056017086,3214.38576389085,2779.14540192859,3179.73000859449,2886.57982574436,2540.87560779777
"ENSG00000114423.23","ENSG00000114423","CBLB",868,"protein_coding","3",105655461,105869552,35.4,253.630441367663,249.177606243294,360.423794682862,272.65119294642,230.127336714252,254.196230496889,342.834153015186,283.450015423581,204.922650645153
"ENSG00000114439.19","ENSG00000114439","BBX",56987,"protein_coding","3",107522936,107811339,36.95,1965.63592059939,1904.78059476099,1934.27436479803,2432.97681535593,1932.24774505431,1620.25077627741,1552.97060041316,1525.67824566849,1275.80876046821
"ENSG00000114446.5","ENSG00000114446","IFT57",55081,"protein_coding","3",108160812,108222435,35.23,534.087179418445,560.40339111634,574.675717077675,624.197199170953,724.901110649894,564.435724410415,524.468141367603,638.616299809755,633.772875180776
"ENSG00000114450.11","ENSG00000114450","GNB4",59345,"protein_coding","3",179396088,179451476,39.07,2069.28297596598,2287.90347550661,2505.94655025334,2037.34253112304,2270.86368336242,2153.66255129648,1913.96815226359,2234.30328422744,2320.25323794996
"ENSG00000114473.14","ENSG00000114473","IQCG",84223,"protein_coding","3",197889077,197960142,43.92,54.8719704881964,44.3201275926807,83.0977082185488,25.5247925311542,54.2443007969308,44.0339926845005,71.518382913764,68.3012085358026,55.362167714618
"ENSG00000114480.13","ENSG00000114480","GBE1",2632,"protein_coding","3",81489703,81761645,35.25,4438.53272393411,4385.72284822683,4111.83479100699,5870.70228216547,4849.93362125286,3661.82680074062,3547.53883500814,3788.15577841695,3146.5542486159
"ENSG00000114491.14","ENSG00000114491","UMPS",7372,"protein_coding","3",124730433,124749273,42.69,274.359852440982,258.04163176183,381.448516039362,240.165093361315,268.75585394843,276.213226839139,325.805966607147,350.043693745988,423.892418471627
"ENSG00000114503.11","ENSG00000114503","NCBP2",22916,"protein_coding","3",196935402,196942594,44.02,1157.18888873996,1264.60097397782,1265.48799021983,1172.98023859077,1172.82753389728,1220.94252443388,1655.1397188614,1450.54691627911,1248.54082711624
"ENSG00000114520.11","ENSG00000114520","SNX4",8723,"protein_coding","3",125446650,125520202,40.09,453.60828936909,452.065301445343,623.733400242842,365.468620332435,466.829740191768,554.427998800301,546.037177484452,560.069909993582,547.011269060852
"ENSG00000114529.13","ENSG00000114529","C3orf52",79669,"protein_coding","3",112086335,112131004,42.44,110.963318098353,130.990599329479,41.0482655055482,54.530238589284,80.5445678499882,78.0602597588872,114.656455147463,118.673349830957,152.039385962533
"ENSG00000114544.17","ENSG00000114544","SLC41A3",54946,"protein_coding","3",126006357,126101561,45.98,425.562615564012,389.032231091308,369.434389549934,446.683869295199,410.119789358613,390.301298794436,345.104577869591,339.798512465618,506.522519538221
"ENSG00000114554.12","ENSG00000114554","PLXNA1",5361,"protein_coding","3",126982693,127037389,62.29,6229.79771609323,6203.83297125102,3727.38274334527,6545.94906639873,7274.48949020659,4925.80254529798,4117.41547346384,4627.40687830063,4696.6949446252
"ENSG00000114573.11","ENSG00000114573","ATP6V1A",523,"protein_coding","3",113746770,113812056,38.25,2587.51825279895,2670.04146452794,1954.29790894707,3356.51021784678,3234.11096418065,1906.47172872667,1484.85785478101,1664.84195806019,1308.03449988418
"ENSG00000114626.18","ENSG00000114626","ABTB1",80325,"protein_coding","3",127672935,127680926,60.37,507.260882735326,480.627161449515,524.616856705055,544.142168050515,501.348840698906,562.434179288392,304.236930490298,294.548961810649,336.304511341038
"ENSG00000114631.11","ENSG00000114631","PODXL2",50512,"protein_coding","3",127629185,127672802,48.63,53.6525933662365,14.7733758642269,9.01059486707155,30.165663900455,24.6565003622413,9.00695304910237,88.5465693218031,60.6173225755248,33.0520404266376
"ENSG00000114638.8","ENSG00000114638","UPK1B",7348,"protein_coding","3",119173517,119205143,41.88,154.86089448891,200.917911753486,307.361402687885,24.364574688829,37.80663388877,200.154512202275,0,5.97635574688273,113.203238461234
"ENSG00000114646.10","ENSG00000114646","CSPG5",10675,"protein_coding","3",47562238,47580792,51.25,0,6.89424206997255,3.00353162235718,0,3.28753338163217,4.0030902440455,0,6.83012085358026,0.82630101066594
"ENSG00000114648.12","ENSG00000114648","KLHL18",23276,"protein_coding","3",47282917,47346816,44.87,340.206217026818,386.077555918463,324.381415214576,305.137292531525,344.36912172597,391.302071355447,441.597634181813,446.51915080281,447.855147780939
"ENSG00000114650.21","ENSG00000114650","SCAP",22937,"protein_coding","3",47413681,47477126,48.04,1194.98957952072,978.982373936103,965.134827984108,1091.764989628,1126.80206655443,945.730070155749,1305.49429128299,1226.00669321766,1150.21100684699
"ENSG00000114654.8","ENSG00000114654","EFCC1",79825,"protein_coding","3",129001304,129040742,52.64,18.2906568293988,52.199261386935,208.244859150098,37.1269709544061,37.80663388877,340.262670743867,6.81127456321562,26.4667183076235,0
"ENSG00000114656.13","ENSG00000114656","CFAP92",57501,"protein_coding","3",128909866,129002690,47.21,12.1937712195992,4.92445862140897,14.0164809043335,9.28174273860153,10.6844834903046,12.0092707321365,1.1352124272026,0.853765106697533,0
"ENSG00000114670.14","ENSG00000114670","NEK11",79858,"protein_coding","3",131026850,131350465,38.71,25.6069195611583,10.8338089670997,48.0565059577149,13.9226141079023,9.04071679948847,67.0517615877621,39.7324349520911,29.0280136277161,34.7046424479695
"ENSG00000114686.9","ENSG00000114686","MRPL3",11222,"protein_coding","3",131462212,131502983,35.94,891.364676152701,988.831291178921,1024.2042832238,865.522510374593,825.170878789675,1147.88612748005,1337.28023924467,1272.11000897932,1450.15827371872
"ENSG00000114698.15","ENSG00000114698","PLSCR4",57088,"protein_coding","3",146192335,146251179,35.8,74.3820044395551,68.9424206997255,271.319023219599,53.3700207469588,17.2595502535689,118.091162199342,78.3296574769796,111.843228977377,100.808723301245
"ENSG00000114735.10","ENSG00000114735","HEMK1",51409,"protein_coding","3",50569152,50596168,53.84,447.51140375929,424.488333165453,425.500313167268,455.9656120338,391.216472414228,439.339154283993,620.961197679824,524.211775512285,328.041501234378
"ENSG00000114737.16","ENSG00000114737","CISH",1154,"protein_coding","3",50606489,50611774,56.73,78.0401358054348,59.0935034569076,148.174226702954,66.1324170125359,55.0661841423389,144.111248785638,44.2732846609015,38.419429801389,90.0668101625874
"ENSG00000114738.11","ENSG00000114738","MAPKAPK3",7867,"protein_coding","3",50611520,50649291,53.69,382.884416295415,290.543058663129,359.42261747541,308.617946058501,331.218988199441,271.209364034082,378.025738258467,332.968391612038,451.986652834269
"ENSG00000114739.14","ENSG00000114739","ACVR2B",93,"protein_coding","3",38453890,38493142,47.63,143.88650039127,128.035924156633,119.140087686835,182.154201245055,129.035685229063,110.084981711251,107.845180584247,92.2066315233335,113.203238461234
"ENSG00000114742.14","ENSG00000114742","WDR48",57599,"protein_coding","3",39052013,39096671,39.95,588.959149906641,533.811314560732,662.779311333485,568.506742739344,570.387041713182,483.373146968494,633.448534379053,681.304555144631,617.246854967457
"ENSG00000114744.9","ENSG00000114744","COMMD2",51122,"protein_coding","3",149738472,149752495,37.9,488.970225905928,555.478932494931,681.801678275081,480.330186722629,555.593141495837,608.469717094915,476.789219425094,525.91930572568,581.715911508822
"ENSG00000114745.15","ENSG00000114745","GORASP1",64689,"protein_coding","3",39095222,39108369,53.91,962.088549226376,939.586704964831,773.909981360701,1017.51104771919,964.891047509042,833.643543322475,834.381133993914,776.926247094755,725.492287364695
"ENSG00000114767.7","ENSG00000114767","RRP9",9136,"protein_coding","3",51933429,51941904,55.08,114.621449464232,105.383414498152,126.148328139002,110.220695020893,84.6539845770284,214.165328056434,279.26225709184,221.125162634661,299.947266871736
"ENSG00000114770.17","ENSG00000114770","ABCC5",10057,"protein_coding","3",183919934,184017939,44.68,298.74739488018,283.648816593156,240.282529788575,266.850103734794,294.234237656079,264.203956107003,597.12173670857,648.007715983427,323.909996181048
"ENSG00000114779.20","ENSG00000114779","ABHD14B",84836,"protein_coding","3",51968510,51983409,55.05,575.546001565082,374.258855227081,485.570945614411,462.926919087751,409.297906013205,475.366966480403,408.676473792937,360.288875026359,366.877648735677
"ENSG00000114784.4","ENSG00000114784","EIF1B",10289,"protein_coding","3",40309707,40312424,41.69,581.642887174881,644.119187680293,622.73222303539,662.484387967684,608.193675601952,665.513753072564,504.034317677956,505.428943164939,442.897341716944
"ENSG00000114790.13","ENSG00000114790","ARHGEF26",26084,"protein_coding","3",154121003,154257827,38.97,24.3875424391984,33.486318625581,17.0200125266907,18.5634854772031,15.6157835627528,17.0131335371934,23.8394609712547,29.0280136277161,78.4985960132643
"ENSG00000114796.16","ENSG00000114796","KLHL24",54800,"protein_coding","3",183635610,183684519,38.98,599.93354400428,545.630015252113,628.739286280104,669.445695021635,550.661841423389,486.375464651528,438.191996900205,432.005143988952,155.344590005197
"ENSG00000114841.18","ENSG00000114841","DNAH1",25981,"protein_coding","3",52316319,52400492,55.25,109.743940976393,125.081248983788,87.1024170483583,120.66265560182,103.557301521413,80.0618048809099,114.656455147463,88.7915710965434,72.7144889386027
"ENSG00000114850.7","ENSG00000114850","SSR3",6747,"protein_coding","3",156539553,156555149,38.6,8030.81772522803,8196.26892947308,5570.54998226512,7186.38931536223,7784.05716435957,6098.70798680331,5237.87013911281,5713.39609401989,7411.09376466281
"ENSG00000114853.15","ENSG00000114853","ZBTB47",92999,"protein_coding","3",42653697,42667580,61.24,1141.33698615448,1103.07873119561,941.106575005251,1284.36115145399,1208.99040109523,1081.8351384533,683.397881175967,679.597024931236,647.819992362097
"ENSG00000114854.8","ENSG00000114854","TNNC1",7134,"protein_coding","3",52451100,52454041,59.55,7.31626273175952,5.90935034569076,1.00117720745239,0,0.821883345408043,5.00386280505687,5.67606213601302,5.97635574688273,14.8734181919869
"ENSG00000114857.19","ENSG00000114857","NKTR",4820,"protein_coding","3",42600655,42648735,37.52,935.262252543258,893.296793923587,913.073613196584,906.130134855974,844.896079079468,669.516843316609,1329.33375225425,1539.33848737565,794.075271249968
"ENSG00000114859.16","ENSG00000114859","CLCN2",1181,"protein_coding","3",184346185,184361650,55.48,45.116953512517,56.1388282840622,51.0600375800721,81.2152489627634,54.2443007969308,55.0424908556256,35.1915852432807,34.1506042679013,61.1462747892796
"ENSG00000114861.24","ENSG00000114861","FOXP1",27086,"protein_coding","3",70954693,71583978,41.11,923.068481323659,883.447876680769,1244.46326886333,860.881639005292,836.677245625387,844.6520414936,1114.77860351296,1056.96120209155,1321.25531605484
"ENSG00000114867.22","ENSG00000114867","EIF4G1",1981,"protein_coding","3",184314495,184335358,52.77,8555.14988767079,8521.28319848608,6601.76250594109,8232.90580913956,8537.72419209875,7958.14340516245,12062.7672514549,11957.8340844056,11483.1051452246
"ENSG00000114902.14","ENSG00000114902","SPCS1",28972,"protein_coding","3",52704955,52711148,47.35,979.159828933815,1078.45643808856,663.780488540938,1126.57152489776,1111.18628299167,909.702257959339,851.409320401953,864.010287977903,834.564020772599
"ENSG00000114904.13","ENSG00000114904","NEK4",6787,"protein_coding","3",52708444,52770946,42.79,292.650509270381,309.256001424483,328.386124044385,270.33075726177,261.358903839758,312.241039035549,229.312910294926,297.964022237439,313.168083042391
"ENSG00000114923.17","ENSG00000114923","SLC4A3",6508,"protein_coding","2",219627394,219641980,60.87,45.116953512517,25.6071848313266,24.0282529788575,26.6850103734794,32.0534504709137,28.0216317083185,66.9775332049536,52.933436615247,90.0668101625874
"ENSG00000114933.16","ENSG00000114933","INO80D",54891,"protein_coding","2",205993721,206086303,40.81,156.08027161087,226.525096584812,220.258985639527,184.474636929705,187.389402753034,161.124382322831,250.881946411775,260.398357542748,152.865686973199
"ENSG00000114942.14","ENSG00000114942","EEF1B2",1933,"protein_coding","2",206159585,206162928,45.25,4248.30989290836,4290.18835097149,4663.48343231325,4345.01581950784,4016.5439090091,4795.7021123665,4711.1315728908,3985.37551806408,4345.51701509218
"ENSG00000114948.13","ENSG00000114948","ADAM23",8745,"protein_coding","2",206443532,206621127,38.27,153.64151736695,130.990599329479,137.161277420978,70.7732883818367,64.1069009418273,81.0625774419213,385.972225248885,509.697768698427,311.515481021059
"ENSG00000114956.20","ENSG00000114956","DGUOK",1716,"protein_coding","2",73926826,73958961,42.81,618.224200833679,565.327849737749,613.721628168318,560.385217843067,599.152958802463,678.523796365712,749.240201953718,688.134675998211,701.529558055383
"ENSG00000114978.18","ENSG00000114978","MOB1A",55233,"protein_coding","2",74152528,74178898,41.02,3082.58536431468,3105.36360666049,3275.85182278424,2987.56094398737,3090.28137873424,2726.10445619498,2374.86439770785,2563.85661541269,2542.5282098191
"ENSG00000114982.19","ENSG00000114982","KANSL3",55683,"protein_coding","2",96593170,96642787,44.51,1254.73905849676,1158.23266775539,1244.46326886333,1540.76929460785,1467.06177155336,1181.91239455443,1102.29126681373,1060.37626251834,1170.04223110297
"ENSG00000114988.12","ENSG00000114988","LMAN2L",81562,"protein_coding","2",96705929,96740064,44.97,501.163997125527,439.26170902968,438.515616864149,515.136721992385,470.1172735734,430.332201234891,450.679333599434,510.551533805125,460.249662940928
"ENSG00000114993.17","ENSG00000114993","RTKN",6242,"protein_coding","2",74425835,74442422,53.87,274.359852440982,306.301326251638,293.344921783552,247.126400415266,285.193520856591,361.278894525106,258.828433402194,263.813417969538,258.632216338439
"ENSG00000114999.8","ENSG00000114999","TTL",150465,"protein_coding","2",112482156,112541739,42.38,1130.36259205685,1010.49890911312,1071.25961197406,1102.20695020893,1128.44583324524,1014.78337686553,901.358667198867,869.132878618088,1165.08442503898
"ENSG00000115008.6","ENSG00000115008","IL1A",3552,"protein_coding","2",112773925,112784493,39.9,31.7038051709579,25.6071848313266,152.178935532764,8.12152489627634,14.7939002173448,143.110476224626,98.7634811666265,29.0280136277161,42.9676525546289
"ENSG00000115020.17","ENSG00000115020","PIKFYVE",200576,"protein_coding","2",208266255,208358746,37.09,1003.54737137301,1076.48665464,1186.39499083109,1058.11867220057,907.359213330479,897.692987227203,914.981216325299,1052.69237655806,867.616061199237
"ENSG00000115041.14","ENSG00000115041","KCNIP3",30818,"protein_coding","2",95297327,95386077,53.69,2.43875424391984,4.92445862140897,10.0117720745239,1.16021784232519,1.64376669081609,2.00154512202275,3.40563728160781,1.70753021339507,20.6575252666485
"ENSG00000115042.10","ENSG00000115042","FAHD2A",51011,"protein_coding","2",95402708,95416616,49.55,293.869886392341,443.201275926807,341.401427741267,356.186877593834,411.763556049429,377.291255501288,303.101718063095,273.204834143211,351.177929533024
"ENSG00000115053.17","ENSG00000115053","NCL",4691,"protein_coding","2",231453531,231483641,47.89,4559.25105900814,4827.93923242935,5667.66417138801,4436.67302905153,4765.27963667583,5477.22822641525,9768.5029360784,9634.73922908166,8672.8554079497
"ENSG00000115073.8","ENSG00000115073","ACTR1B",10120,"protein_coding","2",97655939,97664044,58.52,1852.23384825712,1803.33674715996,1603.88588633874,1896.95617220169,2039.09257995735,1859.43541835913,1096.61520467772,1006.58906079639,1679.86995468386
"ENSG00000115084.15","ENSG00000115084","SLC35F5",80255,"protein_coding","2",113705011,113756693,36.65,2315.59715460189,2263.28118239956,1991.34146562281,2436.4574688829,2270.86368336242,1647.27163542472,1840.17934449542,1965.36727561772,1204.74687355094
"ENSG00000115091.12","ENSG00000115091","ACTR3",10096,"protein_coding","2",113890063,113962596,36.57,5007.98183988939,5471.07352838536,4789.63176045226,4466.83869295199,5159.78364247169,5202.01577213712,7826.15447313475,7905.86488801915,7903.56916701971
"ENSG00000115107.20","ENSG00000115107","STEAP3",55240,"protein_coding","2",119223831,119265652,51.67,2844.80682553249,2711.40691694778,1049.23371341011,2337.83895228526,2401.5431352823,1145.88458235802,1616.54249633651,1912.43383900247,1460.07388584672
"ENSG00000115109.14","ENSG00000115109","EPB41L5",57669,"protein_coding","2",120013077,120179119,38.49,1473.00756332758,1372.93906364882,1260.48210418256,1379.49901452465,1384.05155366714,1415.09240127008,1096.61520467772,1309.67567367402,775.070348004652
