gene_id,C9_CTL_A,C9_ENU_A,C9_CTL_B,C9_ENU_B,C9_CTL_C,C9_ENU_C,C1_CTL_A,C1_CTL_B,C1_CTL_C
ENSG00000232582,0,0,0,0,0,0,0,0,0
ENSG00000232583,0,0,0,0,0,0,0,0,0
ENSG00000232585,0,0,0,0,0,0,0,0,0
ENSG00000232586,12.79,0,17.08,0,3.04,8.03,0.25,0.58,0.26
ENSG00000232587,0,0,1,0,1,0,0,0,0
ENSG00000232590,0,0,0,0,0,0,0,0,0
ENSG00000232591,0,0,0,0,0,0,0,0,0
ENSG00000232593,4,5.18,11.85,2,4,16.49,0.48,0.23,0.26
ENSG00000232594,0,0,0,0,0,0,0,0,0
ENSG00000232595,0,0,0,0,0,0,0,0,0
ENSG00000232596,0,0,0,0,0,0,0,0,0
ENSG00000232597,0,0,0,0,0,0,0,0,0
ENSG00000232598,0,0,0,0,0,0,0,0,0
ENSG00000232599,8,8,10,8,0,0,0,0,0
ENSG00000232600,1,1,0,0,1,4,0.47,1.25,0
ENSG00000232601,0,0,0,0,0,0,0,0,0
ENSG00000232603,0,0,0,0,0,0,0,0,0
ENSG00000232604,0,0,0,0,0,0,0,0,0
ENSG00000232605,0,0,0,0,0,0,0,0,0
ENSG00000232606,0,0,0,0,0,0,0,0,0
ENSG00000232608,0,0,0,0,0,0,0,0,0
ENSG00000232610,0,0,0,0,0,0,0,0,0
ENSG00000232611,4,2,3,3.53,9,12,0.04,0.02,0
ENSG00000232612,0,0,0,0,0,0,0,0,0
ENSG00000232613,0,0,0,0,0,0,0,0,0
ENSG00000232614,0,0,0,0,0,0,0,0,0
ENSG00000232615,0,0,0,0,0,2,0,0,0
ENSG00000232617,0,0,0,0,0,0,0,0,0
ENSG00000232618,0,0,0,0,0,0,0,0,0
ENSG00000232620,0,0,0,0,0,0,0,0,0
ENSG00000232621,0,0,0,0,0,0,0,0,0
ENSG00000232622,0,0,0,0,0,0,0,0,0
ENSG00000232623,0,0,0,0,0,0,0,0,0
ENSG00000232624,0,0,0,0,0,0,0,0,0
ENSG00000232625,0,0,0,0,0,0,0,0,0
ENSG00000232626,0,0,0,0,0,0,0,0,0
ENSG00000232627,0,0,1,0,0,0,0,0,0
ENSG00000232628,0,0,0,0,0,0,0,0,0
ENSG00000232629,0,0,0,0,0,0,0,0,0
ENSG00000232630,1,2,5,0,1,12,0.1,0.19,0.72
ENSG00000232631,0,0,0,0,0,0,0,0,0
ENSG00000232633,1,0,0,0,2,0,0,0,0.07
ENSG00000232634,0,0,0,0,0,0,0,0,0
ENSG00000232636,0,0,0,0,0,0,0,0,0
ENSG00000232637,117,115,143,91,150,248,3.01,2.97,2.3
ENSG00000232638,0,0,0,0,0,0,0,0,0
ENSG00000232640,0,0,0,1,0,1,0,0,0
ENSG00000232642,0,0,0,0,0,0,0,0,0
ENSG00000232643,0,0,0,0,0,0,0,0,0
ENSG00000232644,0,0,0,0,0,0,0,0,0
ENSG00000232645,1,2,2,0,1,0,0.28,0,0
ENSG00000232646,0,0,0,0,0,0,0,0,0
ENSG00000232647,0,0,0,0,0,0,0,0,0
ENSG00000232648,1,2,1,1,2,1,0.24,0,0
ENSG00000232650,0,0,0,0,0,0,0,0,0
ENSG00000232653,4,1,9,5,4,7,0.12,0,0.21
ENSG00000232654,0,0,0,0,0,0,0,0,0
ENSG00000232655,0,0,0,0,0,0,0,0,0
ENSG00000232656,3,0,0,0,0,0,0,0,0.28
ENSG00000232658,0,0,0,0,0,0,0,0,0
ENSG00000232661,0,0,0,0,0,0,0,0,0
ENSG00000232662,0,0,0,0,0,0,0,0,0
ENSG00000232663,0,0,0,0,0,0,0,0,0
ENSG00000232664,0,0,0,0,0,0,0,0,0
ENSG00000232665,0,0,0,0,0,0,0,0,0
ENSG00000232667,0,0,0,0,0,0,0,0,0
ENSG00000232668,0,0,0,0,0,0,0,0,0
ENSG00000232671,3,5,2,5,2.43,1,0,0.19,0
ENSG00000232672,0,0,0,0,0,0,0,0,0
ENSG00000232675,0,0,0,0,0,0,0,0,0
ENSG00000232676,0,0,0,0,0,0,0,0,0
ENSG00000232677,75,77,117,79,49,94,3.25,3.5,3.34
ENSG00000232678,0,0,0,0,0,0,0,0,0
ENSG00000232679,0,1,0,1,0,0,0,0,0
ENSG00000232680,0,0,0,0,0,0,0,0,0
ENSG00000232682,0,0,0,0,0,0,0,0,0
ENSG00000232684,0,0,0,0,0,0,0,0,0
ENSG00000232685,0,0,0,0,0,0,0,0,0
ENSG00000232686,0,0,0,0,0,0,0,0,0
ENSG00000232687,0,0,0,0,0,0,0,0,0
ENSG00000232688,0,0,0,0,0,0,0,0,0
ENSG00000232689,0,0,0,0,0,0,0,0,0
ENSG00000232690,0,0,0,0,0,0,0,0,0
ENSG00000232692,0,0,0,0,0,0,0,0.4,0
ENSG00000232693,0,0,0,0,0,0,0,0,0
ENSG00000232694,0,0,0,0,1,0,0,0,0
ENSG00000232695,0,0,0,0,0,0,0,0,0
ENSG00000232696,0,0,0,0,0,0,0,0,0
ENSG00000232698,0,0,0,0,0,0,0,0,0
ENSG00000232699,0,0,0,0,0,0,0,0,0
ENSG00000232701,0,0,0,0,0,0,0,0,0
ENSG00000232702,0,0,2,0,1,1,0,0,0
ENSG00000232706,0,0,0,0,0,0,0,0,0
ENSG00000232707,0,0,0,0,0,0,0,0,0
ENSG00000232709,2,0,0,0,1,0,0.04,0,0.04
ENSG00000232710,0,0,0,0,0,1,0,0,0
ENSG00000232712,0,0,0,1,0,0,0,0,0
ENSG00000232713,1,0,1,0,0,0,0,0,0
ENSG00000232714,0,0,0,0,0,0,0,0,0
ENSG00000232715,0,0,0,0,0,0,0,0,0
ENSG00000232716,0,0,1,0,0,0,0,0,0
ENSG00000232717,0,0,0,0,0,0,0,0,0
ENSG00000232718,0,0,0,0,0,0,0,0,0
ENSG00000232719,0,0,0,0,1,0,0,0,0
ENSG00000232721,0,0,0,0,0,0,0,0,0
ENSG00000232722,0,0,0,0,0,0,0,0,0
ENSG00000232723,0,0,0,0,0,0,0,0,0
ENSG00000232724,0,0,0,0,0,0,0,0,0
ENSG00000232725,0,1,1,0,1,2,0.3,0.19,0
ENSG00000232727,0,1,0,1,0,0,0.13,0,0.11
ENSG00000232728,0,0,0,0,0,0,0,0,0
ENSG00000232729,33,21,114,72,17,23.02,0.43,8.02,0.68
ENSG00000232730,0,0,0,0,0,0,0,0,0
ENSG00000232732,0,0,0,0,0,0,0,0,0
ENSG00000232734,0,0,0,0,0,0,0,0,0
ENSG00000232735,0,0,0,0,0,0,0,0,0
ENSG00000232736,0,0,0,0,0,0,0,0,0
ENSG00000232738,0,0,0,0,0,0,0,0,0
ENSG00000232739,0,0,1,0,0,1,0,0.12,0
ENSG00000232740,0,0,0,0,0,0,0,0,0
ENSG00000232742,0,0,0,0,1,0,0,0,0
ENSG00000232743,0,0,0,0,0,0,0,0,0
ENSG00000232744,0,0,0,0,0,0,0,0,0
ENSG00000232745,0,0,1,0,0,1,0.04,0,0
ENSG00000232746,0,0,0,0,0,0,0,0,0
ENSG00000232747,0,0,0,0,0,0,0,0,0
ENSG00000232748,26.49,0,31.59,0,7.23,9.63,1.74,0.85,2.32
ENSG00000232749,0,0,1,0,0,1,0,0,0
ENSG00000232750,0,0,0,0,0,0,0,0,0
ENSG00000232751,0,0,0,0,0,0,0,0,0
ENSG00000232752,0,0,0,0,0,0,0,0,0
ENSG00000232753,0,0,0,0,0,0,0,0,0
ENSG00000232754,0,0,0,0,0,0,0,0,0
ENSG00000232756,0,0,1,0,0,0,0,0,0
ENSG00000232757,0,0,0,0,0,0,0,0,0
ENSG00000232759,10,4.25,31.4,8,5,9,0.21,0.76,0.12
ENSG00000232760,0,0,0,0,0,0,0,0,0
ENSG00000232762,0,0,0,0,0,0,0,0,0
ENSG00000232764,0,0,0,0,0,0,0,0,0
ENSG00000232765,0,0,0,0,0,0,0,0,0
ENSG00000232766,0,0,0,0,0,0,0,0,0
ENSG00000232767,13.08,0,8.04,5.75,3.74,2.32,2.07,2.99,1.14
ENSG00000232768,0,0,0,0,0,0,0,0,0
ENSG00000232771,0,0,0,0,0,0,0,0,0
ENSG00000232772,0,0,0,0,0,0,0,0,0
ENSG00000232773,0,0,0,0,0,0,0,0,0
ENSG00000232774,0,3,1,1,3,1,0.1,0,0
ENSG00000232775,0,0,0,0,0,0,0,0,0
ENSG00000232777,0,0,0,0,0,0,0,0,0
ENSG00000232778,0,0,0,0,0,0,0,0,0
ENSG00000232780,0,0,0,0,0,0,0,0,0
ENSG00000232783,0,0,0,0,0,0,0,0,0
ENSG00000232784,0,0,0,0,0,0,0,0,0
ENSG00000232786,0,0,0,0,0,0,0,0,0
ENSG00000232787,0,0,0,0,0,0,0,0,0
ENSG00000232788,2,2,3,1,2,2,0,0.26,0
ENSG00000232789,0,0,0,0,0,0,0,0,0
ENSG00000232790,0,0,0,0,0,0,0,0,0
ENSG00000232791,0,0,0,0,0,0,0,0,0
ENSG00000232792,0,0,0,0,0,0,0,0,0
ENSG00000232793,0,0,0,0,0,0,0,0,0
ENSG00000232794,0,0,0,0,0,0,0,0,0
ENSG00000232795,0,0,0,0,0,0,0,0,0
ENSG00000232797,0,0,0,0,0,0,0,0,0
ENSG00000232798,0,0,0,0,0,0,0,0,0
ENSG00000232799,0,0,0,0,0,0,0,0,0
ENSG00000232800,0,0,0,0,0,0,0,0,0
ENSG00000232801,0,0,0,0,0,0,0,0,0
ENSG00000232803,0,0,0,0,0,0,0,0,0
ENSG00000232805,0,0,0,0,0,0,0,0,0
ENSG00000232806,0,0,0,0,0,0,0,0,0
ENSG00000232807,13.83,17.18,16.24,8.81,4.52,3.06,0.43,1.3,1.34
ENSG00000232808,0,0,0,0,0,0,0,0,0
ENSG00000232809,0,0,0,0,0,0,0,0,0
ENSG00000232810,0,0,0,0,0,0,0,0,0
ENSG00000232811,5.98,10.72,8.72,8.32,4.58,12.67,0.18,0.07,0.37
ENSG00000232812,0,0,0,0,0,0,0,0,0
ENSG00000232813,0,0,0,0,0,0,0,0,0
ENSG00000232814,0,0,0,0,2,1,0,0,0.21
ENSG00000232815,3,2,6,4,15,7,1.75,0.87,2.43
ENSG00000232817,0,0,0,0,0,0,0,0,0
ENSG00000232818,4,5,2,2,4,9,0.51,0.3,0.26
ENSG00000232821,3,4,1,1,4,5,0.17,0.08,0.11
ENSG00000232823,0,0,0,0,0,0,0,0,0
ENSG00000232824,0,0,0,0,0,0,0,0,0
ENSG00000232825,0,0,0,0,0,0,0,0,0
ENSG00000232827,0,0,0,0,0,0,0,0,0
ENSG00000232828,0,0,0,0,0,0,0,0,0
ENSG00000232829,0,0,0,0,0,0,0,0,0
ENSG00000232830,0,0,0,0,0,0,0,0,0
ENSG00000232832,0,0,0,0,1,0,0,0,0
ENSG00000232833,0,0,0,0,3,0,0,0,0.09
ENSG00000232834,0,0,0,0,0,0,0,0,0
ENSG00000232835,0,0,0,0,0,0,0,0,0
ENSG00000232837,0,0,0,0,0,0,0,0,0
ENSG00000232838,73.45,46.11,70.99,62.91,68.06,81.05,4.15,6.46,2.82
ENSG00000232841,0,0,0,0,0,0,0,0,0
ENSG00000232842,0,0,0,0,0,0,0,0,0.07
ENSG00000232843,0,0,0,0,0,0,0,0,0
ENSG00000232845,0,0,0,0,0,0,0,0,0
ENSG00000232846,0,0,0,0,0,0,0,0,0
ENSG00000232848,0,0,0,0,0,0,0,0,0
ENSG00000232849,0,0,0,0,0,0,0,0,0
ENSG00000232850,1,0,0,0,0,0,0,0,0
ENSG00000232851,0,0,0,0,0,0,0,0,0
ENSG00000232852,0,0,0,0,0,1,0,0,0
ENSG00000232853,0,0,0,0,0,0,0,0,0
ENSG00000232855,0,0,0,0,0,1,0.2,0,0
ENSG00000232857,0,0,0,0,0,0,0,0,0.09
ENSG00000232858,0,0,0,0,0,0,0,0,0
ENSG00000232859,79,95,93,76,71,95.61,4.82,6.54,4.26
ENSG00000232860,0,0,1,2,2,5,0,0.03,0.05
ENSG00000232862,0,0,0,0,0,0,0,0,0
ENSG00000232863,0,0,0,0,0,0,0,0,0
ENSG00000232864,0,0,0,0,0,0,0,0,0
ENSG00000232866,0,0,0,0,0,0,0,0,0
ENSG00000232867,0,0,0,0,0,0,0,0,0
ENSG00000232869,0,0,0,0,0,0,0,0,0
ENSG00000232871,5,3,3,3,4,0,0,0.06,0
ENSG00000232872,0,0,0,0,0,0,0,0,0
ENSG00000232873,0,0,0,0,0,0,0,0,0
ENSG00000232874,0,0,0,0,0,0,0,0,0
ENSG00000232875,0,0,0,0,0,0,0,0,0
ENSG00000232876,0,0,0,0,0,0,0,0,0
ENSG00000232878,0,0,0,0,0,0,0,0,0
ENSG00000232879,0,0,0,0,0,0,0,0,0
ENSG00000232880,0,0,0,0,0,0,0,0,0
ENSG00000232881,0,0,0,0,0,0,0,0,0
ENSG00000232882,0,0,0,0,0,0,0,0,0
ENSG00000232883,0,0,0,0,0,0,0,0,0
ENSG00000232884,0,0,0,0,0,0,0,0,0
ENSG00000232885,0,0,0,0,0,0,0,0,0
ENSG00000232886,0,0,0,0,0,0,0,0,0
ENSG00000232887,0,0,0,0,0,0,0,0,0
ENSG00000232888,0,4,1,2,0,3,0.66,0.34,0.26
ENSG00000232889,0,0,0,0,0,0,0,0,0
ENSG00000232891,0,0,0,0,0,0,0,0,0
ENSG00000232892,0,0,0,0,0,0,0,0,0
ENSG00000232893,0,0,0,0,0,0,0,0,0
ENSG00000232894,0,0,0,0,0,0,0,0,0
ENSG00000232895,0,0,0,0,0,0,0,0,0
ENSG00000232896,0,0,0,0,0,0,0,0,0
ENSG00000232897,0,0,0,0,0,0,0,0,0
ENSG00000232899,0,0,0,0,0,0,0,0,0
ENSG00000232900,0,0,0,0,0,0,0,0,0
ENSG00000232901,0,0,0,0,0,0,0,0,0
ENSG00000232903,0,0,0,0,0,0,0,0,0
ENSG00000232905,0,0,0,0,0,0,0,0,0
ENSG00000232906,0,0,0,0,0,0,0,0,0
ENSG00000232907,0,0,0,0,0,0,0,0,0.14
ENSG00000232908,0,0,0,0,0,0,0,0,0
ENSG00000232909,0,0,0,0,0,1,0,0,0
ENSG00000232910,0,0,0,0,0,0,0,0,0
ENSG00000232912,0,0,0,0,0,0,0,0,0
ENSG00000232913,0,0,0,0,0,0,0,0,0
ENSG00000232914,0,0,0,0,0,0,0,0,0
ENSG00000232915,0,0,0,0,0,0,0,0,0
ENSG00000232916,0,0,0,0,0,0,0,0,0
ENSG00000232917,0,0,0,0,0,0,0,0,0
ENSG00000232918,0,0,0,0,0,0,0,0,0
ENSG00000232920,0,0,0,0,0,0,0,0,0
ENSG00000232922,0,0,0,0,0,0,0,0,0
ENSG00000232924,0,0,0,0,0,0,0,0,0
ENSG00000232925,0,0,0,0,0,0,0,0,0
ENSG00000232926,2,1,3,0,1,7,0,0.31,0
ENSG00000232927,0,0,0,0,0,0,0,0,0
ENSG00000232928,0,0,0,0,0,1,0,0,0
ENSG00000232930,0,0,0,0,0,0,0,0,0
ENSG00000232931,11,6,4,5,31,54,0.18,0.23,0.35
ENSG00000232934,0,0,0,0,0,0,0,0,0
ENSG00000232935,0,0,0,0,0,0,0,0,0
ENSG00000232936,0,0,0,0,0,0,0,0,0
ENSG00000232937,0,0,0,0,0,0,0,0,0
ENSG00000232938,3,0,3,2,1,4,0.03,0,0.11
ENSG00000232939,0,0,0,0,0,0,0,0,0
ENSG00000232940,22.46,23.49,6.93,14.94,2.02,0,8.84,0.34,7.8
ENSG00000232941,97.48,97.64,108.16,118.83,71.31,95.25,16.63,12.76,4.56
ENSG00000232943,0,0,0,0,0,0,0,0,0
ENSG00000232944,0,0,0,0,0,0,0,0,0
ENSG00000232946,0,0,0,0,0,0,0,0,0
ENSG00000232947,0,0,0,0,0,0,0,0,0
ENSG00000232948,0,0,0,0,0,0,0,0,0
ENSG00000232949,0,0,0,0,0,1,0,0,0
ENSG00000232950,0,0,0,0,0,0,0,0,0
ENSG00000232951,0,0,0,0,0,0,0,0,0
ENSG00000232952,0,0,1,0,0,0,0,0,0
ENSG00000232953,0,0,0,0,0,0,0,0,0
ENSG00000232954,0,0,0,0,0,0,0,0,0
ENSG00000232956,72,65,67,57,61,104,6.14,9.22,8.47
ENSG00000232958,0,0,0,0,0,0,0,0,0
ENSG00000232959,0,0,0,0,0,0,0,0,0
ENSG00000232963,0,0,0,0,0,0,0,0,0
ENSG00000232964,0,0,0,0,0,0,0,0,0
ENSG00000232965,0,0,0,0,0,0,0,0,0
ENSG00000232968,0,0,0,0,0,0,0,0,0
ENSG00000232969,0,0,0,0,0,0,0,0,0
ENSG00000232970,0,0,0,0,0,0,0,0,0
ENSG00000232971,0,0,0,0,0,0,0,0,0
ENSG00000232973,1,0,1,2,0,0,0,0.2,0
ENSG00000232975,0,0,0,0,0,0,0,0,0
ENSG00000232976,0,0,0,0,0,0,0,0,0
ENSG00000232977,46,37,37,18,56,36,0.87,1.92,1.19
ENSG00000232978,0,0,0,0,0,0,0,0,0
ENSG00000232979,0,0,0,0,0,0,0,0,0
ENSG00000232981,0,0,0,0,0,0,0,0,0
ENSG00000232982,0,0,0,0,0,0,0,0,0
ENSG00000232983,0,0,0,0,0,0,0,0,0
ENSG00000232985,0,0,0,0,0,0,0,0,0
ENSG00000232986,0,0,0,0,0,0,0,0,0
ENSG00000232987,0,0,0,0,0,0,0,0,0
ENSG00000232989,0,0,0,0,0,0,0,0,0
ENSG00000232990,0,0,0,0,0,0,0,0,0
ENSG00000232991,0,0,0,0,0,0,0,0,0
ENSG00000232992,0,0,0,0,0,0,0,0,0
ENSG00000232993,0,0,0,0,0,0,0,0,0
ENSG00000232994,0,0,0,0,0,0,0,0,0
ENSG00000232995,1,4,2,4,8.08,14,0.17,0.57,1.35
ENSG00000232998,0,0,0,0,0,0,0,0,0
ENSG00000232999,0,0,0,0,0,0,0,0,0
ENSG00000233002,0,0,0,0,0,0,0,0,0
ENSG00000233003,0,0,0,0,0,0,0,0,0
ENSG00000233005,0,0,0,0,0,0,0,0,0
ENSG00000233006,5,3,3,3,1,5,0,0,0
ENSG00000233007,0,0,0,0,0,0,0,0,0
ENSG00000233008,0,0,0,0,0,0,0,0,0
ENSG00000233009,0,1,0,0,0,0,0,0,0
ENSG00000233010,0,1,0,0,0,0,0,0,0
ENSG00000233011,0,0,0,0,0,0,0,0,0
ENSG00000233012,0,1,0,0,0,0,0,0,0
ENSG00000233013,1,0,0,0,0,0,0,0.04,0
ENSG00000233014,0,0,0,0,0,0,0,0,0
ENSG00000233015,0,0,0,0,0,0,0,0,0
ENSG00000233016,310,299,388,348,286.6,344.1,39.66,45.74,26.8
ENSG00000233017,0,0,0,0,0,0,0,0,0
ENSG00000233018,0,0,0,0,0,0,0,0,0
ENSG00000233020,0,0,0,0,0,0,0,0,0
ENSG00000233021,0,0,0,0,0,0,0,0,0
ENSG00000233022,0,0,0,0,0,0,0,0,0
ENSG00000233024,35.67,10.8,6.11,11.44,7.15,13.23,2.39,1.8,0.92
ENSG00000233025,1,0,2,0,3,1,0,0.09,0.16
ENSG00000233026,0,0,0,0,0,0,0,0,0
ENSG00000233028,0,0,0,0,0,0,0,0,0
ENSG00000233029,0,0,0,0,1,1,0,0,0.02
ENSG00000233030,0,2,0,1,0,3,0,0,0
ENSG00000233031,0,0,0,0,0,0,0,0,0
ENSG00000233033,0,0,0,0,0,0,0,0,0
ENSG00000233036,0,0,0,0,0,0,0,0,0
ENSG00000233037,0,0,0,0,0,0,0,0,0
ENSG00000233038,0,0,0,0,0,0,0,0.01,0
ENSG00000233039,0,0,0,0,0,0,0,0,0
ENSG00000233040,0,0,0,0,0,0,0,0,0
ENSG00000233041,0,0,0,0,0,0,0,0,0
ENSG00000233044,0,0,0,0,0,0,0,0,0
ENSG00000233045,0,0,0,0,0,0,0,0,0
ENSG00000233047,0,0,0,0,0,0,0,0,0
ENSG00000233048,0,0,0,0,0,0,0,0,0
ENSG00000233050,0,0,0,0,0,0,0,0,0
ENSG00000233052,0,0,0,0,0,0,0,0,0
ENSG00000233055,0,0,0,0,0,0,0,0,0
ENSG00000233056,0,0,1,0,1,1,0.07,0.21,0.02
ENSG00000233057,0,0,0,0,0,0,0,0,0
ENSG00000233058,3,6,3,4,4,5,0.13,0.24,0.52
ENSG00000233060,0,0,0,0,0,0,0,0,0
ENSG00000233061,0,0,1,0,0,0,0,0,0
ENSG00000233063,0,0,0,0,0,0,0,0,0
ENSG00000233064,0,0,0,0,0,0,0,0,0
ENSG00000233067,0,0,0,0,0,0,0,0,0
ENSG00000233068,0,0,0,0,0,0,0,0,0
ENSG00000233069,0,0,0,0,0,0,0,0,0
ENSG00000233070,0,0,0,0,0,0,0,0,0
ENSG00000233071,0,0,0,0,0,0,0,0,0
ENSG00000233072,0,0,0,0,0,0,0,0,0
ENSG00000233073,0,0,0,0,0,0,0,0,0
ENSG00000233074,0,0,0,0,0,0,0,0,0
ENSG00000233075,0,0,0,0,0,0,0,0,0
ENSG00000233077,1.25,4.41,1.82,3.36,9.24,15.44,0.09,0.05,0
ENSG00000233078,0,0,0,0,0,0,0,0,0
ENSG00000233079,0,0,0,0,0,0,0,0,0
ENSG00000233080,0,0,0,0,0,0,0,0,0
ENSG00000233081,1,1,0,0,1,3,0,0,0.28
ENSG00000233082,0,0,0,0,0,0,0,0,0
ENSG00000233083,0,0,0,0,0,0,0,0,0
ENSG00000233084,2,0,0,1,1,0,0,0,0
ENSG00000233085,0,0,0,0,0,0,0,0,0
ENSG00000233086,1,0,0,0,0,0,0,0,0
ENSG00000233087,0,0,1,0,0,1,0,0,0
ENSG00000233090,0,0,0,0,0,0,0,0,0
ENSG00000233093,0,0,0,0,0,0,0,0,0
ENSG00000233094,0,0,0,0,0,0,0,0,0
ENSG00000233096,0,0,0,0,0,0,0,0,0
ENSG00000233098,2,0,3,1,5,6,1.11,1.27,0.65
ENSG00000233099,0,0,0,0,0,0,0,0,0
ENSG00000233101,123,99,132,73,80.08,115,14.27,29.21,17.47
ENSG00000233103,0,0,0,0,0,0,0,0,0
ENSG00000233105,0,0,0,0,0,0,0,0,0
ENSG00000233106,0,0,0,0,0,0,0,0,0
ENSG00000233107,0,0,0,0,0,0,0,0,0
ENSG00000233108,0,0,0,0,0,0,0,0,0
ENSG00000233109,0,0,0,0,1,0,0,0,0
ENSG00000233110,0,0,0,0,0,0,0,0,0
ENSG00000233111,0,0,0,0,0,0,0,0,0
ENSG00000233114,0,0,0,0,0,0,0,0,0
ENSG00000233115,0,0,0,0,0,0,0,0,0
ENSG00000233117,0,1,1,2,0,1,0.42,0,0.33
ENSG00000233118,0,0,0,0,0,0,0,0,0
ENSG00000233120,0,0,0,0,0,0,0,0,0
ENSG00000233121,0,0,0,0,0,0,0,0,0
ENSG00000233122,0,0,0,0,2,4,0.06,0.08,0.02
ENSG00000233123,0,0,0,0,0,0,0,0,0
ENSG00000233124,0,0,0,0,0,0,0,0,0
ENSG00000233125,0,0,0,0,0,0,0,0,0
ENSG00000233126,0,0,0,0,0,0,0,0,0
ENSG00000233128,0,0,0,0,0,0,0,0,0
ENSG00000233129,0,0,0,0,0,0,0,0,0
ENSG00000233131,0,0,0,0,0,0,0,0,0
ENSG00000233132,0,0,0,0,0,0,0,0,0
ENSG00000233133,0,0,0,0,0,0,0,0,0
ENSG00000233134,0,0,0,0,0,0,0,0,0
ENSG00000233135,0,0,0,0,0,0,0,0,0
ENSG00000233136,0,0,0,0,0,0,0,0,0
ENSG00000233137,825,720,1005,933,786,1058,29.08,21.59,17.44
ENSG00000233138,0,0,0,0,0,0,0,0,0
ENSG00000233139,0,0,0,0,0,0,0,0,0
ENSG00000233143,8,3,4,3,9,5,0,1.43,0.19
ENSG00000233144,0,0,0,0,0,0,0,0,0
ENSG00000233145,0,0,0,0,0,0,0,0,0
ENSG00000233146,0,0,0,0,0,0,0,0,0
ENSG00000233147,0,0,0,0,0,0,0,0,0
ENSG00000233148,0,0,0,0,0,0,0,0,0
ENSG00000233153,0,0,0,0,0,0,0,0,0
ENSG00000233154,0,0,0,0,0,0,0,0,0
ENSG00000233155,0,0,0,0,0,0,0,0,0
ENSG00000233156,0,0,0,0,0,0,0,0,0
ENSG00000233157,0,0,0,0,0,0,0,0,0
ENSG00000233158,0,0,0,0,0,0,0,0,0
ENSG00000233159,0,0,0,0,0,0,0,0,0
ENSG00000233162,0,0,0,0,0,0,0,0,0
ENSG00000233163,0,0,0,0,0,0,0,0,0
ENSG00000233167,0,0,0,0,0,0,0,0,0
ENSG00000233170,2,3,3,0,1,2,0.33,0.49,0.55
ENSG00000233171,0,0,0,0,0,0,0,0,0
ENSG00000233172,0,0,0,0,0,0,0,0,0
ENSG00000233173,0,0,0,0,0,0,0,0,0
ENSG00000233175,1.01,0,2.93,1,2.17,5.72,0,0,0.03
ENSG00000233176,0,0,0,0,0,0,0,0,0
ENSG00000233178,0,1,0,0,0,0,0,0,0
ENSG00000233179,0,0,0,0,0,0,0,0,0
ENSG00000233183,0,0,0,0,0,0,0,0,0
ENSG00000233184,22,37,42,31,47,58.6,3.45,1.39,2.01
ENSG00000233186,0,0,0,0,0,0,0,0,0
ENSG00000233189,0,0,1,0,0,0,0,0,0
ENSG00000233190,0,0,0,0,0,0,0,0,0
ENSG00000233191,0,0,0,0,0,0,0,0,0
ENSG00000233193,0,0,0,0,0,0,0,0,0
ENSG00000233196,0,0,0,0,0,0,0,0,0
ENSG00000233197,0,0,0,0,0,0,0,0,0
ENSG00000233198,1,0,0,1,1,1,0,0,0
ENSG00000233200,0,0,0,0,0,0,0,0,0
ENSG00000233203,1,0,0,0,0,1,0,0,0
ENSG00000233204,0,0,0,0,0,0,0,0,0
ENSG00000233205,0,0,0,0,1,0,0,0,0.37
ENSG00000233206,0,0,0,0,0,0,0,0,0
ENSG00000233207,0,0,0,0,0,0,0,0,0
ENSG00000233208,0,0,0,0,0,0,0,0,0
ENSG00000233211,0,0,0,0,0,0,0,0,0
ENSG00000233213,0,0,0,0,0,0,0,0,0
ENSG00000233214,0,0,0,0,0,0,0,0,0
ENSG00000233215,0,0,0,0,0,0,0,0,0
ENSG00000233216,0,0,0,0,0,0,0,0,0
ENSG00000233217,0,0,0,0,0,0,0,0,0
ENSG00000233218,0,0,0,0,0,0,0,0,0
ENSG00000233219,0,0,0,0,0,0,0,0,0
ENSG00000233220,0,0,0,0,0,0,0,0,0
ENSG00000233221,0,0,0,0,0,0,0,0,0
ENSG00000233222,0,0,0,0,0,0,0,0,0
ENSG00000233223,10,19,14,11,22,25,4.65,9.29,6.74
ENSG00000233224,0,0,0,0,0,2,0,1.01,0.78
ENSG00000233225,5,2,5,2,7,6,0.29,0.04,0
ENSG00000233228,0,0,0,0,0,0,0,0,0
ENSG00000233229,0,0,0,0,0,0,0,0,0
ENSG00000233230,1,1,2,0,2,2,1.04,0.77,0
ENSG00000233231,0,0,1,2,2,4,0.1,0,0
ENSG00000233232,0,0,0,0,0,0,0,0,0
ENSG00000233234,0,0,0,0,0,0,0,0,0
ENSG00000233235,0,0,0,0,0,0,0,0,0
ENSG00000233236,0,0,0,0,0,0,0,0,0
ENSG00000233237,4,4,5,1,14,17,0.89,0.07,0.12
ENSG00000233238,0,0,0,0,0,0,0,0,0
ENSG00000233242,0,0,0,0,1,0,0,0,0
ENSG00000233243,0,0,0,0,0,0,0,0,0
ENSG00000233244,0,0,0,0,0,0,0,0,0
ENSG00000233246,0,0,0,0,0,0,0,0,0
ENSG00000233247,1,0,1,1,0,0,0,0.06,0.06
ENSG00000233248,0,0,0,0,0,0,0,0,0
ENSG00000233250,0,0,0,0,0,0,0,0,0
ENSG00000233251,0,0,0,0,1,0,0,0,0
ENSG00000233252,0,0,0,0,0,0,0,0,0
