"","condition","cycle","region","log2fc.mean.x","log2fc.sd","obs.mut.sum","obs.mut.mean","obs.mut.sd","obs.mut.cv","sim.mut.sum","sim.mut.mean","p_value","p_adjusted","significant_p_adjusted","go.id","observed.variant.required","observed.variant.requirement.met","log2fc.mean.y","log2fc.norm","log2fc.norm.sd"
"407","control","9","ATP metabolic process",0.310275694484509,0.271353470708458,2,0.333333333333333,0.298142396999972,0.894427190999916,0,0,0.999051828434127,1,NA,"GO:0046034",49,"FALSE",-0.410611091575475,0.720886786059984,0.328529844845214
"408","control","9","autophagosome maturation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0097352",747,"FALSE",0.0784779431388635,-0.0784779431388635,0.328529844845214
"409","control","9","autophagy of mitochondrion",0.166666666666667,0.182574185835055,1,0.166666666666667,0.182574185835055,1.09544511501033,0,0,0.999710537308412,1,NA,"GO:0000422",112,"FALSE",-0.149659057457074,0.31632572412374,0.328529844845214
"410","control","9","axon extension",0.166666666666667,0.182574185835055,1,0.166666666666667,0.182574185835055,1.09544511501033,0,0,0.999917760669254,1,NA,"GO:0048675",112,"FALSE",-0.514320561206131,0.680987227872798,0.328529844845214
"411","control","9","basement membrane organization",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.994991822669269,1,NA,"GO:0071711",163,"FALSE",0.103425231494836,0.0076858796162748,0.328529844845214
"412","control","9","biological process involved in interaction with host",0.111111111111111,0.272165526975909,0.666666666666667,0.111111111111111,0.272165526975909,2.44948974278318,0,0,0.999956181738142,1,NA,"GO:0051701",163,"FALSE",-0.376997997352525,0.488109108463636,0.328529844845214
"413","control","9","body morphogenesis",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999962517933578,1,NA,"GO:0010171",306,"FALSE",0.232247288386498,-0.176691732830942,0.328529844845214
"414","control","9","bone development",0.222222222222222,0.344265186329548,1.33333333333333,0.222222222222222,0.344265186329548,1.54919333848297,0,0,0.999802498703539,1,NA,"GO:0060348",81,"FALSE",-0.539535485325144,0.761757707547366,0.328529844845214
"415","control","9","branched-chain amino acid metabolic process",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999691836563513,1,NA,"GO:0009081",306,"FALSE",0.137816765886371,-0.0822612103308151,0.328529844845214
"416","control","9","carbohydrate derivative catabolic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1901136",747,"FALSE",-0.338337506584376,0.338337506584376,0.328529844845214
"417","control","9","carbohydrate derivative transport",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999996902208267,1,NA,"GO:1901264",306,"FALSE",-0.0794736738630057,0.135029229418561,0.328529844845214
"418","control","9","cell cycle checkpoint signaling",0.333333333333333,0.210818510677892,2,0.333333333333333,0.210818510677892,0.632455532033676,0,0,0.999734100552612,1,NA,"GO:0000075",47,"FALSE",-0.68258149835642,1.01591483168975,0.328529844845214
"419","control","9","cell cycle G1/S phase transition",0.310275694484509,0.315643849030693,2,0.333333333333333,0.365148371670111,1.09544511501033,0,0,0.999015497592964,1,NA,"GO:0044843",49,"FALSE",-0.507321314228329,0.817597008712837,0.328529844845214
"420","control","9","cell cycle G2/M phase transition",0.287218055635684,0.410791569065258,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.947969351666246,1,NA,"GO:0044839",57,"FALSE",-0.393335727568936,0.68055378320462,0.328529844845214
"421","control","9","cell growth",-0.634168749959936,0.348172241564343,2.33333333333333,0.388888888888889,0.389681731483337,1.00203873810001,6,1,0.994580387663311,1,NA,"GO:0016049",20,"FALSE",-0.661520525534382,0.0273517755744462,0.328529844845214
"422","control","9","cell migration involved in heart development",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0060973",747,"FALSE",0.0740740740740741,-0.0740740740740741,0.328529844845214
"423","control","9","cell redox homeostasis",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.99998472981609,1,NA,"GO:0045454",306,"FALSE",0.133068783068783,-0.0775132275132275,0.328529844845214
"424","control","9","cell-cell signaling by wnt",-0.634168749959936,0.308586416471229,2.33333333333333,0.388888888888889,0.443053378608375,1.13928011642154,5.66666666666667,0.944444444444444,0.986078456556072,1,NA,"GO:0198738",20,"FALSE",-0.704467157580854,0.0702984076209179,0.328529844845214
"425","control","9","cell-substrate adhesion",-0.0230576388488244,0.526696133656484,2.66666666666667,0.444444444444444,0.272165526975909,0.612372435695795,2.66666666666667,0.444444444444444,0.999289274130433,1,NA,"GO:0031589",451,"FALSE",-0.612218583761734,0.589160944912909,0.328529844845214
"426","control","9","cell-substrate junction assembly",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999999841369682,1,NA,"GO:0007044",306,"FALSE",-0.328638257236403,0.384193812791959,0.328529844845214
"427","control","9","cell-substrate junction organization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0150115",747,"FALSE",-0.404249507233733,0.404249507233733,0.328529844845214
"428","control","9","cellular carbohydrate metabolic process",0.333333333333333,0.210818510677892,2,0.333333333333333,0.210818510677892,0.632455532033676,0,0,0.99999060341545,1,NA,"GO:0044262",47,"FALSE",-0.418288966599257,0.75162229993259,0.328529844845214
"429","control","9","cellular component disassembly",-0.411946527737714,0.29845748899556,3.66666666666667,0.611111111111111,0.327730693416725,0.536286589227368,6,1,0.999490936363507,1,NA,"GO:0022411",34,"FALSE",-0.648013394305122,0.236066866567408,0.328529844845214
"430","control","9","cellular lipid catabolic process",0.199164583373398,0.311630601838356,1.33333333333333,0.222222222222222,0.344265186329548,1.54919333848297,0,0,0.999429077312116,1,NA,"GO:0044242",93,"FALSE",-0.361548726957736,0.560713310331134,0.328529844845214
"431","control","9","cellular metabolic compound salvage",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0043094",747,"FALSE",0.037037037037037,-0.037037037037037,0.328529844845214
"432","control","9","cellular nitrogen compound catabolic process",-0.379448611030983,0.318661256484576,4,0.666666666666667,0.365148371670111,0.547722557505166,6,1,0.999545591367725,1,NA,"GO:0044270",39,"FALSE",-0.746628050992722,0.367179439961739,0.328529844845214
"433","control","9","cellular pigment accumulation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0043482",747,"FALSE",0.0907407407407407,-0.0907407407407407,0.328529844845214
"434","control","9","cellular pigmentation",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999995149440866,1,NA,"GO:0033059",306,"FALSE",0.0982790410827487,-0.0427234855271932,0.328529844845214
"435","control","9","cellular respiration",0.222222222222222,0.172132593164774,1.66666666666667,0.277777777777778,0.136082763487954,0.489897948556636,0.333333333333333,0.0555555555555556,0.999999612006634,1,NA,"GO:0045333",81,"FALSE",-0.539085324186426,0.761307546408648,0.328529844845214
"436","control","9","cellular response to acid chemical",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999999489802897,1,NA,"GO:0071229",306,"FALSE",-0.144380786989342,0.199936342544897,0.328529844845214
"437","control","9","cellular response to arsenic-containing substance",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999156417269708,1,NA,"GO:0071243",306,"FALSE",0.127777777777778,-0.0722222222222222,0.328529844845214
"438","control","9","cellular response to chemical stress",-0.222222222222222,0.688530372659096,1.33333333333333,0.222222222222222,0.272165526975909,1.22474487139159,2.66666666666667,0.444444444444444,0.998628348810891,1,NA,"GO:0062197",81,"FALSE",-0.675060089141804,0.452837866919581,0.328529844845214
"439","control","9","cellular response to dsRNA",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999960949862836,1,NA,"GO:0071359",306,"FALSE",0.0883458664154712,-0.0327903108599157,0.328529844845214
"440","control","9","cellular response to external stimulus",-0.0555555555555556,0.646930072355984,1.66666666666667,0.277777777777778,0.327730693416725,1.17983049630021,2,0.333333333333333,0.999519109681827,1,NA,"GO:0071496",306,"FALSE",-0.65972014338026,0.604164587824704,0.328529844845214
"441","control","9","cellular response to extracellular stimulus",0.222222222222222,0.172132593164774,1.33333333333333,0.222222222222222,0.172132593164774,0.774596669241483,0,0,0.999999520013409,1,NA,"GO:0031668",81,"FALSE",-0.426060564852437,0.648282787074659,0.328529844845214
"442","control","9","cellular response to fluid shear stress",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0071498",747,"FALSE",0.0775132275132275,-0.0775132275132275,0.328529844845214
"443","control","9","cellular response to heat",0.166666666666667,0.182574185835055,1,0.166666666666667,0.182574185835055,1.09544511501033,0,0,0.9955282060999,1,NA,"GO:0034605",112,"FALSE",0.150157142887668,0.0165095237789985,0.328529844845214
"444","control","9","cellular response to insulin stimulus",0.277777777777778,0.250924217569694,1.66666666666667,0.277777777777778,0.250924217569694,0.903327183250897,0,0,0.999931450355064,1,NA,"GO:0032869",61,"FALSE",-0.493765797213512,0.771543574991289,0.328529844845214
"445","control","9","cellular response to ketone",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1901655",747,"FALSE",-0.347619047619048,0.347619047619048,0.328529844845214
"446","control","9","cellular response to oxygen levels",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.999999842951311,1,NA,"GO:0071453",163,"FALSE",-0.508522500025184,0.619633611136295,0.328529844845214
"447","control","9","cellular response to sterol depletion",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0071501",747,"FALSE",0.0645363426059474,-0.0645363426059474,0.328529844845214
"448","control","9","cellular response to topologically incorrect protein",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.999996562680031,1,NA,"GO:0035967",163,"FALSE",-0.501766248007028,0.61287735911814,0.328529844845214
"449","control","9","cellular response to transforming growth factor beta stimulus",0.222222222222222,0.272165526975909,1.33333333333333,0.222222222222222,0.272165526975909,1.22474487139159,0,0,0.999998281257917,1,NA,"GO:0071560",81,"FALSE",-0.395379161482793,0.617601383705015,0.328529844845214
"450","control","9","cellular response to UV",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.999996285648084,1,NA,"GO:0034644",163,"FALSE",-0.452094510494251,0.563205621605362,0.328529844845214
"451","control","9","cellular senescence",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999999434449869,1,NA,"GO:0090398",306,"FALSE",-0.202715112367089,0.258270667922644,0.328529844845214
"452","control","9","centromere complex assembly",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0034508",747,"FALSE",0.176984126984127,-0.176984126984127,0.328529844845214
"453","control","9","centrosome localization",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999784185320807,1,NA,"GO:0051642",306,"FALSE",0.171400727539937,-0.115845171984382,0.328529844845214
"454","control","9","chaperone-mediated autophagy",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.975520095901624,1,NA,"GO:0061684",163,"FALSE",0.0185185185185185,0.0925925925925926,0.328529844845214
"455","control","9","chondrocyte differentiation",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999999809910535,1,NA,"GO:0002062",306,"FALSE",-0.275164985607435,0.330720541162991,0.328529844845214
"456","control","9","chromatin remodeling",-0.15722638880876,0.669652477646495,2.66666666666667,0.444444444444444,0.272165526975909,0.612372435695795,3.33333333333333,0.555555555555556,0.988793664152847,1,NA,"GO:0006338",122,"FALSE",-0.611863837348936,0.454637448540176,0.328529844845214
"457","control","9","chromosome localization",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999999534109801,1,NA,"GO:0050000",306,"FALSE",-0.320597513132885,0.376153068688441,0.328529844845214
"458","control","9","chromosome segregation",-0.800835416626602,0.350873147116619,1.33333333333333,0.222222222222222,0.403686713879666,1.81659021245849,6,1,0.95497448418895,1,NA,"GO:0007059",13,"FALSE",-0.648533210462234,-0.152302206164369,0.328529844845214
"459","control","9","cilium assembly",0.00944027785790645,0.590283356379028,3.33333333333333,0.555555555555556,0.272165526975909,0.489897948556636,3,0.5,0.996414909732264,1,NA,"GO:0060271",632,"FALSE",-0.641912591128476,0.651352868986383,0.328529844845214
"460","control","9","cilium organization",-0.323893055475427,0.355263590304252,2,0.333333333333333,0.298142396999972,0.894427190999916,3.66666666666667,0.611111111111111,0.995528766256646,1,NA,"GO:0044782",48,"FALSE",-0.63546353701109,0.311570481535663,0.328529844845214
"461","control","9","circadian regulation of gene expression",0.222222222222222,0.272165526975909,1.33333333333333,0.222222222222222,0.272165526975909,1.22474487139159,0,0,0.976472580691931,1,NA,"GO:0032922",81,"FALSE",-0.0246966600357396,0.246918882257962,0.328529844845214
"462","control","9","clathrin-dependent endocytosis",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999975031293978,1,NA,"GO:0072583",306,"FALSE",0.0753829034525083,-0.0198273478969527,0.328529844845214
"463","control","9","collagen fibril organization",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.99999864988388,1,NA,"GO:0030199",306,"FALSE",0.103689781759387,-0.048134226203831,0.328529844845214
"464","control","9","connective tissue development",0.277777777777778,0.327730693416725,1.66666666666667,0.277777777777778,0.327730693416725,1.17983049630021,0,0,0.999903428610404,1,NA,"GO:0061448",61,"FALSE",-0.735180198570238,1.01295797634802,0.328529844845214
"465","control","9","COPII vesicle coating",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999980709700204,1,NA,"GO:0048208",306,"FALSE",0.203267698453908,-0.147712142898352,0.328529844845214
"466","control","9","cortical cytoskeleton organization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0030865",747,"FALSE",0.210846560846561,-0.210846560846561,0.328529844845214
"467","control","9","cytoplasmic translation",0.222222222222222,0.172132593164774,1.33333333333333,0.222222222222222,0.172132593164774,0.774596669241483,0,0,0.999994604811034,1,NA,"GO:0002181",81,"FALSE",-0.202540808804286,0.424763031026508,0.328529844845214
"468","control","9","defense response to virus",0.143609027817842,0.410104574065151,1.66666666666667,0.277777777777778,0.389681731483337,1.40285423334001,0.666666666666667,0.111111111111111,0.99945862689968,1,NA,"GO:0051607",129,"FALSE",-0.608510785023397,0.752119812841239,0.328529844845214
"469","control","9","dephosphorylation",-0.0786131944043802,0.2855252185906,2.33333333333333,0.388888888888889,0.389681731483337,1.00203873810001,2.33333333333333,0.388888888888889,0.999391109269524,1,NA,"GO:0016311",241,"FALSE",-0.706283396101002,0.627670201696622,0.328529844845214
"470","control","9","developmental growth involved in morphogenesis",0.111111111111111,0.272165526975909,0.666666666666667,0.111111111111111,0.272165526975909,2.44948974278318,0,0,0.999992455455572,1,NA,"GO:0060560",163,"FALSE",-0.697364484443683,0.808475595554794,0.328529844845214
"471","control","9","dicarboxylic acid metabolic process",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999996941524592,1,NA,"GO:0043648",306,"FALSE",-0.302489546878879,0.358045102434435,0.328529844845214
"472","control","9","DNA conformation change",0.199164583373398,0.229497685299202,1.33333333333333,0.222222222222222,0.272165526975909,1.22474487139159,0,0,0.984053614793459,1,NA,"GO:0071103",93,"FALSE",-0.269664473217794,0.468829056591192,0.328529844845214
"473","control","9","DNA replication",-0.166666666666667,0.547722557505166,2,0.333333333333333,0.421637021355784,1.26491106406735,2.66666666666667,0.444444444444444,0.995833879227852,1,NA,"GO:0006260",112,"FALSE",-0.665438936947628,0.498772270280961,0.328529844845214
"474","control","9","DNA-templated transcription elongation",0.310275694484509,0.343623559305777,2,0.333333333333333,0.365148371670111,1.09544511501033,0,0,0.960757119768113,1,NA,"GO:0006354",49,"FALSE",-0.649511088029546,0.959786782514055,0.328529844845214
"475","control","9","double-strand break repair",-0.0230576388488247,0.536938270196326,2.66666666666667,0.444444444444444,0.272165526975909,0.612372435695795,2.66666666666667,0.444444444444444,0.999795080843219,1,NA,"GO:0006302",451,"FALSE",-0.576173345006161,0.553115706157336,0.328529844845214
"476","control","9","embryonic body morphogenesis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0010172",747,"FALSE",0.0747742394351599,-0.0747742394351599,0.328529844845214
"477","control","9","embryonic organ development",-0.467502083293269,0.350873147116619,2,0.333333333333333,0.516397779494322,1.54919333848297,4.66666666666667,0.777777777777778,0.999814727254688,1,NA,"GO:0048568",28,"FALSE",-0.688151545297827,0.220649462004558,0.328529844845214
"478","control","9","epigenetic regulation of gene expression",0.277777777777778,0.136082763487954,1.66666666666667,0.277777777777778,0.136082763487954,0.489897948556636,0,0,0.999975500127303,1,NA,"GO:0040029",61,"FALSE",-0.438693574853926,0.716471352631704,0.328529844845214
"479","control","9","erythrocyte differentiation",0.166666666666667,0.182574185835055,1,0.166666666666667,0.182574185835055,1.09544511501033,0,0,0.999938666057256,1,NA,"GO:0030218",112,"FALSE",-0.430242261824633,0.5969089284913,0.328529844845214
"480","control","9","establishment of mitotic spindle localization",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.999101380622338,1,NA,"GO:0040001",163,"FALSE",0.132525760595365,-0.0214146494842543,0.328529844845214
"481","control","9","establishment of organelle localization",-0.611111111111111,0.250924217569694,2.33333333333333,0.388888888888889,0.250924217569694,0.645233702322069,6,1,0.997381316223609,1,NA,"GO:0051656",21,"FALSE",-0.690050011343413,0.0789389002323015,0.328529844845214
"482","control","9","establishment of protein localization to membrane",0.120551388969018,0.708731450456947,2.66666666666667,0.444444444444444,0.620632890834175,1.39642400437689,1.66666666666667,0.277777777777778,0.918018768852065,1,NA,"GO:0090150",156,"FALSE",-0.584297518208139,0.704848907177157,0.328529844845214
"483","control","9","establishment of protein localization to organelle",-0.467502083293269,0.40933654834618,3.33333333333333,0.555555555555556,0.455420034042649,0.819756061276768,6,1,0.999217623602726,1,NA,"GO:0072594",28,"FALSE",-0.653073294279694,0.185571210986425,0.328529844845214
"484","control","9","establishment or maintenance of cell polarity",0.333333333333333,0.298142396999972,2,0.333333333333333,0.298142396999972,0.894427190999916,0,0,0.99946565164931,1,NA,"GO:0007163",47,"FALSE",-0.519505379563822,0.852838712897156,0.328529844845214
"485","control","9","establishment or maintenance of epithelial cell apical/basal polarity",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999995797905519,1,NA,"GO:0045197",306,"FALSE",0.209206352538602,-0.153650796983046,0.328529844845214
"486","control","9","ether lipid biosynthetic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0008611",747,"FALSE",0.0925925925925926,-0.0925925925925926,0.328529844845214
"487","control","9","exit from host cell",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999938322161908,1,NA,"GO:0035891",306,"FALSE",0.113717628980273,-0.0581620734247177,0.328529844845214
"488","control","9","exosomal secretion",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1990182",747,"FALSE",0.167102281763202,-0.167102281763202,0.328529844845214
"489","control","9","extracellular matrix assembly",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0085029",747,"FALSE",0.144444444444444,-0.144444444444444,0.328529844845214
"490","control","9","extracellular vesicle biogenesis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0140112",747,"FALSE",0.173756617088866,-0.173756617088866,0.328529844845214
"491","control","9","face development",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999996078691465,1,NA,"GO:0060324",306,"FALSE",0.113913756644282,-0.0583582010887263,0.328529844845214
"492","control","9","fat cell differentiation",0.199164583373398,0.311630601838356,1.33333333333333,0.222222222222222,0.344265186329548,1.54919333848297,0,0,0.999767009312128,1,NA,"GO:0045444",93,"FALSE",-0.658599161752318,0.857763745125716,0.328529844845214
"493","control","9","fatty acid beta-oxidation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006635",747,"FALSE",-0.164049007909798,0.164049007909798,0.328529844845214
"494","control","9","fibroblast migration",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999988727642019,1,NA,"GO:0010761",306,"FALSE",0.119259262591512,-0.0637037070359561,0.328529844845214
"495","control","9","fibroblast proliferation",0.166666666666667,0.182574185835055,1,0.166666666666667,0.182574185835055,1.09544511501033,0,0,0.999909992215756,1,NA,"GO:0048144",112,"FALSE",-0.399273177871324,0.565939844537991,0.328529844845214
"496","control","9","folic acid metabolic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0046655",747,"FALSE",0.0703703703703704,-0.0703703703703704,0.328529844845214
"497","control","9","G0 to G1 transition",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.998193813146208,1,NA,"GO:0045023",163,"FALSE",0.154193819456464,-0.0430827083453527,0.328529844845214
"498","control","9","glial cell apoptotic process",0.111111111111111,0.272165526975909,0.666666666666667,0.111111111111111,0.272165526975909,2.44948974278318,0,0,0.901369306996037,1,NA,"GO:0034349",163,"FALSE",0.14514460980553,-0.0340334986944192,0.328529844845214
"499","control","9","glycerol ether biosynthetic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0046504",747,"FALSE",0.0941798941798942,-0.0941798941798942,0.328529844845214
"500","control","9","glycosyl compound biosynthetic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1901659",747,"FALSE",0.14973544973545,-0.14973544973545,0.328529844845214
"501","control","9","glycosyl compound metabolic process",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999997056354407,1,NA,"GO:1901657",306,"FALSE",-0.108532437130583,0.164087992686139,0.328529844845214
"502","control","9","glycosylation",0.222222222222222,0.272165526975909,1.33333333333333,0.222222222222222,0.272165526975909,1.22474487139159,0,0,0.999997033026082,1,NA,"GO:0070085",81,"FALSE",-0.51451874976336,0.736740971985582,0.328529844845214
"503","control","9","Golgi organization",0.166666666666667,0.182574185835055,1,0.166666666666667,0.182574185835055,1.09544511501033,0,0,0.999989286356147,1,NA,"GO:0007030",112,"FALSE",-0.284761436515308,0.451428103181975,0.328529844845214
"504","control","9","Golgi to plasma membrane protein transport",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0043001",747,"FALSE",0.303874768535689,-0.303874768535689,0.328529844845214
"505","control","9","Golgi vesicle transport",-0.189724305515491,0.618753393206903,2.66666666666667,0.444444444444444,0.344265186329548,0.774596669241483,3.33333333333333,0.555555555555556,0.983329805112117,1,NA,"GO:0048193",99,"FALSE",-0.59172955418692,0.402005248671429,0.328529844845214
"506","control","9","GPI anchor biosynthetic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006506",747,"FALSE",0.17010582010582,-0.17010582010582,0.328529844845214
"507","control","9","heart valve development",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999995515320468,1,NA,"GO:0003170",306,"FALSE",0.103014289077063,-0.0474587335215078,0.328529844845214
"508","control","9","heme metabolic process",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999941231338462,1,NA,"GO:0042168",306,"FALSE",0.0706349206349206,-0.0150793650793651,0.328529844845214
"509","control","9","heterochromatin formation",0.166666666666667,0.278886675511358,1,0.166666666666667,0.278886675511358,1.67332005306815,0,0,0.99628520459051,1,NA,"GO:0031507",112,"FALSE",-0.153585545592376,0.320252212259043,0.328529844845214
"510","control","9","heterocycle catabolic process",-0.467502083293269,0.40933654834618,3.33333333333333,0.555555555555556,0.455420034042649,0.819756061276768,6,1,0.998672676156221,1,NA,"GO:0046700",28,"FALSE",-0.596729180959982,0.129227097666713,0.328529844845214
"511","control","9","histone modification",-0.546115277697649,0.642970745818126,3.66666666666667,0.611111111111111,1.02016701610116,1.66936420816553,6,1,0.797332577063201,1,NA,"GO:0016570",25,"FALSE",-0.690762297991728,0.144647020294079,0.328529844845214
"512","control","9","immune system development",0.254720138928953,0.211263883077753,1.66666666666667,0.277777777777778,0.250924217569694,0.903327183250897,0,0,0.99818516265968,1,NA,"GO:0002520",66,"FALSE",-0.655237826519436,0.909957965448389,0.328529844845214
"513","control","9","in utero embryonic development",-0.435004166586538,0.470371992339868,2.66666666666667,0.444444444444444,0.272165526975909,0.612372435695795,5,0.833333333333333,0.972974719783036,1,NA,"GO:0001701",33,"FALSE",-0.529593478341197,0.0945893117546585,0.328529844845214
"514","control","9","inner cell mass cell proliferation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0001833",747,"FALSE",0.0793650793650794,-0.0793650793650794,0.328529844845214
"515","control","9","inositol phosphate catabolic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0071545",747,"FALSE",0.037037037037037,-0.037037037037037,0.328529844845214
"516","control","9","interferon-beta production",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.999038975373191,1,NA,"GO:0032608",163,"FALSE",0.166652744722349,-0.0555416336112383,0.328529844845214
"517","control","9","intermembrane lipid transfer",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0120009",747,"FALSE",0.235275499407879,-0.235275499407879,0.328529844845214
"518","control","9","intracellular lipid transport",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999958245793634,1,NA,"GO:0032365",306,"FALSE",0.224192232185402,-0.168636676629846,0.328529844845214
"519","control","9","intraciliary transport",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.99998655025748,1,NA,"GO:0042073",306,"FALSE",0.0407407407407407,0.0148148148148148,0.328529844845214
"520","control","9","iron ion homeostasis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0055072",747,"FALSE",-0.13817598870453,0.13817598870453,0.328529844845214
"521","control","9","iron-sulfur cluster assembly",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.998648544380304,1,NA,"GO:0016226",163,"FALSE",0.116137566137566,-0.00502645502645503,0.328529844845214
"522","control","9","kinetochore organization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0051383",747,"FALSE",0.144444444444444,-0.144444444444444,0.328529844845214
"523","control","9","lamellipodium assembly",0.222222222222222,0.172132593164774,1.33333333333333,0.222222222222222,0.172132593164774,0.774596669241483,0,0,0.994580760048578,1,NA,"GO:0030032",81,"FALSE",-0.0769980489284442,0.299220271150666,0.328529844845214
"524","control","9","lamellipodium morphogenesis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0072673",747,"FALSE",0.0828042328042328,-0.0828042328042328,0.328529844845214
"525","control","9","lamellipodium organization",0.166666666666667,0.278886675511358,1,0.166666666666667,0.278886675511358,1.67332005306815,0,0,0.99481308957782,1,NA,"GO:0097581",112,"FALSE",-0.469869113729904,0.636535780396571,0.328529844845214
