"variant_type","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue","pvalue.adj",sample
"intron variant",248,264,6.30549790909668e-09,-0.0898466173824806,0.1392,1,MMEA9_C1
"missense variant",4,5,3.7e-24,-0.263034405833794,0.682,1,MMEA9_C1
"non coding transcript exon variant",4,3,3.7e-24,0.321928094887362,0.6288,1,MMEA9_C1
"regulatory region variant",24,27,3.7e-24,-0.163498732282879,0.557,1,MMEA9_C1
"splice acceptor variant",1,0,3.7e-24,1,0.0798,0.8778,MMEA9_C1
"splice donor variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice region variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"start lost",0,0,3.7e-24,0,1,1,MMEA9_C1
"start retained variant",0,0,NA,0,1,1,MMEA9_C1
"stop gained",1,0,3.7e-24,1,0.31,1,MMEA9_C1
"stop lost",0,0,3.7e-24,0,1,1,MMEA9_C1
"stop retained variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"synonymous variant",1,1,3.7e-24,0,1,1,MMEA9_C1
"upstream gene variant",22,35,3.7e-24,-0.6463630453853,0.0107,0.17655,MMEA9_C1
"TF binding site variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice donor region variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"mature miRNA variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"3 prime UTR variant",3,4,3.7e-24,-0.321928094887362,0.6527,1,MMEA9_C2
"5 prime UTR variant",1,1,3.7e-24,0,1,1,MMEA9_C2
"downstream gene variant",26,32,3.7e-24,-0.289506617194985,0.2514,1,MMEA9_C2
"frameshift variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"inframe deletion",0,0,NA,0,1,1,MMEA9_C2
"inframe insertion",0,0,NA,0,1,1,MMEA9_C2
"intergenic variant",144,126,8.73126439405151e-14,0.191224403242769,0.0823,1,MMEA9_C2
"intron variant",216,224,6.13854599392246e-10,-0.0522299587725578,0.4457,1,MMEA9_C2
"missense variant",4,4,3.7e-24,0,1,1,MMEA9_C2
"non coding transcript exon variant",2,2,3.7e-24,0,1,1,MMEA9_C2
"regulatory region variant",20,23,3.7e-24,-0.192645077942396,0.458,1,MMEA9_C2
"splice acceptor variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice region variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"start lost",0,0,3.7e-24,0,1,1,MMEA9_C2
"start retained variant",0,0,NA,0,1,1,MMEA9_C2
"stop gained",1,0,3.7e-24,1,0.2561,1,MMEA9_C2
"stop lost",0,0,3.7e-24,0,1,1,MMEA9_C2
"stop retained variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"synonymous variant",1,1,3.7e-24,0,1,1,MMEA9_C2
"upstream gene variant",31,30,3.7e-24,0.0458036896131247,0.9253,1,MMEA9_C2
"splice donor region variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"TF binding site variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"mature miRNA variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"3 prime UTR variant",6,5,3.7e-24,0.222392421336448,0.8207,1,MMEA9_C3
"5 prime UTR variant",1,1,3.7e-24,0,1,1,MMEA9_C3
"downstream gene variant",30,38,3.7e-24,-0.331205908475373,0.1076,0.9146,MMEA9_C3
"frameshift variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"inframe deletion",0,0,3.7e-24,0,1,1,MMEA9_C3
"inframe insertion",0,0,NA,0,1,1,MMEA9_C3
"intergenic variant",200,141,3.51375649970124e-12,0.501304571674246,0,0,MMEA9_C3
"intron variant",224,274,3.81470427703734e-08,-0.289506617194985,0,0,MMEA9_C3
"missense variant",4,5,3.7e-24,-0.263034405833794,0.6828,1,MMEA9_C3
"non coding transcript exon variant",2,2.5,3.7e-24,-0.207518749639422,0.7874,1,MMEA9_C3
"regulatory region variant",30,29,3.7e-24,0.0473057147783568,0.8548,1,MMEA9_C3
"splice acceptor variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice donor variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice region variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"start lost",0,0,3.7e-24,0,1,1,MMEA9_C3
"start retained variant",0,0,NA,0,1,1,MMEA9_C3
"stop gained",2,0,3.7e-24,1.58496250072116,0.0579,0.6562,MMEA9_C3
"stop lost",0,0,3.7e-24,0,1,1,MMEA9_C3
"stop retained variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"synonymous variant",1,1,3.7e-24,0,1,1,MMEA9_C3
"upstream gene variant",36,36,3.7e-24,0,1,1,MMEA9_C3
"splice donor region variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"TF binding site variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"mature miRNA variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"3 prime UTR variant",80,94,7.83846000492013e-15,-0.230005605446323,0.122512251225123,0.81008100810081,MMEA9_E1
"5 prime UTR variant",14,16,3.7e-24,-0.180572245641821,0.534753475347535,1,MMEA9_E1
"TF binding site variant",2,1,3.7e-24,0.584962500721156,0.666366636663666,1,MMEA9_E1
"downstream gene variant",741,792,0.036820400245161,-0.0959016790831752,0.0529052905290529,0.529052905290529,MMEA9_E1
"frameshift variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"inframe deletion",0,0,NA,0,1,1,MMEA9_E1
"inframe insertion",0,0,3.7e-24,0,1,1,MMEA9_E1
"intergenic variant",3759,3416,0.261518605021537,0.138002414135732,0,0,MMEA9_E1
"intron variant",5456,5752,0.0523054996565613,-0.0762064265115961,0,0,MMEA9_E1
"missense variant",89,96,1.72378365732361e-12,-0.108059745857453,0.436443644364436,1,MMEA9_E1
"non coding transcript exon variant",55,56,1.19604201416255e-23,-0.0255350921071377,0.835183518351835,1,MMEA9_E1
"regulatory region variant",595,561,0.0029273940917011,0.0847422002412354,0.151915191519152,0.81008100810081,MMEA9_E1
"splice acceptor variant",3,1,3.7e-24,1,0.431643164316432,1,MMEA9_E1
"splice donor variant",4,3,3.7e-24,0.321928094887362,0.633163316331633,1,MMEA9_E1
"splice polypyrimidine tract variant / intron variant",5,6,3.7e-24,-0.222392421336448,0.700970097009701,1,MMEA9_E1
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",1,0,3.7e-24,1,0.127012701270127,0.81008100810081,MMEA9_E1
"splice region variant",5,8,3.7e-24,-0.584962500721156,0.162016201620162,0.81008100810081,MMEA9_E1
"start lost",1,0,3.7e-24,1,0.341034103410341,1,MMEA9_E1
"start retained variant",0,0,NA,0,1,1,MMEA9_E1
"stop gained",6,6,3.7e-24,0,1,1,MMEA9_E1
"stop lost",0,0,3.7e-24,0,1,1,MMEA9_E1
"stop retained variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"synonymous variant",39,30,3.7e-24,0.367731784500487,0.183018301830183,0.813414674800814,MMEA9_E1
"upstream gene variant",752,761,0.026064975201586,-0.0171411328213938,0.73967396739674,1,MMEA9_E1
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor region variant / intron variant",0,2,3.7e-24,-1.58496250072116,0.0041004100410041,0.0546721338800547,MMEA9_E1
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,1,3.7e-24,-1,0.490949094909491,1,MMEA9_E1
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"mature miRNA variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor 5th base variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"splice donor region variant / synonymous variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"coding sequence variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"protein altering variant",0,0,3.7e-24,0,1,1,MMEA9_E1
"3 prime UTR variant",28,43,3.7e-24,-0.601450623509725,0.0063,0.0798,MMEA9_E2
"5 prime UTR variant",10,7,3.7e-24,0.459431618637297,0.3326,1,MMEA9_E2
"downstream gene variant",356,364,9.77406991358169e-05,-0.0319723897382799,0.6484,1,MMEA9_E2
"frameshift variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"inframe deletion",0,0,3.7e-24,0,1,1,MMEA9_E2
"inframe insertion",0,0,NA,0,1,1,MMEA9_E2
"intergenic variant",1903,1746,0.212325121445112,0.124153870391184,0,0,MMEA9_E2
"intron variant",2561,2689,0.107384360695479,-0.07033569710234,1e-04,0.0019,MMEA9_E2
"missense variant",33,43,3.7e-24,-0.371968777386958,0.0968,0.613066666666667,MMEA9_E2
"non coding transcript exon variant",28,27,3.7e-24,0.0506260730699681,0.8532,1,MMEA9_E2
"regulatory region variant",305,262,6.97985931865556e-06,0.218468853400349,0.0121,0.11495,MMEA9_E2
"splice acceptor variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor variant",2,1,3.7e-24,0.584962500721156,0.6333,1,MMEA9_E2
"splice polypyrimidine tract variant / intron variant",1,3,3.7e-24,-1,0.2681,1,MMEA9_E2
"splice region variant",2,3,3.7e-24,-0.415037499278844,0.4208,1,MMEA9_E2
"start lost",0,0,3.7e-24,0,1,1,MMEA9_E2
"start retained variant",0,0,NA,0,1,1,MMEA9_E2
"stop gained",4,2,3.7e-24,0.736965594166206,0.3411,1,MMEA9_E2
"stop lost",0,0,3.7e-24,0,1,1,MMEA9_E2
"stop retained variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"synonymous variant",16,13,3.7e-24,0.280107919192735,0.4885,1,MMEA9_E2
"upstream gene variant",308,349,0.00018911370969152,-0.179748083927954,0.0182,0.13832,MMEA9_E2
"TF binding site variant",0,1,3.7e-24,-1,0.5166,1,MMEA9_E2
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor region variant / intron variant",0,1,3.7e-24,-1,0.4379,1,MMEA9_E2
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"mature miRNA variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"splice donor 5th base variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_E2
"3 prime UTR variant",112,138,3.14014154439826e-11,-0.29876211030832,0.0170426065162907,0.116457811194653,MMEA9_E3
"5 prime UTR variant",23,23,3.7e-24,0,1,1,MMEA9_E3
"TF binding site variant",2,2,3.7e-24,0,1,1,MMEA9_E3
"downstream gene variant",1052,1138,0.0361908372697472,-0.113262310682395,0.00601503759398496,0.0616541353383459,MMEA9_E3
"frameshift variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"inframe deletion",0,0,3.7e-24,0,1,1,MMEA9_E3
"inframe insertion",0,0,NA,0,1,1,MMEA9_E3
"intergenic variant",5257,4728,0.417365946664195,0.152979000160241,0,0,MMEA9_E3
"intron variant",7674,8129,0.497365038777184,-0.083088601817486,0,0,MMEA9_E3
"missense variant",103,140,8.09886883969876e-10,-0.439111634257701,0.000300751879699248,0.00411027568922306,MMEA9_E3
"non coding transcript exon variant",86,81,9.49564344969834e-15,0.0853914912306447,0.583759398496241,1,MMEA9_E3
"regulatory region variant",915,838,0.00490084222434881,0.126676787657121,0.010125313283208,0.0830275689223058,MMEA9_E3
"splice acceptor variant",1,1,3.7e-24,0,1,1,MMEA9_E3
"splice donor 5th base variant / intron variant",1,1,3.7e-24,0,1,1,MMEA9_E3
"splice donor region variant / intron variant",2,3,3.7e-24,-0.415037499278844,0.39749373433584,1,MMEA9_E3
"splice donor variant",5,4,3.7e-24,0.263034405833794,0.807218045112782,1,MMEA9_E3
"splice polypyrimidine tract variant / intron variant",6,9,3.7e-24,-0.514573172829758,0.192080200501253,1,MMEA9_E3
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",1,1,3.7e-24,0,1,1,MMEA9_E3
"splice region variant",8,12,3.7e-24,-0.53051471669878,0.225664160401003,1,MMEA9_E3
"start lost",0,0,3.7e-24,0,1,1,MMEA9_E3
"start retained variant",0,0,NA,0,1,1,MMEA9_E3
"stop gained",12,8,3.7e-24,0.53051471669878,0.292431077694236,1,MMEA9_E3
"stop lost",0,0,3.7e-24,0,1,1,MMEA9_E3
"stop retained variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"synonymous variant",38,44,3.7e-24,-0.206450877467426,0.326616541353383,1,MMEA9_E3
"upstream gene variant",1089,1083,0.0627419576042094,0.0079633783104172,0.847418546365915,1,MMEA9_E3
"mature miRNA variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor 5th base variant / synonymous variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor 5th base variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"coding sequence variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"coding sequence variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"splice donor region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_E3
"3 prime UTR variant",4,3,3.7e-24,0.321928094887362,0.5942,1,MMEB9_C1
"5 prime UTR variant",0,0,3.7e-24,0,1,1,MMEB9_C1
"downstream gene variant",19,27,3.7e-24,-0.485426827170242,0.054,0.63,MMEB9_C1
"frameshift variant",0,0,3.7e-24,0,1,1,MMEB9_C1
"inframe deletion",0,0,3.7e-24,0,1,1,MMEB9_C1
"inframe insertion",0,0,NA,0,1,1,MMEB9_C1
"intergenic variant",133,94,4.17216797894285e-18,0.496233582126825,4e-04,0.014,MMEB9_C1
"intron variant",167,193,1.90156485716758e-12,-0.207595419408367,0.0041,0.07175,MMEB9_C1
"missense variant",3,3,3.7e-24,0,1,1,MMEB9_C1
"non coding transcript exon variant",2,2,3.7e-24,0,1,1,MMEB9_C1
"regulatory region variant",25,20,3.7e-24,0.308122295362332,0.2525,1,MMEB9_C1
"splice acceptor variant",0,0,3.7e-24,0,1,1,MMEB9_C1
"splice donor variant",0,0,3.7e-24,0,1,1,MMEB9_C1
"splice region variant",0,0,3.7e-24,0,1,1,MMEB9_C1
"start lost",0,0,3.7e-24,0,1,1,MMEB9_C1
"start retained variant",0,0,NA,0,1,1,MMEB9_C1
"stop gained",0,0,3.7e-24,0,1,1,MMEB9_C1
"stop lost",0,0,3.7e-24,0,1,1,MMEB9_C1
"stop retained variant",0,0,3.7e-24,0,1,1,MMEB9_C1
"synonymous variant",0,1,3.7e-24,-1,0.429,1,MMEB9_C1
"upstream gene variant",18,26,3.7e-24,-0.506959988719883,0.0779,0.681625,MMEB9_C1
"splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,MMEB9_C1
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_C1
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_C1
"splice donor region variant / intron variant",0,0,3.7e-24,0,1,1,MMEB9_C1
"TF binding site variant",0,0,3.7e-24,0,1,1,MMEB9_C1
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEB9_C1
"mature miRNA variant",0,0,3.7e-24,0,1,1,MMEB9_C1
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_C1
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_C1
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_C1
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEB9_C1
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_C1
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEB9_C1
"non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_C1
"3 prime UTR variant",3,4,3.7e-24,-0.321928094887362,0.6348,1,MMEB9_C2
"5 prime UTR variant",0,1,3.7e-24,-1,0.4769,1,MMEB9_C2
"downstream gene variant",24,35,3.7e-24,-0.526068811667588,0.0211,0.2532,MMEB9_C2
"frameshift variant",0,0,3.7e-24,0,1,1,MMEB9_C2
"inframe deletion",0,0,3.7e-24,0,1,1,MMEB9_C2
"inframe insertion",0,0,NA,0,1,1,MMEB9_C2
"intergenic variant",196,154,2.89968659819411e-12,0.345927414182139,3e-04,0.0108,MMEB9_C2
"intron variant",239,263,1.39636267802117e-08,-0.137503523749935,0.0374,0.3366,MMEB9_C2
"missense variant",4,4,3.7e-24,0,1,1,MMEB9_C2
"non coding transcript exon variant",2,2,3.7e-24,0,1,1,MMEB9_C2
"regulatory region variant",16,27,3.7e-24,-0.719892080807265,0.009,0.162,MMEB9_C2
"splice acceptor variant",0,0,3.7e-24,0,1,1,MMEB9_C2
"splice donor variant",0,0,3.7e-24,0,1,1,MMEB9_C2
"splice region variant",0,0,3.7e-24,0,1,1,MMEB9_C2
"start lost",0,0,3.7e-24,0,1,1,MMEB9_C2
"start retained variant",0,0,NA,0,1,1,MMEB9_C2
"stop gained",0,0,3.7e-24,0,1,1,MMEB9_C2
"stop lost",0,0,3.7e-24,0,1,1,MMEB9_C2
"stop retained variant",0,0,3.7e-24,0,1,1,MMEB9_C2
"synonymous variant",0,1,3.7e-24,-1,0.4136,1,MMEB9_C2
"upstream gene variant",45,34,3.7e-24,0.394278939112046,0.0877,0.63144,MMEB9_C2
"splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,MMEB9_C2
"splice donor region variant / intron variant",0,0,3.7e-24,0,1,1,MMEB9_C2
"TF binding site variant",0,0,3.7e-24,0,1,1,MMEB9_C2
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEB9_C2
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_C2
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_C2
"mature miRNA variant",0,0,3.7e-24,0,1,1,MMEB9_C2
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_C2
"non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_C2
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_C2
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEB9_C2
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_C2
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEB9_C2
"splice donor 5th base variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEB9_C2
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_C2
"3 prime UTR variant",1,3,3.7e-24,-1,0.1991,1,MMEB9_C3
"5 prime UTR variant",1,1,3.7e-24,0,1,1,MMEB9_C3
"downstream gene variant",15,27,3.7e-24,-0.807354922057604,0.0028,0.0448,MMEB9_C3
"frameshift variant",0,0,3.7e-24,0,1,1,MMEB9_C3
"inframe deletion",0,0,NA,0,1,1,MMEB9_C3
"inframe insertion",0,0,NA,0,1,1,MMEB9_C3
"intergenic variant",139,100,2.46196073891289e-15,0.471071534193172,3e-04,0.0096,MMEB9_C3
"intron variant",172,188,5.67372520304611e-12,-0.127614196584348,0.08,0.853333333333333,MMEB9_C3
"missense variant",4,4,3.7e-24,0,1,1,MMEB9_C3
"non coding transcript exon variant",3,2,3.7e-24,0.415037499278844,0.73,1,MMEB9_C3
"regulatory region variant",19,21,3.7e-24,-0.137503523749935,0.6532,1,MMEB9_C3
"splice acceptor variant",0,0,3.7e-24,0,1,1,MMEB9_C3
"splice donor variant",0,0,3.7e-24,0,1,1,MMEB9_C3
"splice region variant",0,0,3.7e-24,0,1,1,MMEB9_C3
"start lost",0,0,3.7e-24,0,1,1,MMEB9_C3
"start retained variant",0,0,NA,0,1,1,MMEB9_C3
"stop gained",0,0,3.7e-24,0,1,1,MMEB9_C3
"stop lost",0,0,3.7e-24,0,1,1,MMEB9_C3
"stop retained variant",0,0,3.7e-24,0,1,1,MMEB9_C3
"synonymous variant",0,1,3.7e-24,-1,0.4128,1,MMEB9_C3
"upstream gene variant",21,26,3.7e-24,-0.295455883526171,0.2253,1,MMEB9_C3
"splice donor region variant / intron variant",0,0,3.7e-24,0,1,1,MMEB9_C3
"splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,MMEB9_C3
"TF binding site variant",0,0,3.7e-24,0,1,1,MMEB9_C3
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEB9_C3
"mature miRNA variant",0,0,3.7e-24,0,1,1,MMEB9_C3
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_C3
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_C3
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_C3
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_C3
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_C3
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_C3
"3 prime UTR variant",98,143,1.21991595871909e-09,-0.540568381362703,0,0,MMEB9_E1
"5 prime UTR variant",12,23,3.7e-24,-0.884522782580064,0.0104197976154694,0.0595417006598251,MMEB9_E1
"TF binding site variant",9,2,3.7e-24,1.73696559416621,0.00100190361687206,0.00961827472197175,MMEB9_E1
"downstream gene variant",1217,1208,0.0935371729912747,0.0106998886572088,0.803927462178138,1,MMEB9_E1
"frameshift variant",1,0,3.7e-24,1,0.314998497144575,0.96922614506023,MMEB9_E1
"inframe deletion",0,0,NA,0,1,1,MMEB9_E1
"inframe insertion",0,0,NA,0,1,1,MMEB9_E1
"intergenic variant",5944,5490,0.548901980031033,0.114607898688754,0,0,MMEB9_E1
"intron variant",8536,8958,0.567469499754474,-0.0696085289538292,0,0,MMEB9_E1
"missense variant",108,143,5.90230515560194e-12,-0.401740676665386,0.00120228434024647,0.00961827472197175,MMEB9_E1
"non coding transcript exon variant",86,89,1.13405525764225e-15,-0.0489096004809464,0.747019336739806,1,MMEB9_E1
