"variant_type","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue","pvalue.adj",sample
"stop retained variant",0,0.0292,3.7e-24,-0.0289509775004327,0.0286,0.132275,E3_06_14
"synonymous variant",24,24.8875,3.7e-24,-0.022317554924746,0.8394,1,E3_06_14
"upstream gene variant",641,596.5849,0.0105342733672343,0.104534186170246,0.0679,0.25123,E3_06_14
"TF binding site variant",0,1.335,3.7e-24,-1.0432612505103,0.2766,0.581105555555556,E3_06_14
"splice donor region variant / intron variant",0,1.8907,3.7e-24,-1.35563380699409,0.1508,0.4292,E3_06_14
"splice donor region variant / intron variant / non coding transcript variant",0,0.2393,3.7e-24,-0.227537145016442,0.2119,0.49001875,E3_06_14
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0.6319,3.7e-24,-0.556712872133377,0.132,0.407,E3_06_14
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0.0927,3.7e-24,-0.0909398500028846,0.0885,0.297681818181818,E3_06_14
"splice donor 5th base variant / intron variant",0,0.5125,3.7e-24,-0.464177961565467,0.6874,1,E3_06_14
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0.066,3.7e-24,-0.0651699250014423,0.064,0.25123,E3_06_14
"mature miRNA variant",0,0.0714,3.7e-24,-0.0705114287513702,1,1,E3_06_14
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0.0109,3.7e-24,-0.0109,0.0109,0.0576142857142857,E3_06_14
"non coding transcript variant",0,0.0013,3.7e-24,-0.0013,1,1,E3_06_14
"splice donor region variant / intron variant / NMD transcript variant",0,0.0374,3.7e-24,-0.0371924812503606,1,1,E3_06_14
"coding sequence variant",0,0.001,3.7e-24,-0.001,1,1,E3_06_14
"splice donor region variant / non coding transcript exon variant",0,0.0017,3.7e-24,-0.0017,1,1,E3_06_14
"splice donor 5th base variant / non coding transcript exon variant",0,4e-04,3.7e-24,-4e-04,4e-04,0.0037,E3_06_14
"incomplete terminal codon variant / coding sequence variant",0,0.0016,3.7e-24,-0.0016,0.0016,0.01184,E3_06_14
"3 prime UTR variant",66,63.9879,5.01022154467864e-21,0.0551178804260498,0.847,1,E3_08_16
"5 prime UTR variant",17,11.0202,3.7e-24,0.642762661247502,0.2038,0.371272727272727,E3_08_16
"TF binding site variant",1,1.2652,3.7e-24,0.00210506527129601,1,1,E3_08_16
"downstream gene variant",583,573.9002,0.0103385058187639,0.0238464348915041,0.7002,0.899875,E3_08_16
"frameshift variant",0,0.2103,3.7e-24,-0.20194257032146,0.1908,0.371272727272727,E3_08_16
"inframe deletion",0,0.0084,3.7e-24,-0.0084,1,1,E3_08_16
"inframe insertion",0,0.017,3.7e-24,-0.0169584962500721,0.0169,0.0614545454545454,E3_08_16
"intergenic variant",3043,2801.4085,0.029677955297331,0.119480357214075,0,0,E3_08_16
"intron variant",4102,4382.5933,0.3481548199399,-0.0953503827679626,0,0,E3_08_16
"missense variant",51,68.2928,4.28569806803852e-18,-0.40351591844512,0.0192,0.064,E3_08_16
"non coding transcript exon variant",50,44.7709,3.7e-24,0.171801296465433,0.5051,0.748296296296296,E3_08_16
"regulatory region variant",498,451.6839,0.00728667696572701,0.142072505508531,0.0351,0.0976,E3_08_16
"splice acceptor variant",0,0.8048,3.7e-24,-0.689477352236606,0.4953,0.748296296296296,E3_08_16
"splice donor variant",1,1.8572,3.7e-24,-0.342060762692448,0.5602,0.772689655172414,E3_08_16
"splice polypyrimidine tract variant / intron variant",3,4.3209,3.7e-24,-0.285088960034325,0.525,0.75,E3_08_16
"splice region variant",4,5.8274,3.7e-24,-0.3539043122388,0.4319,0.719833333333333,E3_08_16
"start lost",1,0.2631,3.7e-24,0.750888694360253,0.2303,0.400521739130435,E3_08_16
"start retained variant",0,0,NA,0,1,1,E3_08_16
"stop gained",3,4.1008,3.7e-24,-0.220803312546318,0.4586,0.73376,E3_08_16
"stop lost",0,0.1531,3.7e-24,-0.149030677506202,0.1435,0.318888888888889,E3_08_16
"stop retained variant",0,0.0322,3.7e-24,-0.0320754887502163,0.0319,0.0976,E3_08_16
"synonymous variant",22,21.18,3.7e-24,0.084713138828543,0.9109,1,E3_08_16
"upstream gene variant",527,531.1151,0.00239310166372169,-0.00996697281944045,0.8598,1,E3_08_16
"splice donor region variant / intron variant",0,1.6397,3.7e-24,-1.21898506918045,0.2042,0.371272727272727,E3_08_16
"splice donor 5th base variant / intron variant",0,0.4501,3.7e-24,-0.409467535320878,0.7199,0.899875,E3_08_16
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0.5898,3.7e-24,-0.527017061582775,0.6704,0.893866666666667,E3_08_16
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0.0642,3.7e-24,-0.0634529325012981,0.0624,0.156,E3_08_16
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0.0854,3.7e-24,-0.0835323312532452,0.0809,0.190352941176471,E3_08_16
"splice donor region variant / intron variant / non coding transcript variant",0,0.2121,3.7e-24,-0.203046317513125,0.191,0.371272727272727,E3_08_16
"splice donor region variant / intron variant / NMD transcript variant",0,0.0373,3.7e-24,-0.0369924812503606,0.0366,0.0976,E3_08_16
"coding sequence variant",0,0.0018,3.7e-24,-0.0018,0.0018,0.00888888888888889,E3_08_16
"mature miRNA variant",0,0.0733,3.7e-24,-0.0721039100017308,1,1,E3_08_16
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0.0093,3.7e-24,-0.00925849625007212,0.0092,0.0368,E3_08_16
"non coding transcript variant",0,0.002,3.7e-24,-0.002,0.002,0.00888888888888889,E3_08_16
"incomplete terminal codon variant / coding sequence variant",0,0.0017,3.7e-24,-0.0017,1,1,E3_08_16
"splice donor region variant / non coding transcript exon variant",0,0.0012,3.7e-24,-0.0012,0.0012,0.00685714285714286,E3_08_16
"splice donor 5th base variant / synonymous variant",0,2e-04,3.7e-24,-2e-04,2e-04,0.0016,E3_08_16
"splice donor 5th base variant / non coding transcript exon variant",0,3e-04,3.7e-24,-3e-04,3e-04,0.002,E3_08_16
"splice donor region variant / synonymous variant",0,1e-04,3.7e-24,-1e-04,1e-04,0.001,E3_08_16
"coding sequence variant / NMD transcript variant",0,1e-04,3.7e-24,-1e-04,1e-04,0.001,E3_08_16
"3 prime UTR variant",3,4.599,3.7e-24,-0.366621679808783,0.5164,0.919657894736842,MMEA9_C1
"5 prime UTR variant",0,1.0799,3.7e-24,-0.882565297072224,0.3611,0.74476875,MMEA9_C1
"downstream gene variant",36,35.8356,3.7e-24,0.0244874712372602,0.934,1,MMEA9_C1
"frameshift variant",0,0.1502,3.7e-24,-0.146779700005769,0.142,0.3333,MMEA9_C1
"inframe deletion",0,0,NA,0,1,1,MMEA9_C1
"inframe insertion",0,0,NA,0,1,1,MMEA9_C1
"intergenic variant",173,138.0889,1.99027947631432e-11,0.326856552034031,0.0021,0.0231,MMEA9_C1
"intron variant",248,263.8239,6.30549790909668e-09,-0.0875422849373769,0.1515,0.3333,MMEA9_C1
"missense variant",4,4.8308,3.7e-24,-0.109599540726503,0.8227,1,MMEA9_C1
"non coding transcript exon variant",4,2.6731,3.7e-24,0.6052335924206,0.5295,0.919657894736842,MMEA9_C1
"regulatory region variant",24,27.4691,3.7e-24,-0.16367543239645,0.5007,0.919657894736842,MMEA9_C1
"splice acceptor variant",1,0.0835,3.7e-24,0.918035638747332,0.0798,0.2046,MMEA9_C1
"splice donor variant",0,0.0847,3.7e-24,-0.0829813537528125,0.0806,0.2046,MMEA9_C1
"splice region variant",0,0.4247,3.7e-24,-0.389928989078596,0.069,0.2046,MMEA9_C1
"start lost",0,0.0068,3.7e-24,-0.0068,0.0068,0.0418,MMEA9_C1
"start retained variant",0,0,NA,0,1,1,MMEA9_C1
"stop gained",1,0.3729,3.7e-24,0.654638116858957,0.0548,0.18084,MMEA9_C1
"stop lost",0,0.0076,3.7e-24,-0.0076,0.0076,0.0418,MMEA9_C1
"stop retained variant",0,0.0027,3.7e-24,-0.0027,1,1,MMEA9_C1
"synonymous variant",1,1.6383,3.7e-24,-0.219292572618405,0.7414,1,MMEA9_C1
"upstream gene variant",22,35.2435,3.7e-24,-0.637579816118663,0.0102,0.042075,MMEA9_C1
"TF binding site variant",0,0.0769,3.7e-24,-0.0752888725024519,1,1,MMEA9_C1
"splice polypyrimidine tract variant / intron variant",0,0.3092,3.7e-24,-0.289575992512546,1,1,MMEA9_C1
"splice donor 5th base variant / intron variant",0,0.048,3.7e-24,-0.0474604512509375,0.0467,0.171233333333333,MMEA9_C1
"splice donor region variant / intron variant",0,0.0883,3.7e-24,-0.0864738350031731,1,1,MMEA9_C1
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0.0044,3.7e-24,-0.0044,1,1,MMEA9_C1
"splice donor region variant / intron variant / non coding transcript variant",0,0.0099,3.7e-24,-0.0099,0.0099,0.042075,MMEA9_C1
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0.0335,3.7e-24,-0.0331679700005769,1,1,MMEA9_C1
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0.0016,3.7e-24,-0.0016,0.0016,0.0231,MMEA9_C1
"mature miRNA variant",0,0.0044,3.7e-24,-0.0044,1,1,MMEA9_C1
"splice donor region variant / non coding transcript exon variant",0,1e-04,3.7e-24,-1e-04,1e-04,0.0033,MMEA9_C1
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0.0064,3.7e-24,-0.00635849625007212,0.0063,0.0418,MMEA9_C1
"splice donor region variant / intron variant / NMD transcript variant",0,0.0017,3.7e-24,-0.0017,1,1,MMEA9_C1
"3 prime UTR variant",3,3.8088,3.7e-24,-0.132613256867947,0.5953,1,MMEA9_C2
"5 prime UTR variant",1,0.7945,3.7e-24,0.318688964016927,1,1,MMEA9_C2
"downstream gene variant",26,31.6662,3.7e-24,-0.254402277617254,0.2351,0.507875,MMEA9_C2
"frameshift variant",0,0.1701,3.7e-24,-0.164893083758005,0.1578,0.383228571428571,MMEA9_C2
"inframe deletion",0,0,NA,0,1,1,MMEA9_C2
"inframe insertion",0,0,NA,0,1,1,MMEA9_C2
"intergenic variant",144,126.0872,8.73126439405151e-14,0.194300689200394,0.0752,0.1972,MMEA9_C2
"intron variant",216,223.6758,6.13854599392246e-10,-0.04852456930299,0.4735,0.847315789473684,MMEA9_C2
"missense variant",4,3.8814,3.7e-24,0.161409560091738,1,1,MMEA9_C2
"non coding transcript exon variant",2,2.3112,3.7e-24,0.0248574075343769,0.7375,1,MMEA9_C2
"regulatory region variant",20,23.6095,3.7e-24,-0.201636341867743,0.3978,0.7514,MMEA9_C2
"splice acceptor variant",0,0.0781,3.7e-24,-0.0769793987519471,0.0754,0.1972,MMEA9_C2
"splice donor variant",0,0.0654,3.7e-24,-0.064694436251226,0.0637,0.196890909090909,MMEA9_C2
"splice region variant",0,0.3614,3.7e-24,-0.336584439389961,1,1,MMEA9_C2
"start lost",0,0.0086,3.7e-24,-0.0086,0.0086,0.03655,MMEA9_C2
"start retained variant",0,0,NA,0,1,1,MMEA9_C2
"stop gained",1,0.2966,3.7e-24,0.720754408106143,0.2561,0.5122,MMEA9_C2
"stop lost",0,0.0058,3.7e-24,-0.0058,0.0058,0.0301142857142857,MMEA9_C2
"stop retained variant",0,7e-04,3.7e-24,-7e-04,1,1,MMEA9_C2
"synonymous variant",1,1.3036,3.7e-24,-0.0231606468425943,1,1,MMEA9_C2
"upstream gene variant",31,30.3689,3.7e-24,0.0497365586987865,0.8487,1,MMEA9_C2
"splice donor region variant / intron variant",0,0.0758,3.7e-24,-0.0746869175015865,1,1,MMEA9_C2
"splice polypyrimidine tract variant / intron variant",0,0.2761,3.7e-24,-0.260037771890396,0.239,0.507875,MMEA9_C2
"TF binding site variant",0,0.0658,3.7e-24,-0.0648454137516587,0.0635,0.196890909090909,MMEA9_C2
"splice donor 5th base variant / intron variant",0,0.0302,3.7e-24,-0.0299924812503606,1,1,MMEA9_C2
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0.0309,3.7e-24,-0.0305679700005769,0.0301,0.113711111111111,MMEA9_C2
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0.0062,3.7e-24,-0.0062,0.0062,0.0301142857142857,MMEA9_C2
"splice donor region variant / intron variant / NMD transcript variant",0,0.0013,3.7e-24,-0.0013,1,1,MMEA9_C2
"splice donor region variant / intron variant / non coding transcript variant",0,0.0123,3.7e-24,-0.0122584962500721,1,1,MMEA9_C2
"mature miRNA variant",0,0.0022,3.7e-24,-0.0022,0.0022,0.0187,MMEA9_C2
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0.0034,3.7e-24,-0.0034,0.0034,0.02312,MMEA9_C2
"splice donor 5th base variant / intron variant / NMD transcript variant",0,5e-04,3.7e-24,-5e-04,5e-04,0.00566666666666667,MMEA9_C2
"coding sequence variant",0,2e-04,3.7e-24,-2e-04,2e-04,0.0034,MMEA9_C2
"splice donor region variant / non coding transcript exon variant",0,2e-04,3.7e-24,-2e-04,2e-04,0.0034,MMEA9_C2
"3 prime UTR variant",6,4.7773,3.7e-24,0.389438447379575,0.4996,1,MMEA9_C3
"5 prime UTR variant",1,1.0142,3.7e-24,0.165567041514291,1,1,MMEA9_C3
"downstream gene variant",30,38.4608,3.7e-24,-0.331455394879092,0.1166,0.304953846153846,MMEA9_C3
"frameshift variant",0,0.0842,3.7e-24,-0.0827303762523798,0.0807,0.22865,MMEA9_C3
"inframe deletion",0,0.0067,3.7e-24,-0.0067,1,1,MMEA9_C3
"inframe insertion",0,0,NA,0,1,1,MMEA9_C3
"intergenic variant",200,141.4413,3.51375649970124e-12,0.500608565432802,0,0,MMEA9_C3
"intron variant",224,273.9463,3.81470427703734e-08,-0.287970382910275,0,0,MMEA9_C3
"missense variant",4,5.1357,3.7e-24,-0.185691661719851,0.5043,1,MMEA9_C3
"non coding transcript exon variant",2,2.6896,3.7e-24,-0.136459087533754,0.5406,1,MMEA9_C3
"regulatory region variant",30,28.6909,3.7e-24,0.0852893254215925,0.7779,1,MMEA9_C3
"splice acceptor variant",0,0.0896,3.7e-24,-0.0880228575027404,1,1,MMEA9_C3
"splice donor variant",0,0.0814,3.7e-24,-0.0799133837522356,1,1,MMEA9_C3
"splice region variant",0,0.451,3.7e-24,-0.411186482821887,0.7179,1,MMEA9_C3
"start lost",0,0.0063,3.7e-24,-0.0063,0.0063,0.0306,MMEA9_C3
"start retained variant",0,0,NA,0,1,1,MMEA9_C3
"stop gained",2,0.3864,3.7e-24,1.22820944009036,0.0579,0.19686,MMEA9_C3
"stop lost",0,0.0091,3.7e-24,-0.0091,1,1,MMEA9_C3
"stop retained variant",0,0.0018,3.7e-24,-0.0018,0.0018,0.01224,MMEA9_C3
"synonymous variant",1,1.6476,3.7e-24,-0.226124984619008,0.7416,1,MMEA9_C3
"upstream gene variant",36,36.446,3.7e-24,0.00040062499999399,0.9291,1,MMEA9_C3
"splice donor region variant / intron variant",0,0.0971,3.7e-24,-0.095115338753101,1,1,MMEA9_C3
"splice donor 5th base variant / intron variant",0,0.0515,3.7e-24,-0.0510434587507933,0.0504,0.1904,MMEA9_C3
"splice polypyrimidine tract variant / intron variant",0,0.3411,3.7e-24,-0.318627596886933,1,1,MMEA9_C3
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0.0057,3.7e-24,-0.0057,1,1,MMEA9_C3
"TF binding site variant",0,0.0783,3.7e-24,-0.0771378950020192,0.0755,0.22865,MMEA9_C3
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0.0377,3.7e-24,-0.0372019550008654,0.0365,0.155125,MMEA9_C3
"splice donor region variant / intron variant / non coding transcript variant",0,0.01,3.7e-24,-0.01,1,1,MMEA9_C3
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0.004,3.7e-24,-0.004,1,1,MMEA9_C3
"mature miRNA variant",0,0.0038,3.7e-24,-0.0038,1,1,MMEA9_C3
"splice donor region variant / intron variant / NMD transcript variant",0,0.0023,3.7e-24,-0.0023,0.0023,0.0130333333333333,MMEA9_C3
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0.0011,3.7e-24,-0.0011,1,1,MMEA9_C3
"incomplete terminal codon variant / coding sequence variant",0,1e-04,3.7e-24,-1e-04,1e-04,0.00113333333333333,MMEA9_C3
"splice donor region variant / non coding transcript exon variant",0,4e-04,3.7e-24,-4e-04,4e-04,0.0034,MMEA9_C3
"3 prime UTR variant",80,94.2312231223122,7.83846000492013e-15,-0.226076420797214,0.122512251225123,0.632863286328633,MMEA9_E1
"5 prime UTR variant",14,15.9423942394239,3.7e-24,-0.133670670762396,0.534753475347535,1,MMEA9_E1
"TF binding site variant",2,1.53235323532353,3.7e-24,0.424306085118706,0.746574657465747,1,MMEA9_E1
"downstream gene variant",741,791.688468846885,0.036820400245161,-0.0944745113105686,0.0573057305730573,0.573057305730573,MMEA9_E1
"frameshift variant",0,0.167616761676168,3.7e-24,-0.162218779386448,1,1,MMEA9_E1
"inframe deletion",0,0,NA,0,1,1,MMEA9_E1
"inframe insertion",0,0.0059005900590059,3.7e-24,-0.0059005900590059,1,1,MMEA9_E1
"intergenic variant",3759,3416.45154515452,0.261518605021537,0.137960541528154,0,0,MMEA9_E1
"intron variant",5456,5752.58385838584,0.0523054996565613,-0.0762894966182526,0,0,MMEA9_E1
"missense variant",89,96.0709070907091,1.72378365732361e-12,-0.101845671542365,0.471847184718472,1,MMEA9_E1
"non coding transcript exon variant",55,56.3278327832783,1.19604201416255e-23,-0.0215864101095307,0.835183518351835,1,MMEA9_E1
"regulatory region variant",595,561.510851085108,0.0029273940917011,0.0846458684358087,0.158215821582158,0.632863286328633,MMEA9_E1
"splice acceptor variant",3,1.07830783078308,3.7e-24,1.11802770250031,0.431643164316432,1,MMEA9_E1
"splice donor variant",4,2.71787178717872,3.7e-24,0.58253454963023,0.382838283828383,1,MMEA9_E1
"splice polypyrimidine tract variant / intron variant",5,6.23062306230623,3.7e-24,-0.173450183509351,0.700970097009701,1,MMEA9_E1
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",1,0.134613461346135,3.7e-24,0.868635421977877,0.127012701270127,0.632863286328633,MMEA9_E1
"splice region variant",5,8.22672267226723,3.7e-24,-0.544433352261981,0.20952095209521,0.761894371255307,MMEA9_E1
"start lost",1,0.416441644164416,3.7e-24,0.616678418135008,1,1,MMEA9_E1
"start retained variant",0,0,NA,0,1,1,MMEA9_E1
"stop gained",6,5.85738573857386,3.7e-24,0.126844189508122,1,1,MMEA9_E1
"stop lost",0,0.208420842084208,3.7e-24,-0.199670218903055,1,1,MMEA9_E1
"stop retained variant",0,0.0425042504250425,3.7e-24,-0.042006155616427,1,1,MMEA9_E1
"synonymous variant",39,29.8311831183118,3.7e-24,0.399193635988847,0.144414441444144,0.632863286328633,MMEA9_E1
"upstream gene variant",752,761.280728072807,0.026064975201586,-0.0167838530737879,0.73967396739674,1,MMEA9_E1
"splice donor 5th base variant / intron variant",0,0.647464746474647,3.7e-24,-0.572709758483194,0.656465646564656,1,MMEA9_E1
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0.0808080808080808,3.7e-24,-0.0791797979821059,0.077007700770077,0.613394672800613,MMEA9_E1
"splice donor region variant / intron variant",0,2.42274227422742,3.7e-24,-1.60625199805896,0.092009200920092,0.613394672800613,MMEA9_E1
"splice donor region variant / intron variant / non coding transcript variant",0,0.292829282928293,3.7e-24,-0.275924511831914,1,1,MMEA9_E1
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0.82018201820182,3.7e-24,-0.700027724761885,0.490949094909491,1,MMEA9_E1
"splice donor region variant / intron variant / NMD transcript variant",0,0.0528052805280528,3.7e-24,-0.0523902015208732,1,1,MMEA9_E1
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0.0141014101410141,3.7e-24,-0.0141014101410141,0.0141014101410141,0.188018801880188,MMEA9_E1
"mature miRNA variant",0,0.0828082808280828,3.7e-24,-0.0813139964022364,1,1,MMEA9_E1
"incomplete terminal codon variant / coding sequence variant",0,0.0024002400240024,3.7e-24,-0.0024002400240024,1,1,MMEA9_E1
"non coding transcript variant",0,0.0032003200320032,3.7e-24,-0.0032003200320032,1,1,MMEA9_E1
"coding sequence variant",0,0.0021002100210021,3.7e-24,-0.0021002100210021,1,1,MMEA9_E1
"splice donor region variant / non coding transcript exon variant",0,0.004000400040004,3.7e-24,-0.004000400040004,1,1,MMEA9_E1
"splice donor 5th base variant / non coding transcript exon variant",0,0.0008000800080008,3.7e-24,-0.0008000800080008,1,1,MMEA9_E1
"splice donor region variant / synonymous variant",0,0.0001000100010001,3.7e-24,-0.0001000100010001,1,1,MMEA9_E1
"coding sequence variant / NMD transcript variant",0,0.0002000200020002,3.7e-24,-0.0002000200020002,1,1,MMEA9_E1
"protein altering variant",0,0.0024002400240024,3.7e-24,-0.0024002400240024,1,1,MMEA9_E1
"3 prime UTR variant",28,43.3849,3.7e-24,-0.598080586747113,0.0084,0.0354666666666667,MMEA9_E2
"5 prime UTR variant",10,6.9249,3.7e-24,0.558246150412959,0.3326,0.549513043478261,MMEA9_E2
"downstream gene variant",356,363.7635,9.77406991358169e-05,-0.0292163525218601,0.667,0.874,MMEA9_E2
"frameshift variant",0,0.0694,3.7e-24,-0.0684454137516587,1,1,MMEA9_E2
"inframe deletion",0,0.0133,3.7e-24,-0.0133,0.0133,0.0459454545454545,MMEA9_E2
"inframe insertion",0,0,NA,0,1,1,MMEA9_E2
"intergenic variant",1903,1746.3342,0.212325121445112,0.124158140991887,0,0,MMEA9_E2
"intron variant",2561,2688.7176,0.107384360695479,-0.0700457329296295,1e-04,0.0019,MMEA9_E2
"missense variant",33,42.8451,3.7e-24,-0.350954296780187,0.0764,0.170776470588235,MMEA9_E2
"non coding transcript exon variant",28,27.0257,3.7e-24,0.0750510403129483,0.9279,1,MMEA9_E2
"regulatory region variant",305,261.7632,6.97985931865556e-06,0.222364347937735,0.0112,0.04256,MMEA9_E2
"splice acceptor variant",0,0.4628,3.7e-24,-0.422348237833428,0.7076,0.896293333333333,MMEA9_E2
"splice donor variant",2,1.2072,3.7e-24,0.619586588874257,0.4167,0.633384,MMEA9_E2
"splice polypyrimidine tract variant / intron variant",1,2.7252,3.7e-24,-0.73814196100103,0.3061,0.528718181818182,MMEA9_E2
"splice region variant",2,3.6313,3.7e-24,-0.490990026670877,0.1971,0.37449,MMEA9_E2
"start lost",0,0.1685,3.7e-24,-0.162927068758293,0.1554,0.3108,MMEA9_E2
"start retained variant",0,0,NA,0,1,1,MMEA9_E2
"stop gained",4,2.6244,3.7e-24,0.624254697912019,0.5306,0.7201,MMEA9_E2
"stop lost",0,0.0901,3.7e-24,-0.0885058650025962,0.0863,0.182188888888889,MMEA9_E2
"stop retained variant",0,0.0166,3.7e-24,-0.0165169925001442,0.0164,0.0519333333333333,MMEA9_E2
"synonymous variant",16,13.2823,3.7e-24,0.301173202993389,0.4885,0.713961538461538,MMEA9_E2
"upstream gene variant",308,349.1874,0.00018911370969152,-0.178560554901805,0.0182,0.0523857142857143,MMEA9_E2
"TF binding site variant",0,0.7404,3.7e-24,-0.64119388195294,0.5166,0.7201,MMEA9_E2
"splice donor 5th base variant / intron variant",0,0.292,3.7e-24,-0.275528273773582,0.2535,0.458714285714286,MMEA9_E2
"splice donor region variant / intron variant",0,1.0603,3.7e-24,-0.867571874694933,0.3702,0.58615,MMEA9_E2
"splice donor region variant / intron variant / non coding transcript variant",0,0.1291,3.7e-24,-0.125936241254976,1,1,MMEA9_E2
"splice donor region variant / intron variant / NMD transcript variant",0,0.0195,3.7e-24,-0.0194169925001442,0.0193,0.0523857142857143,MMEA9_E2
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0.36,3.7e-24,-0.335252083770407,1,1,MMEA9_E2
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0.0557,3.7e-24,-0.0551434587507933,0.0544,0.1292,MMEA9_E2
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0.0394,3.7e-24,-0.0390679700005769,0.0386,0.0977866666666667,MMEA9_E2
"coding sequence variant",0,0.0014,3.7e-24,-0.0014,0.0014,0.0076,MMEA9_E2
"mature miRNA variant",0,0.0453,3.7e-24,-0.0448434587507933,1,1,MMEA9_E2
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0.0074,3.7e-24,-0.0074,0.0074,0.03515,MMEA9_E2
"splice donor region variant / non coding transcript exon variant",0,6e-04,3.7e-24,-6e-04,6e-04,0.0038,MMEA9_E2
"splice donor region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,3e-04,3.7e-24,-3e-04,3e-04,0.00285,MMEA9_E2
"non coding transcript variant",0,7e-04,3.7e-24,-7e-04,1,1,MMEA9_E2
"incomplete terminal codon variant / coding sequence variant",0,5e-04,3.7e-24,-5e-04,5e-04,0.0038,MMEA9_E2
"splice donor 5th base variant / non coding transcript exon variant",0,3e-04,3.7e-24,-3e-04,3e-04,0.00285,MMEA9_E2
"3 prime UTR variant",112,137.821553884712,3.14014154439826e-11,-0.29171097468554,0.0170426065162907,0.060969089390142,MMEA9_E3
"5 prime UTR variant",23,22.997694235589,3.7e-24,0.0300982454241405,1,1,MMEA9_E3
"TF binding site variant",2,2.35889724310777,3.7e-24,0.00325603939162257,0.734736842105263,1,MMEA9_E3
"downstream gene variant",1052,1138.13543859649,0.0361908372697472,-0.112848404423683,0.00601503759398496,0.0274018379281537,MMEA9_E3
"frameshift variant",0,0.123609022556391,3.7e-24,-0.121220344615505,0.117894736842105,0.345263157894737,MMEA9_E3
"inframe deletion",0,0.0344862155388471,3.7e-24,-0.0343197844614421,1,1,MMEA9_E3
"inframe insertion",0,0,NA,0,1,1,MMEA9_E3
"intergenic variant",5257,4728.34466165414,0.417365946664195,0.152981463969046,0,0,MMEA9_E3
"intron variant",7674,8128.57122807018,0.497365038777184,-0.0829679150630857,0,0,MMEA9_E3
"missense variant",103,140.066165413534,8.09886883969876e-10,-0.434756755563446,0.000300751879699248,0.00411027568922306,MMEA9_E3
"non coding transcript exon variant",86,81.2915288220551,9.49564344969834e-15,0.0891472161892212,0.618546365914787,1,MMEA9_E3
"regulatory region variant",915,838.254636591479,0.00490084222434881,0.127053963975471,0.010125313283208,0.0415137844611529,MMEA9_E3
"splice acceptor variant",1,1.67177944862155,3.7e-24,-0.239426423314336,0.735639097744361,1,MMEA9_E3
"splice donor 5th base variant / intron variant",1,1.011328320802,3.7e-24,0.165347837420471,0.632481203007519,1,MMEA9_E3
"splice donor region variant / intron variant",2,3.35077694235589,3.7e-24,-0.394081155981396,0.270175438596491,0.583010156971376,MMEA9_E3
"splice donor variant",5,4.02676691729323,3.7e-24,0.386938846143717,0.807218045112782,1,MMEA9_E3
"splice polypyrimidine tract variant / intron variant",6,9.03568922305764,3.7e-24,-0.448994740532521,0.192080200501253,0.492205513784461,MMEA9_E3
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",1,1.11087719298246,3.7e-24,0.0993468597135263,0.632581453634085,1,MMEA9_E3
"splice region variant",8,11.7905764411028,3.7e-24,-0.451810920101112,0.225664160401003,0.54369813422445,MMEA9_E3
"start lost",0,0.549874686716792,3.7e-24,-0.495466578639409,0.676992481203007,1,MMEA9_E3
"start retained variant",0,0,NA,0,1,1,MMEA9_E3
"stop gained",12,8.21924812030075,3.7e-24,0.569876683311427,0.238696741854637,0.54369813422445,MMEA9_E3
"stop lost",0,0.298646616541353,3.7e-24,-0.280573491874192,1,1,MMEA9_E3
"stop retained variant",0,0.053734335839599,3.7e-24,-0.0532766503767351,1,1,MMEA9_E3
"synonymous variant",38,43.9525814536341,3.7e-24,-0.188882924791098,0.365213032581454,0.74868671679198,MMEA9_E3
