"variant_type","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue","pvalue.adj",sample
"snv noncoding downstream gene",1198,1191.18815749925,0.11648938329544,0.0087821480673257,0.850916741809438,0.850916741809438,MMEB9_E1
"snv noncoding intergenic",2034,5475.84971445747,0.526453135903616,-1.42822577600607,0,0,MMEB9_E1
"snv noncoding intron",6421,6946.48251678189,0.0935911741871818,-0.113403505254053,0,0,MMEB9_E1
"snv noncoding nmd",191,205.67277827873,3.59653539319343e-06,-0.102799949460994,0.275323113916441,0.350411235893653,MMEB9_E1
"snv noncoding regulatory",967,892.109407874962,0.0331745962193562,0.116943690438632,0.0159302675082657,0.027877968139465,MMEB9_E1
"snv noncoding splice",21,31.2503757138563,3.7e-24,-0.529933296933544,0.0372708145476405,0.057976822629663,MMEB9_E1
"snv noncoding transcript exon",86,88.5539525097686,1.81200498018637e-15,-0.0339609590838929,0.746017433122934,0.803403389517005,MMEB9_E1
"snv noncoding transcript intron",1932,1812.71315499449,0.00172233269027928,0.0922486935422569,0.00400761446748823,0.0093511004241392,MMEB9_E1
"snv noncoding upstream gene",1133,1119.42240256487,0.0551088976994841,0.0179745199786228,0.694719967939084,0.803403389517005,MMEB9_E1
"undefined",1,0.133253181043984,3.7e-24,0.870332427857232,0.124737000300571,0.1746318004208,MMEB9_E1
"snv coding nonsynonymous",43,65.6613,8.08699281266452e-20,-0.588959167096627,0.0012,0.0056,MMEB9_E2
"snv coding synonymous",24,19.7407,3.7e-24,0.303317446278574,0.3797,0.664475,MMEB9_E2
"snv noncoding 3prime UTR",52,60.3353,1.76008177145805e-20,-0.199109395581224,0.2753,0.5942,MMEB9_E2
"snv noncoding 5prime UTR",8,10.0408,3.7e-24,-0.230299117327657,0.4339,0.67298,MMEB9_E2
"snv noncoding downstream gene",502,512.7408,0.012087872926958,-0.0291754738090736,0.6142,0.781709090909091,MMEB9_E2
"snv noncoding intergenic",1064,2465.901,0.205641567079924,-1.21163731162641,0,0,MMEB9_E2
"snv noncoding intron",2848,3119.4023,0.285225072770624,-0.131132807123768,0,0,MMEB9_E2
"snv noncoding nmd",108,100.2839,1.8854657611509e-12,0.112845579868588,0.4807,0.67298,MMEB9_E2
"snv noncoding regulatory",395,387.9868,0.00204631887094209,0.0275437727412315,0.734,0.790461538461538,MMEB9_E2
"snv noncoding splice",10,13.5493,3.7e-24,-0.35485731206113,0.2971,0.5942,MMEB9_E2
"snv noncoding transcript exon",29,37.3736,3.7e-24,-0.336607572069715,0.1328,0.38528,MMEB9_E2
"snv noncoding transcript intron",907,865.0438,0.0470023639115523,0.0689919854602801,0.1376,0.38528,MMEB9_E2
"snv noncoding upstream gene",481,488.698,0.00100763765988389,-0.0214596418067316,0.7278,0.790461538461538,MMEB9_E2
"undefined",0,0.0578,3.7e-24,-0.0571359400011539,1,1,MMEB9_E2
"snv coding nonsynonymous",71,83.6247,7.71556209686127e-16,-0.224516335149435,0.1271,0.35672,MMEB9_E3
"snv coding synonymous",24,25.3449,3.7e-24,-0.0480297115712539,0.7717,0.900316666666667,MMEB9_E3
"snv noncoding 3prime UTR",63,73.152,9.87753125773309e-20,-0.202958625591108,0.2154,0.37695,MMEB9_E3
"snv noncoding 5prime UTR",16,11.9648,3.7e-24,0.446417775725355,0.3106,0.483155555555556,MMEB9_E3
"snv noncoding downstream gene",642,645.2056,0.00365750334235378,-0.00613124587145121,0.9005,0.969769230769231,MMEB9_E3
"snv noncoding intergenic",1085,3058.4323,0.0240345320350059,-1.49407801812104,0,0,MMEB9_E3
"snv noncoding intron",3540,3907.1492,0.217628363917289,-0.142217702080124,0,0,MMEB9_E3
"snv noncoding nmd",101,113.9488,4.84678259533377e-13,-0.166319922033737,0.1869,0.3738,MMEB9_E3
"snv noncoding regulatory",556,472.1769,0.00231657611727045,0.236730702905185,4e-04,0.00186666666666667,MMEB9_E3
"snv noncoding splice",12,17.191,3.7e-24,-0.445326423201999,0.1274,0.35672,MMEB9_E3
"snv noncoding transcript exon",52,46.5148,3.7e-24,0.172505224727533,0.4555,0.579727272727273,MMEB9_E3
"snv noncoding transcript intron",1006,983.1048,0.0426777337952325,0.033839280384062,0.4454,0.579727272727273,MMEB9_E3
"snv noncoding upstream gene",637,605.023,0.0187685324006116,0.0752668585471502,0.1826,0.3738,MMEB9_E3
"undefined",0,0.0767,3.7e-24,-0.0752718800023077,1,1,MMEB9_E3
