"variant_type","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue","pvalue.adj",sample
"splice donor region variant / intron variant / non coding transcript variant",1,0,3.7e-24,1,0.0959,1,E1_08_16
"splice donor variant",2,0,3.7e-24,1.58496250072116,0.1478,1,E1_08_16
"splice polypyrimidine tract variant / intron variant",3,2,3.7e-24,0.415037499278844,0.7315,1,E1_08_16
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",1,0,3.7e-24,1,0.2338,1,E1_08_16
"splice region variant / splice polypyrimidine tract variant / intron variant",1,1,3.7e-24,0,1,1,E1_08_16
"splice region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",1,0,3.7e-24,1,0.1712,1,E1_08_16
"splice region variant / synonymous variant",1,0,3.7e-24,1,0.2571,1,E1_08_16
"stop gained",4,2,3.7e-24,0.736965594166206,0.2739,1,E1_08_16
"stop gained / NMD transcript variant",1,0,3.7e-24,1,0.0111,0.252525,E1_08_16
"synonymous variant",6,10,3.7e-24,-0.652076696579693,0.1512,1,E1_08_16
"upstream gene variant",240,239,6.42772335840329e-05,0.00599874062144307,0.9709,1,E1_08_16
"5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice acceptor variant",0,0,3.7e-24,0,1,1,E1_08_16
"missense variant / splice region variant",0,1,3.7e-24,-1,0.4698,1,E1_08_16
"splice region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E1_08_16
"frameshift variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice donor region variant / intron variant",0,1,3.7e-24,-1,0.532,1,E1_08_16
"splice donor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice region variant / intron variant",0,0,3.7e-24,0,1,1,E1_08_16
"missense variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"mature miRNA variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice region variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,E1_08_16
"stop retained variant",0,0,3.7e-24,0,1,1,E1_08_16
"stop gained / splice region variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"start lost",0,0,3.7e-24,0,1,1,E1_08_16
"stop lost / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"stop lost",0,0,3.7e-24,0,1,1,E1_08_16
"splice region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice region variant / 3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice acceptor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice region variant / splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice acceptor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice region variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,E1_08_16
"frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,E1_08_16
"inframe deletion",0,0,3.7e-24,0,1,1,E1_08_16
"splice donor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice region variant / 5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"missense variant / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"start lost / splice region variant",0,0,3.7e-24,0,1,1,E1_08_16
"frameshift variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"stop gained / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice region variant / synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"start lost / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice donor variant / splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,E1_08_16
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,E1_08_16
"frameshift variant / stop retained variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice donor variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E1_08_16
"coding sequence variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice acceptor variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E1_08_16
"missense variant / splice donor 5th base variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice donor variant / splice polypyrimidine tract variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice donor variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice acceptor variant / coding sequence variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice acceptor variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,E1_08_16
"non coding transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"start lost / 5 prime UTR variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice donor variant / splice donor region variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,E1_08_16
"frameshift variant / stop lost",0,0,3.7e-24,0,1,1,E1_08_16
"splice acceptor variant / splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,E1_08_16
"missense variant / splice donor region variant",0,0,3.7e-24,0,1,1,E1_08_16
"stop gained / frameshift variant",0,0,3.7e-24,0,1,1,E1_08_16
"stop retained variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice donor 5th base variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice donor 5th base variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E1_08_16
"stop retained variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice donor variant / splice donor region variant / 5 prime UTR variant / intron variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice donor variant / splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E1_08_16
"inframe deletion / splice region variant",0,0,3.7e-24,0,1,1,E1_08_16
"stop lost / splice region variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice donor variant / splice donor region variant / non coding transcript exon variant / intron variant",0,0,3.7e-24,0,1,1,E1_08_16
"splice donor variant / coding sequence variant",0,0,3.7e-24,0,1,1,E1_08_16
"3 prime UTR variant",23,29,3.7e-24,-0.321928094887362,0.2373,1,E2_06_14
"5 prime UTR variant",3,5,3.7e-24,-0.584962500721156,0.2647,1,E2_06_14
"TF binding site variant",1,0,3.7e-24,1,0.4063,1,E2_06_14
"downstream gene variant",266,253,1.81056018189112e-06,0.072011244915388,0.4206,1,E2_06_14
"intergenic variant",1167,1063,0.0421907103379057,0.134542123378828,4e-04,0.0164,E2_06_14
"intron variant",1273,1426,0.0185371866259892,-0.163620057219463,0,0,E2_06_14
"intron variant / NMD transcript variant",27,32,3.7e-24,-0.237039197300849,0.3824,1,E2_06_14
"intron variant / non coding transcript variant",393,365,1.74762821520801e-05,0.106351981172334,0.1365,1,E2_06_14
"missense variant",34,30,3.7e-24,0.175086706558091,0.4664,1,E2_06_14
"missense variant / splice region variant",1,1,3.7e-24,0,1,1,E2_06_14
"non coding transcript exon variant",23,18,3.7e-24,0.337034987277571,0.3467,1,E2_06_14
"regulatory region variant",185,186,1.73437724755612e-07,-0.00773564877960531,0.9157,1,E2_06_14
"splice donor variant",1,1,3.7e-24,0,1,1,E2_06_14
"splice polypyrimidine tract variant / intron variant",4,2,3.7e-24,0.736965594166206,0.2832,1,E2_06_14
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",1,0,3.7e-24,1,0.2174,1,E2_06_14
"splice region variant / intron variant",1,0,3.7e-24,1,0.3811,1,E2_06_14
"splice region variant / splice polypyrimidine tract variant / intron variant",1,1,3.7e-24,0,1,1,E2_06_14
"splice region variant / synonymous variant",1,0,3.7e-24,1,0.265,1,E2_06_14
"stop gained",2,2,3.7e-24,0,1,1,E2_06_14
"synonymous variant",11,10,3.7e-24,0.125530882083859,0.8831,1,E2_06_14
"upstream gene variant",247,233,9.58148457658433e-08,0.0838315908034707,0.3491,1,E2_06_14
"3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"missense variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice donor region variant / intron variant",0,1,3.7e-24,-1,0.5031,1,E2_06_14
"splice region variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,E2_06_14
"synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"frameshift variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,E2_06_14
"stop lost",0,0,3.7e-24,0,1,1,E2_06_14
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice donor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice acceptor variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"stop retained variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice region variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,E2_06_14
"5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"stop lost / splice region variant",0,0,3.7e-24,0,1,1,E2_06_14
"start lost",0,0,3.7e-24,0,1,1,E2_06_14
"splice region variant / splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice donor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"stop gained / splice region variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice acceptor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"inframe deletion",0,0,3.7e-24,0,1,1,E2_06_14
"mature miRNA variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice acceptor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"stop gained / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice region variant / 3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"start lost / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,E2_06_14
"stop gained / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice region variant / 5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"inframe deletion / splice region variant",0,0,3.7e-24,0,1,1,E2_06_14
"missense variant / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"start lost / splice region variant",0,0,3.7e-24,0,1,1,E2_06_14
"stop lost / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice region variant / stop retained variant",0,0,3.7e-24,0,1,1,E2_06_14
"non coding transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"inframe deletion / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice acceptor variant / coding sequence variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E2_06_14
"missense variant / splice donor region variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice donor variant / splice donor region variant / intron variant",0,0,3.7e-24,0,1,1,E2_06_14
"frameshift variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice region variant / synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice donor variant / coding sequence variant",0,0,3.7e-24,0,1,1,E2_06_14
"stop gained / frameshift variant",0,0,3.7e-24,0,1,1,E2_06_14
"frameshift variant / start lost",0,0,3.7e-24,0,1,1,E2_06_14
"coding sequence variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice acceptor variant / splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"frameshift variant / stop lost",0,0,3.7e-24,0,1,1,E2_06_14
"splice donor variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice acceptor variant / splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice acceptor variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,E2_06_14
"splice acceptor variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E2_06_14
"3 prime UTR variant",38,40,3.7e-24,-0.0721497857558354,0.7593,1,E2_08_16
"5 prime UTR variant",12,7,3.7e-24,0.700439718141092,0.1037,1,E2_08_16
"TF binding site variant",1,1,3.7e-24,0,1,1,E2_08_16
"downstream gene variant",347,381,0.000517355312171117,-0.13448533218702,0.0568,1,E2_08_16
"intergenic variant",1951,1747,0.090471939655546,0.159247868062288,0,0,E2_08_16
"intron variant",2027,2187,0.0101540160199348,-0.109555085789216,0,0,E2_08_16
"intron variant / NMD transcript variant",45,56,6.23412186235083e-22,-0.309328058107729,0.0928,1,E2_08_16
"intron variant / non coding transcript variant",575,573,0.001793509310243,0.00501807476662452,0.9468,1,E2_08_16
"missense variant",41,46,3.7e-24,-0.162271428898877,0.4154,1,E2_08_16
"missense variant / splice region variant",1,1,3.7e-24,0,1,1,E2_08_16
"non coding transcript exon variant",27,29,3.7e-24,-0.0995356735509144,0.6436,1,E2_08_16
"regulatory region variant",351,300,6.52843888747445e-07,0.225811941877595,0.0062,0.208733333333333,E2_08_16
"splice donor region variant / intron variant",2,1,3.7e-24,0.584962500721156,0.6323,1,E2_08_16
"splice donor region variant / intron variant / non coding transcript variant",1,0,3.7e-24,1,0.1371,1,E2_08_16
"splice polypyrimidine tract variant / intron variant",3,3,3.7e-24,0,1,1,E2_08_16
"splice region variant / intron variant / non coding transcript variant",1,0,3.7e-24,1,0.0882,1,E2_08_16
"splice region variant / splice polypyrimidine tract variant / intron variant",2,2,3.7e-24,0,1,1,E2_08_16
"splice region variant / synonymous variant",1,0,3.7e-24,1,0.371,1,E2_08_16
"stop gained",3,2,3.7e-24,0.415037499278844,0.7533,1,E2_08_16
"synonymous variant",9,15,3.7e-24,-0.678071905112638,0.0805,1,E2_08_16
"upstream gene variant",304,341,0.00128324356059751,-0.165187082435649,0.0321,0.810525,E2_08_16
"splice acceptor variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E2_08_16
"3 prime UTR variant / NMD transcript variant",0,1,3.7e-24,-1,0.4405,1,E2_08_16
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice region variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice region variant / intron variant",0,1,3.7e-24,-1,0.5001,1,E2_08_16
"stop lost",0,0,3.7e-24,0,1,1,E2_08_16
"splice donor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice region variant / 3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"start lost",0,0,3.7e-24,0,1,1,E2_08_16
"mature miRNA variant",0,0,3.7e-24,0,1,1,E2_08_16
"missense variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice donor variant",0,1,3.7e-24,-1,0.4227,1,E2_08_16
"synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"inframe insertion",0,0,3.7e-24,0,1,1,E2_08_16
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"frameshift variant",0,0,3.7e-24,0,1,1,E2_08_16
"stop gained / splice region variant",0,0,3.7e-24,0,1,1,E2_08_16
"stop retained variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice acceptor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice region variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"inframe deletion",0,0,3.7e-24,0,1,1,E2_08_16
"splice acceptor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice region variant / splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"stop gained / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"missense variant / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice donor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,E2_08_16
"start lost / splice region variant",0,0,3.7e-24,0,1,1,E2_08_16
"stop lost / splice region variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice donor variant / splice donor region variant / coding sequence variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice region variant / 5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice donor variant / splice donor 5th base variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,E2_08_16
"protein altering variant",0,0,3.7e-24,0,1,1,E2_08_16
"stop gained / frameshift variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice donor 5th base variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E2_08_16
"frameshift variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"non coding transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"stop gained / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice donor variant / splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice acceptor variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,E2_08_16
"inframe deletion / splice region variant",0,0,3.7e-24,0,1,1,E2_08_16
"missense variant / splice donor 5th base variant",0,0,3.7e-24,0,1,1,E2_08_16
"stop lost / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"coding sequence variant",0,0,3.7e-24,0,1,1,E2_08_16
"frameshift variant / start lost / start retained variant",0,0,3.7e-24,0,1,1,E2_08_16
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice donor variant / splice donor 5th base variant / non coding transcript exon variant / intron variant",0,0,3.7e-24,0,1,1,E2_08_16
"start lost / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"inframe insertion / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice region variant / synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice region variant / stop retained variant",0,0,3.7e-24,0,1,1,E2_08_16
"missense variant / splice donor region variant",0,0,3.7e-24,0,1,1,E2_08_16
"stop lost / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"stop retained variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice acceptor variant / coding sequence variant",0,0,3.7e-24,0,1,1,E2_08_16
"frameshift variant / stop lost",0,0,3.7e-24,0,1,1,E2_08_16
"splice acceptor variant / non coding transcript exon variant / intron variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice donor variant / splice donor region variant / intron variant",0,0,3.7e-24,0,1,1,E2_08_16
"stop retained variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice donor variant / coding sequence variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice donor variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E2_08_16
"stop gained / protein altering variant",0,0,3.7e-24,0,1,1,E2_08_16
"inframe deletion / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"start lost / 5 prime UTR variant",0,0,3.7e-24,0,1,1,E2_08_16
"coding sequence variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"splice donor variant / splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"frameshift variant / start lost",0,0,3.7e-24,0,1,1,E2_08_16
"inframe insertion / splice region variant",0,0,3.7e-24,0,1,1,E2_08_16
"stop gained / start lost",0,0,3.7e-24,0,1,1,E2_08_16
"splice acceptor variant / stop gained",0,0,3.7e-24,0,1,1,E2_08_16
"start lost / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E2_08_16
"3 prime UTR variant",62,71,1.56100846240713e-17,-0.192645077942396,0.2342,1,E3_06_14
"3 prime UTR variant / NMD transcript variant",1,2,3.7e-24,-0.584962500721156,0.2799,1,E3_06_14
"5 prime UTR variant",11,12,3.7e-24,-0.115477217419936,0.6653,1,E3_06_14
"downstream gene variant",616,639,0.00324280634838225,-0.0528014157379444,0.3453,1,E3_06_14
"intergenic variant",2908,2680,0.0889109358807772,0.117752077117745,0,0,E3_06_14
"intron variant",3459,3716,0.237485418461388,-0.103366650337671,0,0,E3_06_14
"intron variant / NMD transcript variant",89,95,4.56337681583242e-16,-0.0931094043914815,0.5017,1,E3_06_14
"intron variant / non coding transcript variant",984,930,0.0122284660206686,0.081342556784945,0.0754,1,E3_06_14
"missense variant",57,76,3.19413386144148e-16,-0.408805545567329,0.0152,0.3724,E3_06_14
"missense variant / splice region variant",1,2,3.7e-24,-0.584962500721156,0.3117,1,E3_06_14
"non coding transcript exon variant",40,47,3.7e-24,-0.227410496103073,0.2466,1,E3_06_14
"regulatory region variant",486,486,0.00356211669395536,0,1,1,E3_06_14
"splice donor variant",5,2,3.7e-24,1,0.1933,1,E3_06_14
"splice polypyrimidine tract variant / intron variant",7,5,3.7e-24,0.415037499278844,0.5122,1,E3_06_14
"splice region variant / intron variant",3,1,3.7e-24,1,0.4233,1,E3_06_14
"splice region variant / splice polypyrimidine tract variant / intron variant",2,3,3.7e-24,-0.415037499278844,0.3815,1,E3_06_14
"splice region variant / synonymous variant",2,1,3.7e-24,0.584962500721156,0.6417,1,E3_06_14
"stop gained",6,4,3.7e-24,0.485426827170242,0.456,1,E3_06_14
"stop gained / NMD transcript variant",1,0,3.7e-24,1,0.0399,0.78204,E3_06_14
"synonymous variant",24,25,3.7e-24,-0.0565835283663674,0.8445,1,E3_06_14
"upstream gene variant",641,597,0.0105342733672343,0.102427812924198,0.0713,1,E3_06_14
"TF binding site variant",0,1,3.7e-24,-1,0.4143,1,E3_06_14
"missense variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice acceptor variant",0,1,3.7e-24,-1,0.491,1,E3_06_14
"splice donor region variant / intron variant",0,2,3.7e-24,-1.58496250072116,7e-04,0.0228666666666667,E3_06_14
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice region variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"start lost",0,0,3.7e-24,0,1,1,E3_06_14
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice donor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice acceptor variant / splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,E3_06_14
"5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"frameshift variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice region variant / splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"stop lost",0,0,3.7e-24,0,1,1,E3_06_14
"splice donor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice region variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,E3_06_14
"stop gained / splice region variant",0,0,3.7e-24,0,1,1,E3_06_14
"synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"mature miRNA variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice acceptor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"non coding transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,E3_06_14
"inframe deletion",0,0,3.7e-24,0,1,1,E3_06_14
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"coding sequence variant",0,0,3.7e-24,0,1,1,E3_06_14
"inframe insertion",0,0,3.7e-24,0,1,1,E3_06_14
"splice region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"frameshift variant / start lost",0,0,3.7e-24,0,1,1,E3_06_14
"stop retained variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice acceptor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice region variant / 3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"stop lost / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"start retained variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice region variant / 5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
