"variant_type","bin","obs.mut","sim.mut","log2fc","pvalue","pvalue.adj",sample
"snv coding","(1,1.67]",0,0.0118792796638698,-0.0168527121601426,0.7822,0.7822,E2_06_14
"snv coding","(1.67,2.78]",0,0.0136024354417672,-0.019280313928903,0.1545,0.438166666666667,E2_06_14
"snv coding","(2.78,4.63]",0,0.0196085979226586,-0.027706152230439,0.1803,0.438166666666667,E2_06_14
"snv coding","(4.63,7.71]",0.0816326530612245,0.0429012317365883,0.0532409421454767,0.2629,0.438166666666667,E2_06_14
"snv coding","(7.71,12.8]",0.102040816326531,0.168551402714123,-0.0828569106124332,0.2273,0.438166666666667,E2_06_14
"snv coding","(12.8,21.4]",0.142857142857143,0.181061128982424,-0.0456998917171752,0.5163,0.573666666666667,E2_06_14
"snv coding","(21.4,35.7]",0.591836734693878,0.473493700394537,0.113376718272749,0.1345,0.438166666666667,E2_06_14
"snv coding","(35.7,59.4]",0,0.0312461262583642,-0.04391350225177,0.3794,0.542,E2_06_14
"snv coding","(59.4,99]",0,6.6803330054789e-05,-9.52583586770919e-05,0.0029,0.029,E2_06_14
"snv noncoding 3prime UTR","[0,1]",0.173913043478261,0.11169615390395,0.0806307327244456,0.3098,0.6196,E2_06_14
"snv noncoding 3prime UTR","(1,1.67]",0.0434782608695652,0.0676775416483251,-0.0316794695746973,0.6285,0.903142857142857,E2_06_14
"snv noncoding 3prime UTR","(1.67,2.78]",0.0434782608695652,0.106518301346453,-0.0826557765352731,0.2774,0.6196,E2_06_14
"snv noncoding 3prime UTR","(2.78,4.63]",0.0434782608695652,0.162175948867509,-0.152861759929221,0.0704,0.352,E2_06_14
"snv noncoding 3prime UTR","(4.63,7.71]",0.217391304347826,0.201159006322043,0.0222019424732143,0.8193,1,E2_06_14
"snv noncoding 3prime UTR","(7.71,12.8]",0.217391304347826,0.180822708006283,0.0467786598361509,0.6322,0.903142857142857,E2_06_14
"snv noncoding 3prime UTR","(12.8,21.4]",0.260869565217391,0.165189957731792,0.116484680992637,0.1921,0.6196,E2_06_14
"snv noncoding 3prime UTR","(21.4,35.7]",0,0.00447697139012634,-0.00633104080298138,1,1,E2_06_14
"snv noncoding 3prime UTR","(35.7,59.4]",0,0.000283410783518421,-0.000401818090573259,0.0083,0.083,E2_06_14
"snv noncoding 3prime UTR","(59.4,99]",0,0,0,1,1,E2_06_14
"snv noncoding 5prime UTR","[0,1]",0.333333333333333,0.0293350679654874,0.377327397354245,0.00754451262448446,0.0377225631224223,E2_06_14
"snv noncoding 5prime UTR","(1,1.67]",0,0.0171270946469619,-0.0220020614480445,0.0845991348958857,0.281997116319619,E2_06_14
"snv noncoding 5prime UTR","(1.67,2.78]",0,0.0277687702544357,-0.035831056888325,0.1361030077457,0.340257519364249,E2_06_14
"snv noncoding 5prime UTR","(2.78,4.63]",0,0.0581055081457455,-0.0740511654497353,0.234986419877276,0.469972839754552,E2_06_14
"snv noncoding 5prime UTR","(4.63,7.71]",0,0.148997832354638,-0.184984147530898,0.641484760084499,1,E2_06_14
"snv noncoding 5prime UTR","(7.71,12.8]",0.333333333333333,0.356734701019733,-0.00297099253479384,0.980283673674681,1,E2_06_14
"snv noncoding 5prime UTR","(12.8,21.4]",0.333333333333333,0.326664808634681,0.0284947236195374,0.879690172014888,1,E2_06_14
"snv noncoding 5prime UTR","(21.4,35.7]",0,0.0340980477234375,-0.043795943385862,0.99979881299668,1,E2_06_14
"snv noncoding 5prime UTR","(35.7,59.4]",0,0.00116816925488085,-0.00151564727762431,0.00583442309626798,0.0377225631224223,E2_06_14
"snv noncoding 5prime UTR","(59.4,99]",0,0,0,1,1,E2_06_14
"snv noncoding downstream gene","[0,1]",0.203065134099617,0.198952747999516,0.00526300392306813,0.8701,1,E2_06_14
"snv noncoding downstream gene","(1,1.67]",0.0881226053639847,0.10201179992591,-0.0180799373569698,0.4657,1,E2_06_14
"snv noncoding downstream gene","(1.67,2.78]",0.153256704980843,0.149927220069015,0.00445141597978368,0.8797,1,E2_06_14
"snv noncoding downstream gene","(2.78,4.63]",0.218390804597701,0.189383372549672,0.035080342591116,0.2454,1,E2_06_14
"snv noncoding downstream gene","(4.63,7.71]",0.183908045977011,0.183989087085098,0.000208482386613085,0.9984,1,E2_06_14
"snv noncoding downstream gene","(7.71,12.8]",0.118773946360153,0.12474649849647,-0.00743303603359484,0.7789,1,E2_06_14
"snv noncoding downstream gene","(12.8,21.4]",0.0344827586206897,0.0436401364530946,-0.012602242414333,0.4788,1,E2_06_14
"snv noncoding downstream gene","(21.4,35.7]",0,0.0070192571946335,-0.0100709726519168,0.2771,1,E2_06_14
"snv noncoding downstream gene","(35.7,59.4]",0,0.000329100316112393,-0.000473758334243039,1,1,E2_06_14
"snv noncoding downstream gene","(59.4,99]",0,7.79910477202033e-07,-1.12298008308761e-06,1,1,E2_06_14
"snv noncoding intergenic","[0,1]",0.238329238329238,0.233000984130443,0.00630260600517466,0.6888,0.903625,E2_06_14
"snv noncoding intergenic","(1,1.67]",0.152334152334152,0.123290892498588,0.0368848833816065,0.0042,0.042,E2_06_14
"snv noncoding intergenic","(1.67,2.78]",0.189189189189189,0.16631618566884,0.0280893246068253,0.0475,0.11875,E2_06_14
"snv noncoding intergenic","(2.78,4.63]",0.179361179361179,0.183575939211716,-0.00507311496203947,0.7229,0.903625,E2_06_14
"snv noncoding intergenic","(4.63,7.71]",0.132678132678133,0.155729255184908,-0.0289983728575717,0.0383,0.11875,E2_06_14
"snv noncoding intergenic","(7.71,12.8]",0.0786240786240786,0.100243871394585,-0.0285813649727497,0.016,0.08,E2_06_14
"snv noncoding intergenic","(12.8,21.4]",0.0294840294840295,0.0359672004631102,-0.00903538259196899,0.2466,0.411,E2_06_14
"snv noncoding intergenic","(21.4,35.7]",0,0.0018756714478103,-0.00270220811963374,0.1068,0.2136,E2_06_14
"snv noncoding intergenic","(35.7,59.4]",0,0,0,1,1,E2_06_14
"snv noncoding intergenic","(59.4,99]",0,0,0,1,1,E2_06_14
"snv noncoding intron","[0,1]",0.198895027624309,0.188984796173276,0.0120304962008318,0.3397,0.682833333333333,E2_06_14
"snv noncoding intron","(1,1.67]",0.110497237569061,0.103797592779671,0.00876886062618291,0.4097,0.682833333333333,E2_06_14
"snv noncoding intron","(1.67,2.78]",0.16179952644041,0.152694555325318,0.0114004417643913,0.3428,0.682833333333333,E2_06_14
"snv noncoding intron","(2.78,4.63]",0.191791633780584,0.195573474289313,-0.00451461369019873,0.7189,1,E2_06_14
"snv noncoding intron","(4.63,7.71]",0.177584846093133,0.19153056655339,-0.0169308148856563,0.1753,0.584333333333333,E2_06_14
"snv noncoding intron","(7.71,12.8]",0.123125493291239,0.122687620764391,0.00060625299777718,0.9596,1,E2_06_14
"snv noncoding intron","(12.8,21.4]",0.0363062352012628,0.0437196494380204,-0.0102644449045196,0.169,0.584333333333333,E2_06_14
"snv noncoding intron","(21.4,35.7]",0,0.000990628922708665,-0.00142796455654171,0.1661,0.584333333333333,E2_06_14
"snv noncoding intron","(35.7,59.4]",0,2.11157539122127e-05,-3.04526211280438e-05,1,1,E2_06_14
"snv noncoding intron","(59.4,99]",0,0,0,1,1,E2_06_14
"snv noncoding nmd","[0,1]",0.212121212121212,0.187072537930899,0.0322195318473968,0.6942,1,E2_06_14
"snv noncoding nmd","(1,1.67]",0.151515151515152,0.103472079402077,0.0629456028557623,0.3599,1,E2_06_14
"snv noncoding nmd","(1.67,2.78]",0.151515151515152,0.15203722962599,0.00120805587223984,0.9959,1,E2_06_14
"snv noncoding nmd","(2.78,4.63]",0.181818181818182,0.192917890806608,-0.0113776777346853,0.872,1,E2_06_14
"snv noncoding nmd","(4.63,7.71]",0.151515151515152,0.188011222613043,-0.0429630568563026,0.5602,1,E2_06_14
"snv noncoding nmd","(7.71,12.8]",0.151515151515152,0.126775030009209,0.0330343412762179,0.6631,1,E2_06_14
"snv noncoding nmd","(12.8,21.4]",0,0.0431030176650363,-0.0601507097690254,0.1039,1,E2_06_14
"snv noncoding nmd","(21.4,35.7]",0,0.00622105031959006,-0.00883085347173822,1,1,E2_06_14
"snv noncoding nmd","(35.7,59.4]",0,0.000389941627548881,-0.000554957687360066,1,1,E2_06_14
"snv noncoding nmd","(59.4,99]",0,0,0,1,1,E2_06_14
"snv noncoding regulatory","[0,1]",0.172043010752688,0.17257335309195,-0.000251339877570588,0.9832,1,E2_06_14
"snv noncoding regulatory","(1,1.67]",0.112903225806452,0.102541739267044,0.0137944458202313,0.6471,1,E2_06_14
"snv noncoding regulatory","(1.67,2.78]",0.161290322580645,0.152985868791764,0.0107308834081587,0.758,1,E2_06_14
"snv noncoding regulatory","(2.78,4.63]",0.198924731182796,0.204214380931596,-0.00591177786588002,0.8589,1,E2_06_14
"snv noncoding regulatory","(4.63,7.71]",0.182795698924731,0.191274845105065,-0.00988124109557221,0.7787,1,E2_06_14
"snv noncoding regulatory","(7.71,12.8]",0.118279569892473,0.114635621720357,0.00502391989148836,0.8755,1,E2_06_14
"snv noncoding regulatory","(12.8,21.4]",0.0537634408602151,0.0601248411729008,-0.00848878235888587,0.7215,1,E2_06_14
"snv noncoding regulatory","(21.4,35.7]",0,0.00164934991932283,-0.00237121393532396,1,1,E2_06_14
"snv noncoding regulatory","(35.7,59.4]",0,0,0,1,1,E2_06_14
"snv noncoding regulatory","(59.4,99]",0,0,0,1,1,E2_06_14
"snv noncoding splice","[0,1]",0.125,0.0840624206787248,0.0612119828235797,0.861150070126227,1,E2_06_14
"snv noncoding splice","(1,1.67]",0,0.0320508333069759,-0.0422679910562537,0.999799639350831,1,E2_06_14
"snv noncoding splice","(1.67,2.78]",0,0.0438675043026692,-0.0574788433005233,0.240232418353035,0.600581045882589,E2_06_14
"snv noncoding splice","(2.78,4.63]",0.125,0.0601151667601269,0.0913720276079656,0.213584452013625,0.600581045882589,E2_06_14
"snv noncoding splice","(4.63,7.71]",0.25,0.1112552319652,0.179133123977188,0.118112602684833,0.590563013424164,E2_06_14
"snv noncoding splice","(7.71,12.8]",0.125,0.210490112227574,-0.0920978546789118,0.597976357443398,0.996627262405664,E2_06_14
"snv noncoding splice","(12.8,21.4]",0.125,0.216089905639093,-0.098306861838705,0.561610899619315,0.996627262405664,E2_06_14
"snv noncoding splice","(21.4,35.7]",0.25,0.238966525612558,0.0273134405284358,0.995692246042877,1,E2_06_14
"snv noncoding splice","(35.7,59.4]",0,0.00310229950707811,-0.00413587572031235,0.0213384091364456,0.213384091364456,E2_06_14
"snv noncoding splice","(59.4,99]",0,0,0,1,1,E2_06_14
"snv noncoding transcript exon","[0,1]",0.173913043478261,0.133555061748365,0.0542558176835361,0.6277,0.926125,E2_06_14
"snv noncoding transcript exon","(1,1.67]",0.130434782608696,0.0713456857425621,0.0798771827306848,0.4427,0.8854,E2_06_14
"snv noncoding transcript exon","(1.67,2.78]",0,0.107794377355022,-0.144465493911423,0.0705,0.4265,E2_06_14
"snv noncoding transcript exon","(2.78,4.63]",0.130434782608696,0.161765375823577,-0.0351340434672828,0.7253,0.926125,E2_06_14
"snv noncoding transcript exon","(4.63,7.71]",0.260869565217391,0.225695251600178,0.045667371712619,0.7409,0.926125,E2_06_14
"snv noncoding transcript exon","(7.71,12.8]",0.130434782608696,0.211856400562407,-0.0954531123447876,0.3965,0.8854,E2_06_14
"snv noncoding transcript exon","(12.8,21.4]",0.173913043478261,0.0773542802543668,0.126440745367724,0.0853,0.4265,E2_06_14
"snv noncoding transcript exon","(21.4,35.7]",0,0.0099067724651005,-0.0138245243238594,0.1619,0.539666666666667,E2_06_14
"snv noncoding transcript exon","(35.7,59.4]",0,0.000726794448421114,-0.00101677192231557,1,1,E2_06_14
"snv noncoding transcript exon","(59.4,99]",0,0,0,1,1,E2_06_14
"snv noncoding transcript intron","[0,1]",0.206185567010309,0.195595124812343,0.0129453634224589,0.6197,1,E2_06_14
"snv noncoding transcript intron","(1,1.67]",0.11340206185567,0.112897873928963,0.000815484897176074,0.9777,1,E2_06_14
"snv noncoding transcript intron","(1.67,2.78]",0.154639175257732,0.161998096401658,-0.00896445898785757,0.6937,1,E2_06_14
"snv noncoding transcript intron","(2.78,4.63]",0.177835051546392,0.196429640427417,-0.0223813246773315,0.3647,1,E2_06_14
"snv noncoding transcript intron","(4.63,7.71]",0.182989690721649,0.177428056019548,0.00700685899820737,0.7771,1,E2_06_14
"snv noncoding transcript intron","(7.71,12.8]",0.105670103092784,0.11058779672492,-0.00623834762488188,0.7624,1,E2_06_14
"snv noncoding transcript intron","(12.8,21.4]",0.0592783505154639,0.0444893208166301,0.0203611495581065,0.1751,0.9325,E2_06_14
"snv noncoding transcript intron","(21.4,35.7]",0,0.000566627761137512,-0.000816119990509421,0.1865,0.9325,E2_06_14
"snv noncoding transcript intron","(35.7,59.4]",0,7.46310738279935e-06,-1.07521100924336e-05,1,1,E2_06_14
"snv noncoding transcript intron","(59.4,99]",0,0,0,1,1,E2_06_14
"snv noncoding upstream gene","[0,1]",0.169421487603306,0.180155175471788,-0.0128444213021239,0.6661,0.832625,E2_06_14
"snv noncoding upstream gene","(1,1.67]",0.0950413223140496,0.0945833891394192,0.000834473207173995,0.9796,0.9796,E2_06_14
"snv noncoding upstream gene","(1.67,2.78]",0.152892561983471,0.14112438665354,0.015099800455382,0.6174,0.832625,E2_06_14
"snv noncoding upstream gene","(2.78,4.63]",0.231404958677686,0.186239187090112,0.0542474050496943,0.0841,0.280333333333333,E2_06_14
"snv noncoding upstream gene","(4.63,7.71]",0.194214876033058,0.195261496860021,-0.0009208320491492,0.9687,0.9796,E2_06_14
"snv noncoding upstream gene","(7.71,12.8]",0.115702479338843,0.145326604436953,-0.0375071090390898,0.1967,0.3934,E2_06_14
"snv noncoding upstream gene","(12.8,21.4]",0.0413223140495868,0.0517246618435881,-0.0142026871148149,0.4738,0.789666666666667,E2_06_14
"snv noncoding upstream gene","(21.4,35.7]",0,0.00540502446194655,-0.00775992481524322,0.1293,0.32325,E2_06_14
"snv noncoding upstream gene","(35.7,59.4]",0,0.000178708161685507,-0.000257240056087172,0.0403,0.2015,E2_06_14
"snv noncoding upstream gene","(59.4,99]",0,1.3658809467502e-06,-1.96606989245211e-06,3e-04,0.003,E2_06_14
"undefined","[0,1]",NA,0.10377358490566,NA,NA,NA,E2_06_14
"undefined","(1,1.67]",NA,0.0811320754716981,NA,NA,NA,E2_06_14
"undefined","(1.67,2.78]",NA,0.113207547169811,NA,NA,NA,E2_06_14
"undefined","(2.78,4.63]",NA,0.150943396226415,NA,NA,NA,E2_06_14
"undefined","(4.63,7.71]",NA,0.160377358490566,NA,NA,NA,E2_06_14
"undefined","(7.71,12.8]",NA,0.130188679245283,NA,NA,NA,E2_06_14
"undefined","(12.8,21.4]",NA,0.215094339622642,NA,NA,NA,E2_06_14
"undefined","(21.4,35.7]",NA,0.0452830188679245,NA,NA,NA,E2_06_14
"undefined","(35.7,59.4]",NA,0,NA,NA,NA,E2_06_14
"undefined","(59.4,99]",NA,0,NA,NA,NA,E2_06_14
"snv coding","[0,1]",0.109090909090909,0.0590590041009592,0.0671259169413994,0.0709,0.3545,E2_08_16
"snv coding","(1,1.67]",0,0.0121883060533111,-0.017350604077501,0.6266,0.895222222222222,E2_08_16
"snv coding","(1.67,2.78]",0,0.0139444764710863,-0.0198328474804902,0.1837,0.612333333333333,E2_08_16
"snv coding","(2.78,4.63]",0.0181818181818182,0.0196516949021472,-0.00188688979944634,0.9805,0.9805,E2_08_16
"snv coding","(4.63,7.71]",0.0363636363636364,0.043087593346162,-0.00892032211658339,0.8057,0.895222222222222,E2_08_16
"snv coding","(7.71,12.8]",0.145454545454545,0.167943457357304,-0.0269179117429154,0.6322,0.895222222222222,E2_08_16
"snv coding","(12.8,21.4]",0.145454545454545,0.182496842087456,-0.0447502232442868,0.424,0.895222222222222,E2_08_16
"snv coding","(21.4,35.7]",0.509090909090909,0.472795109774582,0.0363825942439328,0.5495,0.895222222222222,E2_08_16
"snv coding","(35.7,59.4]",0.0363636363636364,0.0287973998607827,0.0108530070985333,0.7419,0.895222222222222,E2_08_16
"snv coding","(59.4,99]",0,3.61160462100368e-05,-5.17125664537309e-05,0.0024,0.024,E2_08_16
"snv noncoding 3prime UTR","[0,1]",0.0789473684210526,0.109382077603513,-0.0386880797011851,0.5258,0.906125,E2_08_16
"snv noncoding 3prime UTR","(1,1.67]",0.0526315789473684,0.0677711259273149,-0.0195964014483746,0.7249,0.906125,E2_08_16
"snv noncoding 3prime UTR","(1.67,2.78]",0.0526315789473684,0.107465803902553,-0.0718333083362534,0.2546,0.906125,E2_08_16
"snv noncoding 3prime UTR","(2.78,4.63]",0.210526315789474,0.16530581605991,0.0567743686280268,0.449,0.906125,E2_08_16
"snv noncoding 3prime UTR","(4.63,7.71]",0.236842105263158,0.206127327334173,0.0382929573073773,0.6279,0.906125,E2_08_16
"snv noncoding 3prime UTR","(7.71,12.8]",0.236842105263158,0.182243321005273,0.067048467219139,0.3758,0.906125,E2_08_16
"snv noncoding 3prime UTR","(12.8,21.4]",0.131578947368421,0.157464439874158,-0.0308230556834674,0.6501,0.906125,E2_08_16
"snv noncoding 3prime UTR","(21.4,35.7]",0,0.00402150274404044,-0.00571857842517696,1,1,E2_08_16
"snv noncoding 3prime UTR","(35.7,59.4]",0,0.000218585549064716,-0.00031129471079234,0.0086,0.086,E2_08_16
"snv noncoding 3prime UTR","(59.4,99]",0,0,0,1,1,E2_08_16
"snv noncoding 5prime UTR","[0,1]",0,0.029526357899779,-0.0392395192829993,0.202721632979788,0.559835901540925,E2_08_16
"snv noncoding 5prime UTR","(1,1.67]",0.0833333333333333,0.01623806204253,0.0937493697763095,0.109765859515709,0.559835901540925,E2_08_16
"snv noncoding 5prime UTR","(1.67,2.78]",0,0.0280268423210071,-0.037287139834598,0.19291574944967,0.559835901540925,E2_08_16
"snv noncoding 5prime UTR","(2.78,4.63]",0.0833333333333333,0.0609951100051623,0.0353571097324426,0.967580548328997,1,E2_08_16
"snv noncoding 5prime UTR","(4.63,7.71]",0,0.153909230039831,-0.19611807762632,0.442365419251551,0.884730838503102,E2_08_16
"snv noncoding 5prime UTR","(7.71,12.8]",0.416666666666667,0.360788547434014,0.0721648976594395,0.768661196718031,1,E2_08_16
"snv noncoding 5prime UTR","(12.8,21.4]",0.333333333333333,0.313728222674558,0.0352081178891073,0.9689813888333,1,E2_08_16
"snv noncoding 5prime UTR","(21.4,35.7]",0.0833333333333333,0.0353149744699225,0.0685800343774612,0.22393436061637,0.559835901540925,E2_08_16
"snv noncoding 5prime UTR","(35.7,59.4]",0,0.00147265311319626,-0.00195725189140449,1,1,E2_08_16
"snv noncoding 5prime UTR","(59.4,99]",0,0,0,1,1,E2_08_16
"snv noncoding downstream gene","[0,1]",0.19533527696793,0.192516139676469,0.00361676170071459,0.8894,1,E2_08_16
"snv noncoding downstream gene","(1,1.67]",0.0932944606413994,0.100254632740544,-0.00901320005380193,0.6545,1,E2_08_16
"snv noncoding downstream gene","(1.67,2.78]",0.186588921282799,0.150272689259736,0.0450310897678914,0.0482,0.482,E2_08_16
"snv noncoding downstream gene","(2.78,4.63]",0.183673469387755,0.193080076471355,-0.0112083750827537,0.6503,1,E2_08_16
"snv noncoding downstream gene","(4.63,7.71]",0.169096209912536,0.187165805283718,-0.0219159400463417,0.3711,1,E2_08_16
"snv noncoding downstream gene","(7.71,12.8]",0.128279883381924,0.125966159564991,0.00312990424113346,0.8911,1,E2_08_16
"snv noncoding downstream gene","(12.8,21.4]",0.0379008746355685,0.0435322607907014,-0.00773297970224856,0.5935,1,E2_08_16
"snv noncoding downstream gene","(21.4,35.7]",0.00583090379008746,0.00691181456343134,-0.0015364288776458,0.8778,1,E2_08_16
"snv noncoding downstream gene","(35.7,59.4]",0,0.000299353181468167,-0.000431242794716949,1,1,E2_08_16
"snv noncoding downstream gene","(59.4,99]",0,1.06846758457108e-06,-1.53940636950683e-06,1,1,E2_08_16
"snv noncoding intergenic","[0,1]",0.205792682926829,0.226351207420933,-0.0243410480869912,0.0418,0.0836,E2_08_16
"snv noncoding intergenic","(1,1.67]",0.102134146341463,0.122390146342772,-0.0262399638022556,0.0086,0.043,E2_08_16
"snv noncoding intergenic","(1.67,2.78]",0.196646341463415,0.16807538232584,0.0349056812867189,0.0017,0.017,E2_08_16
"snv noncoding intergenic","(2.78,4.63]",0.19969512195122,0.186912866065578,0.0154997681042326,0.1802,0.257428571428571,E2_08_16
"snv noncoding intergenic","(4.63,7.71]",0.140243902439024,0.157835487966673,-0.022046573074878,0.0411,0.0836,E2_08_16
"snv noncoding intergenic","(7.71,12.8]",0.115853658536585,0.101647856713398,0.0185158667065218,0.0504,0.084,E2_08_16
"snv noncoding intergenic","(12.8,21.4]",0.0396341463414634,0.0349741588132888,0.006494429245662,0.2941,0.367625,E2_08_16
"snv noncoding intergenic","(21.4,35.7]",0,0.00181289435151774,-0.00261234626922278,0.0407,0.0836,E2_08_16
"snv noncoding intergenic","(35.7,59.4]",0,0,0,1,1,E2_08_16
"snv noncoding intergenic","(59.4,99]",0,0,0,1,1,E2_08_16
"snv noncoding intron","[0,1]",0.17367639782286,0.182901036667357,-0.0112591803919923,0.2644,0.404,E2_08_16
"snv noncoding intron","(1,1.67]",0.11578426521524,0.102222159428574,0.0176681976789983,0.0417,0.2085,E2_08_16
"snv noncoding intron","(1.67,2.78]",0.167243938644236,0.152952816020516,0.0178044827321647,0.0645,0.215,E2_08_16
"snv noncoding intron","(2.78,4.63]",0.202375061850569,0.198584245610282,0.00459237249651598,0.6532,0.725777777777778,E2_08_16
"snv noncoding intron","(4.63,7.71]",0.184067293419099,0.194561746880252,-0.0126931872619707,0.2185,0.404,E2_08_16
"snv noncoding intron","(7.71,12.8]",0.113805047006432,0.12419403383859,-0.0133657229052648,0.1379,0.34475,E2_08_16
"snv noncoding intron","(12.8,21.4]",0.0415635823849579,0.0436008626759051,-0.00280666772492994,0.6367,0.725777777777778,E2_08_16
"snv noncoding intron","(21.4,35.7]",0.00148441365660564,0.000963525863386568,0.000750883060296786,0.2828,0.404,E2_08_16
"snv noncoding intron","(35.7,59.4]",0,1.94816666095752e-05,-2.80993115285851e-05,1,1,E2_08_16
"snv noncoding intron","(59.4,99]",0,9.13485287442258e-08,-1.31757980814195e-07,2e-04,0.002,E2_08_16
"snv noncoding nmd","[0,1]",0.08,0.176445166762405,-0.122205641295849,0.0342,0.114,E2_08_16
"snv noncoding nmd","(1,1.67]",0.1,0.101295261827335,-0.000838799615145859,0.982,1,E2_08_16
"snv noncoding nmd","(1.67,2.78]",0.26,0.15008693692501,0.132768978247469,0.0187,0.114,E2_08_16
"snv noncoding nmd","(2.78,4.63]",0.2,0.19734030969807,0.0044543857394913,0.9438,1,E2_08_16
"snv noncoding nmd","(4.63,7.71]",0.16,0.193669584474384,-0.0400243112795098,0.4932,0.822,E2_08_16
"snv noncoding nmd","(7.71,12.8]",0.14,0.132799638232744,0.0101426167835715,0.8751,1,E2_08_16
"snv noncoding nmd","(12.8,21.4]",0.06,0.0417246815972452,0.0255064634289981,0.4669,0.822,E2_08_16
"snv noncoding nmd","(21.4,35.7]",0,0.00627334791394632,-0.00895506418619612,0.3284,0.821,E2_08_16
"snv noncoding nmd","(35.7,59.4]",0,0.000365072568861195,-0.000522412486267323,0.0232,0.114,E2_08_16
"snv noncoding nmd","(59.4,99]",0,0,0,1,1,E2_08_16
"snv noncoding regulatory","[0,1]",0.156695156695157,0.168052261717082,-0.0138542822604635,0.5888,1,E2_08_16
"snv noncoding regulatory","(1,1.67]",0.102564102564103,0.1008815339085,0.00238388286095911,0.9184,1,E2_08_16
"snv noncoding regulatory","(1.67,2.78]",0.156695156695157,0.153974150872439,0.0036297266545467,0.8909,1,E2_08_16
"snv noncoding regulatory","(2.78,4.63]",0.222222222222222,0.20753425838246,0.017713779128793,0.5339,1,E2_08_16
"snv noncoding regulatory","(4.63,7.71]",0.188034188034188,0.193577677735319,-0.0064538785641968,0.8123,1,E2_08_16
"snv noncoding regulatory","(7.71,12.8]",0.0997150997150997,0.11465611775618,-0.0192714999971216,0.4171,1,E2_08_16
"snv noncoding regulatory","(12.8,21.4]",0.0740740740740741,0.0597428407300309,0.0195005067902378,0.2946,1,E2_08_16
"snv noncoding regulatory","(21.4,35.7]",0,0.00158115889798793,-0.00227556586947354,0.9564,1,E2_08_16
"snv noncoding regulatory","(35.7,59.4]",0,0,0,1,1,E2_08_16
"snv noncoding regulatory","(59.4,99]",0,0,0,1,1,E2_08_16
"snv noncoding splice","[0,1]",0.222222222222222,0.0824878312410208,0.179889857351359,0.0835,0.607,E2_08_16
"snv noncoding splice","(1,1.67]",0,0.031880449785983,-0.0430937561881595,0.9803,1,E2_08_16
"snv noncoding splice","(1.67,2.78]",0,0.0421149488677817,-0.0567465464571355,0.2405,0.801666666666667,E2_08_16
"snv noncoding splice","(2.78,4.63]",0.111111111111111,0.0616671188512434,0.0694867919150877,0.741,1,E2_08_16
"snv noncoding splice","(4.63,7.71]",0,0.112116210250515,-0.147261989236115,0.1214,0.607,E2_08_16
"snv noncoding splice","(7.71,12.8]",0.333333333333333,0.212976832244534,0.145145522342833,0.3615,0.849,E2_08_16
"snv noncoding splice","(12.8,21.4]",0.111111111111111,0.214661315341308,-0.119831945256878,0.4245,0.849,E2_08_16
"snv noncoding splice","(21.4,35.7]",0.222222222222222,0.239096885288075,-0.0108298920783751,0.863,1,E2_08_16
"snv noncoding splice","(35.7,59.4]",0,0.00299840812953816,-0.00410071236166288,1,1,E2_08_16
"snv noncoding splice","(59.4,99]",0,0,0,1,1,E2_08_16
"snv noncoding transcript exon","[0,1]",0.185185185185185,0.127534587283657,0.0741304155287184,0.3629,1,E2_08_16
"snv noncoding transcript exon","(1,1.67]",0.037037037037037,0.0679093740936692,-0.0409077080701852,0.5243,1,E2_08_16
"snv noncoding transcript exon","(1.67,2.78]",0.0740740740740741,0.106280229078465,-0.0406912126481827,0.5798,1,E2_08_16
"snv noncoding transcript exon","(2.78,4.63]",0.148148148148148,0.161586712530396,-0.0142411096604461,0.8548,1,E2_08_16
"snv noncoding transcript exon","(4.63,7.71]",0.222222222222222,0.230997716217273,-0.00735872670366009,0.9272,1,E2_08_16
"snv noncoding transcript exon","(7.71,12.8]",0.259259259259259,0.217947685604685,0.0510318097476116,0.5954,1,E2_08_16
"snv noncoding transcript exon","(12.8,21.4]",0.0740740740740741,0.0773972371845797,-0.00290222475535505,0.9549,1,E2_08_16
"snv noncoding transcript exon","(21.4,35.7]",0,0.00974431657642763,-0.0137463566496753,0.9999,1,E2_08_16
"snv noncoding transcript exon","(35.7,59.4]",0,0.000602141430847342,-0.000853223898812163,1,1,E2_08_16
"snv noncoding transcript exon","(59.4,99]",0,0,0,1,1,E2_08_16
"snv noncoding transcript intron","[0,1]",0.176265270506108,0.189805956180788,-0.0163728105041217,0.4124,1,E2_08_16
"snv noncoding transcript intron","(1,1.67]",0.104712041884817,0.111571042935211,-0.00883045030306623,0.6028,1,E2_08_16
"snv noncoding transcript intron","(1.67,2.78]",0.165794066317627,0.161989510463483,0.00484464367752009,0.808,1,E2_08_16
"snv noncoding transcript intron","(2.78,4.63]",0.193717277486911,0.199689928206919,-0.00706106603546846,0.7181,1,E2_08_16
"snv noncoding transcript intron","(4.63,7.71]",0.214659685863874,0.180873062956619,0.0408296404099972,0.0359,0.1795,E2_08_16
"snv noncoding transcript intron","(7.71,12.8]",0.0977312390924956,0.112296055541815,-0.0189162686838569,0.261,0.87,E2_08_16
"snv noncoding transcript intron","(12.8,21.4]",0.0471204188481675,0.0432426555646515,0.00539951394962186,0.6472,1,E2_08_16
"snv noncoding transcript intron","(21.4,35.7]",0,0.00052680050458466,-0.000759152748904609,1,1,E2_08_16
